CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
قابس;م.إ.  سيدي يحي;0;150;مارث;42;نعم;10,304859;33,604907
قابس;م.إ.  العزائزة;0;50;مارث;38;نعم;10,272226;33,580435
قابس;م.إ. أولاد مهلهل;0;115;دخبلة توجان;66;نعم;10,174295;33,435859
قابس;م.إ. الجماعيين;0;75;دخيلة توجان;67;نعم;10,177795;33,431281
قابس;م.إ. وادي الحجل;0;85;مارث;25;نعم;10,219686;33,767566
قابس;م.إ.  الأدباش;0;43;دخيلة توجان;63;نعم;10,091977;33,486062
قابس;م.إ.  الجوابيت;0;43;دخيلة توجان;60;نعم;10,124853;33,500615
قابس;م.إ. 14 جانفي 2011;0;34;مارث;40;نعم;10,326455;33,6237
قابس;م.إ.  مارث الغربية;0;100;مارث;38;نعم;10,280279;33,600131
قابس;م.إ. كتانة;0;220;مارث;22;نعم;10,197608;33,756139
قابس;م.إ.  عيون الزركين;0;180;مارث;34;نعم;10,227993;33,670648
قابس;م.إ.  عرام;0;250;مارث;41;نعم;10,322203;33,584294
قابس;م.إ.  العلايا;0;120;مارث;41;نعم;10,344641;33,637657
قابس;م.إ.  توجان;0;109;دخيلة توجان;69;نعم;10,130627;33,469062
قابس;م.إ.  البطاهرة1;0;28;مارث;38;نعم;10,262604;33,561247
قابس;م.إ.  تونين;0;200;دخيلة توجان;52;نعم;10,144483;33,510438
قابس;م.إ.  زريـــق البرانية;0;190;مارث;27;نعم;10,157589;33,735083
قابس;م.إ.  دخيلة المسانة;0;150;مارث;44;نعم;10,219631;33,514026
قابس;م.إ.  دخيلة توجان;0;330;دخيلة توجان;64;نعم;10,201482;33,435502
قابس;م.إ.  زمرتن;0;128;دخيلة توجان;75;نعم;10,127186;33,420292
قابس;م.إ.  شط العوامر;0;33;مارث;43;نعم;10,395096;33,644047
قابس;م.إ. القصبة;0;76;مارث;37;نعم;10,244509;33,608428
قابس;م.إ.  لماية;0;75;مارث;45;نعم;10,312593;33,719992
قابس;م.إ.  واريفن;0;10;مارث;42;نعم;10,179273;33,571281
قابس;م.إ.  مزرع بن سلامة;0;102;دخيلة توجان;61;نعم;10,258492;33,471553
قابس;م.إ.  العرقوب;0;200;مارث;35;نعم;10,290882;33,636528
قابس;م.إ.   الغندري;0;110;مارث;25;نعم;10,143276;33,711418
قابس;م.إ.  المظيلة;0;65;مارث;39;نعم;10,267029;33,584716
قابس;م.إ. البراوكة;0;14;دخيلة توجان;65;نعم;10,112506;33,505186
قابس;م.إ.  سيدي سلام;0;69;مارث;27;نعم;10,193118;33,722364
قابس;م.إ.  الحميلة;0;85;دخيلة توجان;63;نعم;10,192914;33,530662
قابس;م.إ.  البطاهرة 2;0;26;مارث;39;نعم;10,266531;33,539814
قابس;م.إ.  ابن خلدون مارث الشرقية;0;120;مارث;36;نعم;10,296864;33,620936
قابس;م.إ.  السدرية;0;52;مارث;37;نعم;10,32419;33,638813
قابس;م.إ. الشيقيمــاء;0;13;دخيلة توجان;79;نعم;10,135965;33,389272
قابس;م.إ.  الأشراف;0;10;دخيلة توجان;60;نعم;10,086053;33,439919
المنستير;م.إ. سيدي بوعثمان;0;120;بو عثمان -معتمدية الوردانين;25;نعم;10,69600448;35,67625295
المنستير;م.إ.  منزل الحياة ابن خلدون;0;120;منزل الحياة-معتمدية زرمدين;30;نعم;10,605107;35,530973
المنستير;م.إ.  المليشات الفتح;0;225;المليشات_معتمدية زرمدين;30;نعم;10,531469;35,511846
المنستير;م.إ.  أولاد منجة-مليشات;0;120;اولاد منجة_المليشات_معتمدية زرمدين;30;نعم;10,560531;35,528182
المنستير;م.إ.  السعيدة;0;105;السعيدة_معتمدية جمال;30;نعم;10,60533064;35,60363134
المنستير;م.إ.  أولاد جمعة -الفوز بالحجاج;0;90;اولاد جمعة_معتمدية المكنين;32;نعم;10,831427;35,509105
المنستير;م.إ.  أولاد العرضاوي منزل الحياة;0;120;اولاد العرضاوي _زرمدين;35;نعم;10,59209061;35,52862852
المنستير;م.إ.  العلالشة;0;95;العلالشة_معتمدية زرمدين ;35;نعم;10,55012;35,511972
المنستير;م.إ.  المزاوغة;0;236;المزاوغة_معتمدية زرمدين;35;نعم;10,572815;35,54257
المنستير;م.إ.  الغنادة;0;180;الغنادة_ معتمدية بني حسان ;35;نعم;10,69721076;35,49525784
المنستير;م.إ.  الجنائحة 1;0;180;الجنائحة_معتمدية بني حسان;35;نعم;10,75767072;35,53002827
المنستير;م.إ.  الحجاج;0;150;عميرة الحجاج_معتمدية المكنين;35;نعم;10,80323;35,479546
المنستير;م.إ.  الفحول;0;120;عميرة الفحول _معتمدية المكنين;35;نعم;10,897391;35,646382
المنستير;م.إ.  أولاد عزيزة الحجاج;0;180;اولاد عزيزة_معتمدية المكنين;35;نعم;10,817442;35,501173
المنستير;م.إ.  المرازقة بالفحول;0;100;المرازڨة_معتمدية المكنين;35;نعم;10,461053;35,284599
المنستير;م.إ.  أولاد بوسيف الفحول;0;100;اولاد بوسيف _معتمدية المكنين;35;نعم;10,83823;35,464741
المنستير;م.إ.  فرج الحاج عثمان بالقراوة;0;105;القراوة _معتمدية المكنين;35;نعم;10,8099;35,455251
المنستير;م.إ.  النصر التوازرة;0;139;عميرة التوازرة_معتمدية المكنين;35;نعم;10,823829;35,747124
المنستير;م.إ. الرشاد  التوازرة;0;125;عميرة التوازرة_معتمدية المكنين;35;نعم;10,77988897;35,49369786
المنستير;م.إ.   السميرات حسن بن ابراهيم;0;155;السميرات_معتمدية المكنين;36;نعم;10,76277984;35,48034139
المنستير;م.إ.  الشواشين;0;36;الشواشين_معتمدية المكنين;37;نعم;10,849542;35,576413
المنستير;م.إ.  الاضياف;0;100;الاضياف _معتمدية المكنين;37;نعم;10,807348;35,508729
المنستير;م.إ.  المثابرة التوازرة;0;150;عميرة التوازرة_المكنين;37;نعم;10,78523142;35,50043963
المنستير;م.إ. الطيايرة;0;155;الطيايرة_معتمدية جمال;38;نعم;10,773942;35,576689
المنستير;م.إ.  المزاوغة الشمالية;0;36;المزاوغة الشمالية_معتمدية زرمدين;40;نعم;10,559494;35,577694
سوسة;الزيتونة;0;125;القلعة الكبرى;3;نعم;10,525412;35,868644
سوسة;وادي لاية;0;77;وادي لاية القلعة الصغرى;3,4;لا توجد معطيات;10,507206;35,772318
سوسة;خزامة الغربية;0;90;خزامة الغربية;7,5;نعم;10,610054;35,839816
سوسة;النقر;0;130;النقر القلعة الصغرى;12;نعم;10,511663;35,799602
سوسة;خير الدين باشا;0;180;سيدي عبدالحميد;13;نعم;10,639034;35,803115
سوسة;الوريمة;0;50;الوريمة سيدي بوعلي;13;نعم;10,44732;35,921345
سوسة;بورقيبة الزهور;0;90;حي الزهور;16;نعم;10,582455;35,788337
سوسة;وادي لاية مساكن;0;46;وادي لاية مساكن;16;نعم;10,507206;35,772318
سوسة;ابن سينا;0;90;سيدي عبدالحميد;17;نعم;10,64239;35,805763
سوسة;سد أولاد علي;0;122;سد اولاد علي سيدي بوعلي;17;نعم;10,440666;35,945697
سوسة;القبو;0;144;القبو القلعة الكبرى;18;نعم;10,393728;35,838778
سوسة;جمال الدين القصيبة;0;94;جمال الدين قصيبة سوسة;18;نعم;10,633418;35,764713
سوسة;سد الشياب;0;90;الشياب القلعة الكبرى;20;نعم;10,388054;35,93314
سوسة;المور الدين;0;110;الموردين مساكن;20;نعم;10,54721;35,761185
سوسة;الكرارية;0;90;الكرارية القلعة الكبرى;21;نعم;10,346579;35,927152
سوسة;الشويشة;0;91;الشويشة سيدي بوعلي;22;نعم;10,399799;35,970055
سوسة;حي النور;0;90;حي النور مساكن;22;نعم;;
سوسة;الكنانة;0;68;الكنانة سيدي بوعلي;23;نعم;10,393805;35,948642
سوسة;المويسات;0;116;المويسات سيدي الهاني;23;نعم;10,272965;35,688594
سوسة;قماطة;0;78;قماطة كندار;24;نعم;10,323768;35,962019
سوسة;غبغوب;0;72;غبغوب ;25;نعم;10,403692;35,692523
سوسة;كندار;0;120;كندار المدينة;25;نعم;10,300804;35,934604
سوسة;أولاد علي بلهاني;0;90;أولاد علي بلهاني سيدي الهاني;26;نعم;10,336693;35,711372
سوسة;سيدي الهاني;0;90;سيدي الهاني;30;نعم;10,312034;35,680663
سوسة;أولاد الخشين;0;75;أولاد الخشين سيدي الهاني;30;نعم;10,245846;35,718109
سوسة;منزل المحطة;0;130;منزل المحطة سيدي بوعلي;31;نعم;10,379278;36,011503
سوسة;الكنايس;0;200;الكنايس مساكن;33;نعم;;
سوسة;أولاد عامر;0;110;أولاد عامر كندار;34;نعم;10,314131;36,012497
سوسة;البشاشمة;0;110;البشاشمة كندار;40;نعم;10,179193;35,840404
سوسة;بئر الجديد;0;89;بئر الجديد كندار;40;نعم;10,19432;35,861956
سوسة;الفرادة 1;0;70;الفرادة مساكن;45;نعم;10,518891;35,55216
سوسة;أولاد بوبكر;0;40;أولاد بوبكر سيدي الهاني;45;نعم;10,342917;35,668747
سوسة;كروسية الشرقية;0;91;كروسية الشرقية سيدي الهاني;46;نعم;10,325376;35,785558
سوسة;سيدي سعيدان;0;140;سيدي سعيدان النفيضة;46;نعم;10,225842;36,054925
سوسة;الشراشير;0;153;الشراشير كندار;48;نعم;10,256515;35,747139
سوسة;الصفحة;0;105;الصفحة بوفيشة;49;نعم;10,344334;36,186476
سوسة;أولاد الصغير;0;94;أولاد الصغير سيدي الهاني;50;نعم;10,230732;35,70685
سوسة;عين الرحمة;0;95;عين الرحمة بوفيشة;52;نعم;10,420683;36,230519
سوسة;هيشر;0;249;هيشر النفيضة;59;نعم;10,206802;36,136533
سوسة;حشاد;0;90;حشاد بوفيشة;61;نعم;10,570588;35,86946
سوسة;الشابي;0;65;الشابي كم 70 بوفيشة ;61;نعم;10,499276;36,326444
سوسة;سيدي مطير;0;65;سيدي مطير بوفيشة;63;نعم;10,47773;36,358013
سوسة;السلوم ;0;40;ابن الجزار السلوم بوفيشة;63;نعم;;
سوسة;وادي الخروب;0;50;وادي الخروب بوفيشة;63;نعم;10,402077;36,313038
سوسة;سيدي خليفة;0;65;سيدي خليفة بوفيشة;64;نعم;10,40418;36,255552
سوسة;لندرية;0;40;لندرية بوفيشة;64;نعم;10,41197;36,283482
سوسة;2مارس;0;120;بوفيشة;66;نعم;10,572995;35,728702
سوسة;سيدي سعيد;0;110;سيدي سعيد بوفيشة;72;نعم;10,44919;36,336999
توزر;م.إ.  النصر;0;70;دقاش;0,2;نعم;8,21339;33,979334
توزر;م.إ.  3 أوت دقاش;0;70;دقاش;0,5;نعم;8,216903;33,986315
توزر;م.إ.  الجمهورية;0;65;دقاش;0,5;نعم;8,216704;33,986724
توزر;م.إ.  الاستقلال;0;65;دقاش;1;نعم;8,224608;33,991285
توزر;م.إ.  زاوية العرب;0;70;دقاش;3;نعم;8,234175;33,992025
توزر;م.إ.  أولاد ماجد;0;85;أولاد ماجد;5;نعم;8,237541;33,999504
توزر;م.إ.  قرية حامة الجريد;0;90;حامة الجريد;6;نعم;8,164194;33,999481
توزر;م.إ.  حامة الجريد;0;80;حامة الجريد;6;نعم;8,154771;33,993298
توزر;م.إ.  ابراهيم القمودي حامة الجريد;0;70;حامة الجريد;6;نعم;8,169969;34,000757
توزر;م.إ.  العهد الجديد/ المحاسن;0;80;المحاسن;7;نعم;8,246863;34,005738
توزر;م إ المحاسن;0;104;المحاسن;7;نعم;8,252296;34,011084
توزر;م.إ.  طريق قبلي سدادة;0;135;سدادة;8;نعم;8,273906;34,010767
توزر;م.إ.  ابن الشباط;0;95;توزر;10;نعم;8,140701;33,923791
توزر;م.إ.  حلبة;0;70;توزر;10;نعم;8,144837;33,932321
توزر;م.إ.  حي السلام;0;70;توزر;10;نعم;8,120781;33,928157
توزر;م.إ.  طريق الحامة;0;90;توزر;10;نعم;8,14432;33,937003
توزر;م.إ. دغومس;0;180;دغومس;18;نعم;8,341081;34,037439
توزر;م.إ  حي الانطلاقة دغومس;0;32;دغومس;18;نعم;8,332676;34,035006
توزر;م.إ.  شاكمو;0;45;شاكمو;20;نعم;8,214521;34,093256
توزر;م.إ.  شارع بورقيبة;0;95;نفطة;34;نعم;7,88245;33,87209
توزر;م.إ.  السني;0;105;نفطة;34;نعم;7,8765967;33,872774
توزر;م.إ.  مصطفى خريف;0;100;نفطة;34;نعم;7,876222;33,872844
توزر;م.إ.  2 مارس 34;0;105;نفطة;34;نعم;7,8921558;33,869168
توزر;م.إ.  الخضر بن الحسين;0;170;نفطة;34;نعم;7,867248;33,87577
توزر;م.إ.  الكرامة;0;80;نفطة;34;نعم;7,88282;33,880177
توزر;م.إ.  طريق حزوة;0;90;نفطة;34;نعم;7,863841;33,871857
توزر;م.إ.  الظافرية;0;61;تمغزة;50;نعم;7,8185232;34,21245
توزر;م.إ.  الشبيكة;0;73;تمغزة;55;نعم;7,937281;34,320045
توزر;م.إ. سندس;0;46;تمغزة;59;نعم;7,869818;34,354396
توزر;م.إ.  ابن رشد;0;145;حزوة;65;نعم;7,5890713;33,734791
توزر;م.إ.  ابن خلدون;0;145;حزوة;65;نعم;7,6022841;33,742641
توزر;م.إ.  تمغزة;0;153;تمغزة;68;نعم;7,9445186;34,387311
توزر;م.إ.  عين الكرمة;0;85;تمغزة;70;نعم;7,9803797;34,406238
توزر;م.إ.  الرميثة;0;71;تمغزة;74;نعم;7,9842571;34,430368
توزر;م.إ.  ميداس;0;73;تمغزة;76;نعم;7,9226113;34,410833
توزر;م.إ. الفريد;0;31;تمغزة;78;نعم;8,0523883;34,462699
توزر;م.إ.  التعمير;0;3;حزوة;80;نعم;7,645368;33,969323
بنزرت;م.إ.  بني عرام;0;93;بني عرام;5;نعم;9,258514;36,986972
بنزرت;م.إ. سيدي الكناني;0;230;سيدي الكناني;5;نعم;9,445372;36,896927
بنزرت;م.إ.  الصياح;0;50; الصياح;10;نعم;9,464332;36,834271
بنزرت;م.إ.  غسانة;0;140;غسانة;10;نعم;9,26225;36,995188
بنزرت;م.إ.  القصر;0;160; القصر;10;نعم;9,381920829;36,77970609
بنزرت;م.إ.  سيدي نصير;0;71; سيدي نصير;11;نعم;9,369708;36,765991
بنزرت;م.إ.  القرية جومين;0;97; القرية جومين;15;نعم;9,413385;36,868994
بنزرت;م.إ.  النشماية;0;170; النشماية;15;نعم;9,281079;36,969495
بنزرت;م.إ.  قصر بودرهم;0;87;قصر بودرهم;15;نعم;9,3739766;36,994758
بنزرت;م.إ.  بازينة;0;500;بازينة;16;نعم;9,297998;36,962854
بنزرت;م.إ.  الجبيرة;0;35;الجبيرة;16;نعم;9,2428;36,5622
بنزرت;م.إ. ا لطواجنية;0;215;ا لطواجنية;20;نعم;9,374513;36,875325
بنزرت;م.إ.  الرمادية;0;41;الرمادية;20;نعم;9,221072;36,45575
بنزرت;م.إ. القواسمـــية   ;0;60;القواسمـــية   ;20;نعم;9,261975;36,948633
بنزرت;م.إ.  الزاوية;0;228;الزاوية;20;نعم;9,553525;36,881834
بنزرت;م.إ.  الهواملية;0;116;منطقه الهوامليه. سجنان. ;20;نعم;9,270888973;37,03107291
بنزرت;م.إ. القواسمية;0;60;م.إ. القواسمية;20;نعم;9,261975;36,948633
بنزرت;م.إ.  السودية;0;98;م.إ.  السودية;21;نعم;9,538509;36,958355
بنزرت;م.إ. عوانة;0;67;عوانة;23;نعم;9,334655954;37,02919807
بنزرت;م.إ.  كاف الصغارين;0;68;كاف الصغارين;25;نعم;9,297934;36,962741
بنزرت;م.إ.  تاهنت;0;131;تاهنت;25;نعم;9,295783912;36,92291194
بنزرت;م.إ.  زهير;0;95; زهير;25;نعم;9,490079;36,899047
بنزرت;م.إ. وادي الزيتون;0;132;واد الزيتون;25;نعم;9,389519792;37,05511962
بنزرت;م.إ.  2 مارس 34 سجنان;0;130;سجنان المدينه;28;نعم;9,219846999;37,05558118
بنزرت;م.إ.  رواحة;0;257; رواحة;30;نعم;9,352461586;36,93175694
بنزرت;م.إ.  الزرعة;0;40;الزرعة;30;نعم;9,554364;36,842372
بنزرت;م.إ.  جفنة;0;121;الجفنة;30;نعم;9,4411894;37,038487
بنزرت;م.إ.  سيدي منصور;0;53;سيدي منصور;30;نعم;9,480009;36,996702
