CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
زغوان;م ا .زقطون;90;110;زقطون;24;لا;10,135931;36,257434
زغوان;م ا .سيدي فرج الله;118;114;سيدي فرج الله;25;لا;10,173738;36,25047
زغوان;م ا .سيدي منصور;44;46;سيدي بنور;26;لا;10,189768;36,24418
زغوان;م ا .بروتة;50;52;بروتة;28;لا;10,018547;36,248873
زغوان;م ا .ذراع بن جودر;204;140;ذراع بن جودر;30;لا;10,021459;36,277767
زغوان;م ا .صوغاس الجنوبية;141;120;صوغاس الجنوبية;30;لا;9,948134;36,064524
زغوان;م ا .عين جرس;78;48;عين جرس;30;لا;9,8973828;36,16344
زغوان;م ا .صوغاس الشمالية;333;200;صوغاش الشمالية;30;نعم;9,920893;36,073238
زغوان;م ا .وادي الطويل;91;100;وادي الطويل;31;لا;10,207393;36,224521
زغوان;م ا .وادي الخضراء;222;120;وادي الخضراء;35;نعم;10,00116;36,326466
زغوان;م ا .أولاد الزوابي;43;46;اولاد الزوابي;38;لا;9,864202488;36,08519418
زغوان;م ا .الغريفات;105;110;الغريفات;43;لا;9,868705;36,408907
زغوان;م ا .قليب الجمل;142;105;قليب الجمل;43;لا;9,851804;36,362662
زغوان;م ا .جباس;61;57;جباس;44;لا;9,92637;36,446157
زغوان;م ا . خنيقة مقرة;187;120;خنيقة مقرة;45;لا;9,961991;36,402388
زغوان;م ا.بغ بغ العمايم;355;150;العايم;45;نعم;9,8451346;36,331796
زغوان;م ا.الشرشارة;26;21;الشرشارة;46;لا;10,090759;36,288126
زغوان;م ا .كدية الشعير;243;170;كدية الشعير;46;لا;9,868911;36,30172
زغوان;م ا .بوشواطة;179;150;بوشواطة;48;لا;10,121708;36,305349
زغوان;م ا .بئر المشارقة النجاح;281;120;بئر المشارقة محطة;50;لا;10,018237;36,519967
زغوان;م ا .الكاف الازرق;53;48;الكاف الازرق;51;لا;9,851889;36,279968
زغوان; م ا  .عين الانصارين;306;190;عين الانصارين;53;لا;10,151567;36,336156
زغوان;م ا .بئر مقرة;110;77;بئر مقرة;53;لا;9,7587915;36,329189
زغوان;م ا .وادي الربح;147;90;وادي الربح;55;لا;10,193595;36,408102
زغوان;م ا .سمنجة;255;120;سمنجة;55;نعم;10,025701;36,457165
زغوان;م ا .بنت سعيدان;75;100;بنت سعيدان;55;لا;9,962917046;36,26303652
زغوان;م ا .ضمدة;61;60;ضمدة;55;لا;9,908342;36,280252
زغوان;م ا.الجمال;87;85;بني دراج;58;لا;10,257766;36,402789
زغوان;م ا .عين مزيغ;73;85;عين مزيغ;58;لا;10,181595;36,376851
زغوان;م ا .بني مار;176;110;بني مار;58;نعم;10,165912;36,314418
زغوان;م ا .سيدي الناوي;42;60;سيدي الناوي;58;لا;9,756077;36,247205
زغوان;م ا .بوسليم;120;90;بوسليم;60;لا;10,290846;36,397605
زغوان;م ا .سيدي مريح;154;120;سيدي مريح;60;لا;10,163277;36,438294
زغوان;م ا .الشهدة;46;45;الشهدة;60;لا;10,233962;36,45886
زغوان;م ا .عين عسكر;64;65;عين عسكر;60;نعم;9,993451;36,573999
زغوان;م ا .دلائل العروس;53;55;دلائل العروس;60;لا;9,90304;36,510045
زغوان;م ا .سيدي عويدات;98;42;سيدي عويدات;60;لا;9,744335;36,221499
زغوان;م ا .جوقار;66;70;جوقار;60;لا;9,943738;36,269805
زغوان;م ا .سد وادي الكبير;15;18;سد وادي الكبير;60;لا;9,795749;36,246243
زغوان;م ا وادي الزيت;133;58;وادي الزيت;62;نعم;10,301111;36,41745
زغوان;م ا .مركز علي بالصغير;37;40;مركز علي بالصغير;62;لا;10,228315;36,42994
زغوان;م ا الحنايا;107;90;الحنايا زغوان;63;لا;10,131121;36,39404
زغوان;م ا .عين الصابون;132;100;عين الصابون;63;نعم;10,320412;36,383891
زغوان;م ا . الزريبة قرية;344;150;الزريبة قرية;63;لا;10,250318;36,339833
زغوان;م ا بئر حليمة;368;171;بئر حليمة  زغوان;65;لا;10,046551;36,396439
زغوان;م ا وادي الصبايحية;90;60;وادي الصبايحية;65;نعم;10,209735;36,496724
زغوان;م ا . هنشير التلة;41;50;هنشير التلة;65;لا;10,111442;36,495566
زغوان;م ا .الفراكسين;28;28;الفراكسين;65;نعم;9,883112;36,550312
زغوان;م ا .الشنانفة;41;66;الشنانفة;65;لا;9,870147;36,203596
زغوان;م ا .العياشية;25;26;العياشية;65;لا;9,725518;36,237064
زغوان;م ا .أم الابواب الجديدة;54;55;ام الابواب الجديدة;67;لا;9,770188;36,168436
زغوان;م ا .جبل الوسط الامتياز;643;643;جبل الوسط;68;نعم;10,061653;36,556189
زغوان;م ا ..وادي الكنز;152;120;وادي الكنز;68;لا;10,268702;36,300415
زغوان;م ا .بوشة;70;68;بوشة بئر المشارقة;70;لا;9,838811;36,511346
زغوان;م ا .بوعشير;163;120;بوعشير;70;نعم;10,202728;36,202668
زغوان;م ا .عين البطرية;147;120;عين البطرية;75;لا;10,253142;36,269364
زغوان;م ا .بوقرنين;120;100;بوقرنين;75;لا;9,830168;36,459007
زغوان;م ا .تليل الصالحي;20;15;تليل الصالحي;76;لا;9,6774613;36,254229
زغوان;م ا .جرادو;128;120;جرادو;77;نعم;10,32371;36,276176
زغوان;م ا .الخمايسية;11;14;الخمايسية;78;لا;9,680968;36,277462
زغوان;م ا .ام الابواب القديمة;45;56;ام الابواب القديمة;79;لا;9,817595;36,169003
زغوان;م ا .خمسة ثناية;33;40;خمسة ثنايا;80;لا;9,63685;36,255979
زغوان;م ا .عين الصفصاف;159;159;عين الصفصاف;82;نعم;10,155815;36,536693
صفاقس 1;م.إ.  بئر الشوكات;136;133;بئر الشوكات بئر علي;6;نعم;10,057703;34,493121
صفاقس 1;م.إ.  الخمايسة;121;110;الخمايسة بئر علي;6;نعم;10,089618;34,782517
صفاقس 1;م.إ.  أم الشوشة الشمالية;17;17;أمّ الشوشة الشمالية بئر علي;10;نعم;10,166891;34,700651
صفاقس 1;م.إ.  وادي غويلية;85;85;وادي غويلية بئر علي;6;نعم;10,093104;34,679921
صفاقس 1;م.إ.  سيدي مهذب;336;140;سيدي مهذّب الصخيرة;7;نعم;10,031863;34,310429
صفاقس 1;م.إ.  أم الشوشة;315;200;أمّ الشوشة بئر علي;8;نعم;10,139114;34,711817
صفاقس 1;م.إ. رأس فرطوط;182;140;رأس فرطوط بئر علي;8;نعم;10,133034;34,791657
صفاقس 1;م.إ.  بئر الكرانمة;112;82;بئر الكرايمة بئر علي;9;نعم;10,067619;34,691116
صفاقس 1;م.إ.  اللطائفة;252;150;اللطايفة بئر علي ;9;نعم;10,184402;34,754581
صفاقس 1;م.إ.  وادي الرخام;231;227;وادي الرخام بئر علي;10;نعم;10,011182;34,772637
صفاقس 1;م.إ.  حمادة فندق الشيباني;83;50;حمادة فندق الشيباني الصخيرة ;11;نعم;10,115483;34,356422
صفاقس 1;م.إ.  الرواشد;64;60;الزواشد بئر علي;11;نعم;9,9837647;34,685808
صفاقس 1;م.إ.  وادي النخلة;63;40;وادي النخلة الصخيرة ;12;نعم;10,004781;34,34712
صفاقس 1;م.إ.  بئر الغرائبـــة;100;92;بئر الغرايبة بئر علي ;14;نعم;9,981526;34,736925
صفاقس 1;م.إ.  بئر شوية;100;62;بئر شوية بئر علي;12;نعم;10,092822;34,634643
صفاقس 1;م.إ.  ماجل الزيتونة;83;70;ماجل الزيتونة بئر علي;12;نعم;10,053188;34,781561
صفاقس 1;م.إ.  بوسعيد;61;33;القنيطرة بوسعيد الصخيرة;13;نعم;9,993614;34,25835
صفاقس 1;م.إ.  حمادة أولاد النفاتي;106;85;حمادة أولاد النفاتي الصخيرة;15;نعم;10,054714;34,381104
صفاقس 1;م.إ.  وادي الرخام الشمالية;60;53;وادي الرخام الشمالية بئر علي;12;نعم;9,9947626;34,801857
صفاقس 1;م.إ.  القنيطرة;321;180;القنيطرة الصخيرة ;16;نعم;9,995501;34,214264
صفاقس 1;م.إ.  العوايد;83;81;العوايد بئر علي;16;نعم;10,126375;34,623769
صفاقس 1;م.إ.  المناصرية;47;46;المناصرية بئر علي ;16;نعم;10,010029;34,670835
صفاقس 1;م.إ.  الفريشات;140;117;الفريشات الصخيرة;17;نعم;10,167229;34,365125
صفاقس 1;م.إ. الحجاج أولاد عمر;41;39;الحجاج أولاد عمر بئر علي;20;نعم;10,141403;34,669636
صفاقس 1;م.إ. الحمر;73;60;الحمر بئر علي;14;نعم;10,047739;34,673991
صفاقس 1;م.إ.  الربائعة2;97;85;الربايعة 2بئر علي;15;نعم;10,099492;34,847185
صفاقس 1;م.إ.  القندول;155;120;القندول بئر علي;20;نعم;10,053758;34,62611
صفاقس 1;م.إ.  الربائعة;136;130;الربايعة بئر علي;18;نعم;10,107223;34,867215
صفاقس 1;م.إ.  عقلة المثنان;114;70;عقلة المثنان بئر علي;18;نعم;9,9781911;34,757824
صفاقس 1;م.إ.  الحشيشينة;189;126;الحشيشينة الغريبة ;18;نعم;10,183015;34,421345
صفاقس 1;م.إ.  الجروالة;117;103;الجروالة الصخيرة;19;نعم;9,963681;34,274753
صفاقس 1;م.إ.  نوال الجديدة;84;61;نوال الجديدة الصخيرة ;19;نعم;9,950907;34,414732
صفاقس 1;م.إ.  سيدي علي بلعابد;124;100;سيدي علي بلعابد بئر علي;19;نعم;10,169497;34,788145
صفاقس 1;م.إ.  هنشير القصير;167;109;هنشير القصير الصخيرة ;20;نعم;9,959868;34,244178
صفاقس 1;م.إ.  السوينية;94;94;السوينية بئر علي;20;نعم;10,141505;34,583498
صفاقس 1;م.إ.  الشرايط;132;130;الشرايط بئر علي;20;نعم;9,946182;34,708903
صفاقس 1;م.إ. اليزيدي;90;90;اليزيدي بئر علي;20;نعم;10,02665;34,655078
صفاقس 1;م.إ. التبينات;120;119;التبينات بئر علي;20;نعم;10,228874;34,672186
صفاقس 1;م.إ.  الغرايرة;371;160;الغرايرة الصخيرة;21;نعم;9,909794;34,257461
صفاقس 1;م.إ.  سيدي محمد نويقص;220;107;سيدي امحمد نويقص الصخيرة ;21;نعم;10,053193;34,444787
صفاقس 1;م.إ.  بئر أولاد محمود;146;100;بئر أولاد محمود بئر علي;25;نعم;10,047228;34,832254
صفاقس 1;م.إ.  ودران;110;98;ودران بئر علي;21;نعم;9,9283368;34,670841
صفاقس 1;م.إ.  سيدي الظاهر 2;97;75;سيدي ظاهر 2بئر علي;21;نعم;10,072565;34,898145
صفاقس 1;م.إ  الحمالة;93;93;الحمالة بئر علي;25;نعم;10,038764;34,608464
صفاقس 1;م.إ.  النوال;75;69;نوال الصخيرة ;23;نعم;9,9066776;34,369211
صفاقس 1;م.إ.  الطلاب;88;75;الطلاّب بئر علي;23;نعم;10,109377;34,573277
صفاقس 1;م.إ.  العروق;91;90;العروق بئر علي;23;نعم;9,9371894;34,742936
صفاقس 1;م.إ.  هنشير الزبدة;59;58;هنشير الزبدة بئر علي ;23;نعم;9,9376911;34,603147
صفاقس 1;م.إ.  حمادة أولاد الحاج موسى;236;190;حمادة أولاد الحاج موسى الصخيرة;24;نعم;10,10119;34,417411
صفاقس 1;م.إ.  الحادثة;74;70;الحادثة الصخيرة ;24;نعم;9,8674;34,25749
صفاقس 1;م.إ.  سيدي الظاهر 1;96;75;سيدي الظاهر1بئر علي;24;نعم;10,072783;34,923602
صفاقس 1;م.إ.  فائض العتيل;203;110;فائض العتيل الغريبة ;24;نعم;10,143414;34,452646
صفاقس 1;م.إ.  الخوالة;102;70;الخوالة الغريبة;24;نعم;10,233788;34,395317
صفاقس 1;م.إ. صبيح النور;171;75;صبيح النور الصخيرة;25;نعم;9,927044;34,237922
صفاقس 1;م.إ. المغذية  2;102;60;المغذية 2الصخيرة;25;نعم;10,013841;34,42971
صفاقس 1;م.إ.  سيدي منصور السويسي;90;90;سيدي منصور السويسي بئر علي;25;نعم;10,221978;34,654044
صفاقس 1;م.إ.  الساطور;145;130;الساطور الصخيرة;26;نعم;9,91212;34,285184
صفاقس 1;م.إ.  صبيح الجنوبية;83;60;صبيح الجنوبيّة ;26;نعم;9,892109;34,242545
صفاقس 1;م.إ.  وادي السروج;6;6;وادي السروج الصخيرة;26;نعم;9,852497;34,345532
صفاقس 1;م.إ.  اولاد محمود الشمالية;64;60;أولاد محمود الشمالية بئر علي;26;نعم;10,023503;34,858741
صفاقس 1;م.إ. المغذية;137;95;المغذبة الصخيرة ;27;نعم;10,00875;34,44121
صفاقس 1;م.إ.  صبيح الشرقية;101;80;صبيح الشرقية الصخيرة;27;نعم;9,946252;34,224414
صفاقس 1;م.إ.  نوال الشمالية;82;75;نوال الشمالية الصخيرة;27;نعم;9,950294;34,437906
صفاقس 1;م.إ.  ذراع العرس;75;70;ذراع العرس بئر علي;25;نعم;9,9318364;34,640322
صفاقس 1;م.إ.  السودان سيدي الظاهر;63;45;السودان سيدي ظاهر بئر علي;27;نعم;10,064776;34,982005
صفاقس 1;م.إ.  بوسليم;29;29;بوسليم بئر علي;27;نعم;10,282997;34,703653
صفاقس 1;م.إ.  الشوكات;62;50;الشوكات الصخيرة ;28;نعم;10,057703;34,493121
صفاقس 1;م.إ.  الحواشين;23;21;الحواشين بئر علي;28;نعم;9,9853224;34,84814
صفاقس 1;م.إ. أولاد الكيلاني;142;100;أولاد الكيلااني الغريبة ;29;نعم;10,199711;34,50284
صفاقس 1;م.إ.  الشفافرة;69;50;الشفافرة الصخيرة ;30;نعم;9,831532;34,253899
صفاقس 1;م.إ.  المالحة;127;85;المالحة الصخيرة ;30;نعم;9,9023974;34,199698
صفاقس 1;م.إ.  رأس السواني;129;129;رأس السواني بئر علي;30;نعم;10,173842;34,634549
صفاقس 1;م.إ.  السمارة;214;115;السمارة المحرس;30;نعم;10,290845;34,44634
صفاقس 1;م.إ.  العطيات;13;12;العطيات عقارب;30;نعم;10,365948;34,777385
صفاقس 1;م.إ.  الفلاق;101;100;الفلاق عقارب;30;نعم;10,356703;34,611854
صفاقس 1;م.إ.  أولاد المبروك;85;84;أولاد المبروك عقارب;30;نعم;10,396636;34,713309
صفاقس 1;م.إ.  الشفافرة الشرقية;34;26;الشفافرة الصخيرة ;31;نعم;9,855805;34,252425
صفاقس 1;م.إ.  هنشير الرمث;28;28;هنشير الرمث الصخيرة;33;نعم;9,799757;34,272353
صفاقس 1;م.إ.  الحمام;86;86;الحمام الغريبة;33;نعم;10,177541;34,537992
صفاقس 1;م.إ.  قرعة السمارة;90;80;قرعة السمارة الغريبة ;33;نعم;10,258439;34,476821
صفاقس 1;م.إ.  الطويلة;223;150;الطويلة بئر علي;34;نعم;9,9720058;34,631521
صفاقس 1;م.إ.  الطرفاوي;82;60;الطرفاوي بئر علي;35;نعم;10,253966;34,648106
صفاقس 1;م.إ. المندرة;27;27;المندرة بئر علي;35;نعم;10,288406;34,613186
صفاقس 1;م.إ.  الجواودة بولذياب;113;75;الجواودة بولذياب عقارب;35;نعم;10,372888;34,741239
صفاقس 1;م.إ.  الخروع;59;59;الخروع بئر علي;36;نعم;10,211087;34,616067
صفاقس 1;م.إ.  نفيضة العجل;163;115;نفيضة العجل الغريبة;36;نعم;10,285338;34,52299
صفاقس 1;م.إ.  النصر أولاد ميارة;105;105;النصر أولاد ميارة بئر علي;30;نعم;10,008623;34,605371
صفاقس 1;م.إ.  الشعال;125;100;الشعال الغريبة;40;نعم;10,309749;34,560383
صفاقس 1;م.إ.  السودان;62;30;السودان الغريبة ;40;نعم;10,13706;34,541111
صفاقس 1;م.إ.  الربطة;181;180;الربطة الغريبة;40;نعم;10,266713;34,569944
صفاقس 1;م.إ.  الجواودة بن سهلون;183;135;الجواودة بن سهلون عقارب;40;نعم;10,433476;34,681064
صفاقس 1;م.إ.  المصادقة;56;45;المصادقة عقارب;40;نعم;10,491564;34,729345
صفاقس 1;م.إ.  المرازيق;78;78;المرازيق بئر علي;41;نعم;10,002394;34,563937
صفاقس 1;م.إ.  حي ابن ابراهيم;520;170;حيّ بن ابراهيم عقارب;41;نعم;10,525023;34,745409
صفاقس 1;م.إ.  السوالم;184;155;السوالم عقارب;40;نعم;10,551335;34,745249
صفاقس 1;م.إ.  عقارب الشرقية;195;125;عقارب الشرقية عقارب;40;نعم;10,55422;34,732697
صفاقس 1;م.إ.  التراكة1;104;66;التراكة1عقارب;45;نعم;10,487495;34,799551
صفاقس 1;م.إ.  العطاطشة;86;85;العطاطشة عقارب;45;نعم;10,530136;34,788404
صفاقس 1;م.إ.  أولاد الحاج السعد;49;49;أولاد الحاج سعد عقارب;45;نعم;10,506992;34,771688
صفاقس 1;م.إ.  قرقور الشرقية;85;85;قرقور الشرقية عقارب;45;نعم;10,590828;34,647769
صفاقس 1;م.إ.  قرقور الغربية;67;60;قرقور الغربية عقارب;50;نعم;10,579987;34,62993
صفاقس 1;م.إ.الرفيفات;66;55;الرفيفات عقارب;45;نعم;10,617141;34,641031
صفاقس 1;م.إ.  الوادي الكبير;145;120;الوادي الكبير عقارب;45;نعم;10,321451;34,662581
صفاقس 1;م.إ.  القطيفة الشفار;112;80;القطيفة الشفار المحرس;48;نعم;10,541917;34,543944
صفاقس 1;م.إ.  السكاينة;197;154;السكاينة المحرس;50;نعم;10,369411;34,547295
صفاقس 1;م.إ.  التراكة 2;143;100;التراكة2عقارب;50;نعم;10,475265;34,81444
صفاقس 1;م.إ. أولاد حمد قرقور;49;38;أولاد حمد قرقور عقارب;50;نعم;10,54862;34,674952
صفاقس 1;م.إ.  السواعد;22;22;السواعد عقارب;53;نعم;10,442208;34,79477
صفاقس 1;م.إ.  قرقور;502;160;قرقور عقارب;55;نعم;10,598375;34,628284
صفاقس 1;م.إ.  عيثة الشلايا;234;170;عيثة الشلايا المحرس;56;نعم;10,501481;34,627079
صفاقس 1;م.إ.  المواساة;67;55;المواساة المحرس;57;نعم;10,417539;34,581501
صفاقس 1;م.إ.  موريج;141;100;موريج المحرس;59;نعم;10,564953;34,606205
صفاقس 1;م.إ.  خاوي الغزال;215;146;خاوي الغزال المحرس;60;نعم;10,361589;34,489117
صفاقس 1;م.إ. القوادرية;67;45;الفقوادرية المحرس;60;نعم;10,383826;34,583688
صفاقس 1;م.إ.  زليانة;145;105;زليانة عقارب;50;نعم;10,326961;34,852409
صفاقس 1;م.إ.  قرقور الشمالية;159;135;قرقور الشمالية عقارب;50;نعم;10,577325;34,661804
صفاقس 1;م.إ.  سيدي سالم;344;200;طريق سيدي سالم طينة;65;نعم;10,716051;34,673549
صفاقس 1;م.إ.  القطيفة سيدي غريب;72;72;القطيفة سيدي غريب المحرس;65;نعم;10,212275;34,497731
صفاقس 1;م.إ.  المحروقة;47;47;المحروقة عقارب;60;نعم;10,31836;34,513805
صفاقس 1;م,اب,الفتح عقارب;105;100;عقارب ;60;نعم;;
صفاقس 1;م.إ. الخندق;21;21;الخندق المحرس;75;نعم;10,536847;34,637646
منوبة;م,ا,حميم;0;130;المرناقية;28;لا توجد معطيات;9,9947232;36,703281
منوبة;م,ا,المهرين;0;150;البطان;47;نعم;9,856143;36,762414
منوبة;م,ا,المحفورة;0;130;البطان;51;نعم;9,785154;36,761471
منوبة;م,ا,برج التومي;0;200;البطان;63;نعم;9,715893;36,7542
منوبة;م,ا,طنقار;0;172;البطان;63;نعم;9,743805;36,776444
منوبة;م,ا,العروسية;0;122;البطان;66;نعم;9,770632;36,799863
منوبة;م.ا.الزويتينة;0;175;البطان;59;نعم;;
منوبة;م,ا,شواط;0;230;الجديدة;55;نعم;9,941482;36,890345
منوبة;م,ا,سيدي سالم التباسي;0;34;الجديدة;55;نعم;9,891107;36,859017
منوبة;م,ا,الذنيبة;0;80;الجديدة;57;نعم;9,889353;36,840892
منوبة;م,ا,3 اوت الدندان;0;112;الدندان منوبة;29;نعم;10,64824;36,475213
منوبة;م,ا,قصر حديد;0;110;المرتاقية;41;نعم;9,9231236;36,778564
منوبة;م,ا,الغضاونية;0;64;المرتاقية;46;نعم;10,054437;36,695738
منوبة;م,ا,طبلتش;0;136;المرتاقية;49;نعم;9,922091782;36,77833541
منوبة;م,ا,النفيض;0;101;برج العامري;33;نعم;9,953457087;36,62712586
منوبة;م,ا,الجمهورية;0;120;برج العامري;35;نعم;9,878501145;36,71179568
منوبة;م,ا,الحفصية;0;70;برج العامري;39;نعم;9,9178963;36,734135
منوبة;م,ا,الانطلاقة;0;128;برج العامري;42;نعم;9,8832345;36,716457
منوبة;م,ا,منزل حبيب;0;154;برج العامري;42;نعم;9,898004276;36,66097521
منوبة;م,ا,المساعدين;0;212;برج العامري;42;نعم;9,843497625;36,70082871
منوبة;م,ا,الدريجة;0;86;برج العامري;42;نعم;9,8450196;36,624034
منوبة;م,ا,بئر الطويل;0;139;برج العامري;43;نعم;9,835205218;36,67850576
منوبة;م,ا,برج النور;0;252;برج العامري;50;نعم;9,8079176;36,688445
منوبة;م,ا,قمريان;0;174;طبربة;57;نعم;9,853032921;36,86286585
منوبة;م,ا,الهوارية;0;14;طبربة;72;نعم;9,772962456;36,81917862
منوبة;م,ا,الملاحة;0;112;طبربة;74;نعم;9,771888222;36,81858594
منوبة;م,ا,عين الكرمة;0;94;طبربة;75;نعم;9,776469266;36,82460405
منوبة;م,ا,الدخيلة;0;240;طبربة;76;نعم;9,709000736;36,86174634
منوبة;م,ا,حي النسيم;0;120;وادي اللليل;41;نعم;9,984944;36,818759
قابس;م.إ.  الموازير;0;65;الموازير قابس الجنوبية;18;نعم;10,015325;33,735572
قابس;م.إ.  المدو;0;162;المدو قابس الجنوبية;9;نعم;10,06868;33,805974
قابس;م.إ.  ليماوة;0;70;ليماوة قابس الجنوبية;18;نعم;10,08792;33,753423
قابس;م.إ.  وادي السدر;0;21;وادي السدر قابس الجنوبية;14;نعم;10,032219;33,803334
قابس;م.إ.  التمولة;0;65;تمولة قابس الجنوبية;8;نعم;10,138551;33,802626
قابس;م.إ.  الرماثي;0;65;الرماثي قابس الغربية;19;نعم;9,9781679;33,830794
قابس;م.إ.  القواندة;0;185;القواندة قابس الغربية;16;نعم;9,929749;33,866649
قابس;م.إ.  2 مارس 34 بوشمة;0;200;قابس الغربية;7;نعم;10,055856;33,901215
قابس;م.إ.  بدورة;0;220;قابس المدينة;5;نعم;10,073873;33,862182
قابس;م.إ. غنوش الشمالية;0;220;غنوش;8;نعم;10,062793;33,941623
قابس;م.إ.  غنوش الشرقية;0;200;غنوش;8;نعم;10,069832;33,935208
قابس;م.إ. غنوش الغربية;0;200;غنوش;9;نعم;10,069603;33,935612
قابس;م.إ.  الحي الشعبي غنوش - التحرير;0;210;غنوش;9;نعم;10,041481;33,932714
قابس;م.إ.  غنوش الجديدة;0;100;غنوش;10;نعم;10,058582;33,945448
قابس;م.إ. طارق بن زياد;0;100;غنوش;10;نعم;10,062843;33,932488
قابس;م.إ. العكاريت;0;170;العكاريت المطوية;28;نعم;9,980464;34,107193
قابس;م.إ. العوينات;0;80;العوينات المطوية;20;نعم;10,00389;33,992499
قابس;م.إ.  الهيشة;0;95;الهيشة المطوية;32;نعم;9,989263;34,155985
قابس;م.إ.  العمارات;0;75;العمارات المطوية;24;نعم;9,971286;34,058139
قابس;م.إ.  الغرائرة;0;45;الغرائرة المطوية;35;نعم;9,941656;34,17773
قابس;م.إ.  الميدة;0;150;المطوية;34;نعم;9,890368;34,057861
قابس;م.إ.  الطلحة;0;135;المطوية;40;نعم;9,911918;34,089868
قابس;م.إ.  بشيمة 1 البرج;0;180;الحامة;40;نعم;9,713867;33,905979
قابس;م.إ. بن غيلوف;0;180;الحامة;50;نعم;9,620859;33,881576
قابس;م.إ. بوعطوش;0;320;الحامة;35;نعم;9,7853435;33,89685475
قابس;م.إ.   قليب الدخان;0;7;الحامة;50;نعم;9,583874;33,894181
قابس;م.إ.  وادي السوينية;0;2;الحامة;62;نعم;9,714908;33,705711
قابس;م.إ.  شانشو;0;60;الحامة;20;نعم;9,8964375;33,88833
قابس;م.إ.  الشارب;0;31;الحامة;53;نعم;9,243614;33,570728
قابس;م.إ.  بشيمة 2;0;320;الحامة;40;نعم;9,7248513;33,924161
قابس;م.إ.  أولاد سعيد;0;105;الحامة;35;نعم;9,771078;33,897004
قابس;م.إ.  سيح عمارة;0;7;الحامة;72;نعم;9,538873;33,734023
قابس;م.إ.  2 مارس 34 منزل الحبيب;0;30;منزل الحبيب;49;نعم;9,620116348;34,21826519
قابس;م.إ.  والي;0;150;منزل الحبيب;48;نعم;9,882695;34,144975
قابس;م.إ.  وادي الزيتون;0;35;منزل الحبيب;50;نعم;9,706913;34,132287
قابس;م.إ.  الفجيج;0;12;منزل الحبيب;51;نعم;9,742969;34,06873
قابس;م.إ.  زقراطة;0;97;منزل الحبيب;44;نعم;9,769867;34,149217
قابس;م.إ.  المهاملة;0;16;منزل الحبيب;73;نعم;9,466319679;34,20764528
قابس;م.إ. العوسج;0;72;منزل الحبيب;94;نعم;9,3499;34,172764
قابس;م.إ.  الحجري;0;3;منزل الحبيب;57;نعم;9,674932;34,235308
قابس;م.إ.  أولاد ضــــــو;0;190;منزل الحبيب;57;نعم;9,909198;34,154702
قابس;م.إ. باطن القزاح;0;54;منزل الحبيب;45;نعم;9,800997515;34,0769394
قابس;م.إ.  السفيــــــة;0;31;منزل الحبيب;84;نعم;9,428725;34,156701
قابس;م.إ.  باطن الجداري;0;6;منزل الحبيب;44;نعم;9,865178;34,123171
قابس;م.إ.  الربائعة;0;7;منزل الحبيب;100;نعم;9,316205;34,198311
قابس;م.إ.  الطاهر الحداد;0;310;منزل الحبيب;61;نعم;9,598655;34,231935
قابس;م.إ.  أولاد السويسي;0;21;منزل الحبيب;101;نعم;9,289146;34,147306
قابس;م.إ.  أولاد خود;0;56;منزل الحبيب;49;نعم;9,850892;34,146434
قابس;م.إ. الحرية خاوي الزغابنة;0;44;منزل الحبيب;54;نعم;9,884154;34,152695
قابس;م.إ.الطاهر الاسود;0;16;منزل الحبيب;51;نعم;9,680073029;34,18511182
قابس;م.إ.  مطماطة;0;160;مطماطة القديمة;40;نعم;9,969353;33,544324
قابس;م.إ.  حافي رأسه;0;17;مطماطة القديمة;47;نعم;10,006885;33,51099
قابس;م.إ. تمزرط;0;25;مطماطة القديمة;53;نعم;9,8669844;33,534901
قابس;م.إ.  تشين;0;40;مطماطة القديمة;55;نعم;10,000046;33,476477
قابس;م.إ.  تاوجوت;0;39;مطماطة القديمة;57;نعم;9,8633199;33,566603
قابس;م.إ.  الزريبة;0;50;مطماطة القديمة;57;نعم;10,035853;33,472286
قابس;م.إ.  القصر;0;19;مطماطة القديمة;47;نعم;9,9156275;33,556096
قابس;م.إ. الأفام;0;90;مطماطة الجديدة;35;نعم;10,065755;33,606459
قابس;م.إ.  هداج;0;6;مطماطة الجديدة;42;نعم;9,9968861;33,567713
قابس;م.إ. زراوة الجديدة;0;320;مطماطة الجديدة;58;نعم;9,7952081;33,659049
قابس;م.إ.  بني زلطن;0;44;مطماطة الجديدة;47;نعم;10,100555;33,542358
قابس;م.إ.  مزاتة;0;37;مطماطة الجديدة;55;نعم;10,080127;33,523313
قابس;م.إ. الذكارة;0;61;مطماطة الجديدة;32;نعم;10,049293;33,643859
قابس;م.إ.  بني عيسى الجديدة - الأمل;0;30;مطماطة الجديدة;38;نعم;9,9131495;33,657053
قابس;م.إ.  العامرة;0;24;مطماطة الجديدة;55;نعم;10,090512;33,512004
قابس;م.إ.  الزارات طه حسين;0;130;مارث;40;نعم;10,347984;33,664692
قابس;م.إ. زركين 1;0;115;مارث;32;نعم;10,262391;33,706629
قابس;م.إ.  وادي الغيران;0;120;مارث;39;نعم;10,165624;33,639045
قابس;م.إ. المجني;0;50;مارث;43;نعم;10,304511;33,532793
