"Code","Nom","Adresse","Gouvernorat","Délégation"
"1400","XXX","angle de la route mornaguia -sidi hassine angle des rues 4649 et 4657 -sidi hassine","TUNIS","COMMUNE SIDI HESSINE"
"1831","XXX","ROUTE DE ATTAR KM 7 - RUE 42800 N° 159","TUNIS","COMMUNE SIDI HESSINE"
"1892","XXX","ROUTE MC 39 - RUE 42590","TUNIS","COMMUNE SIDI HESSINE"
"1897","XXX","RUE 4883 - SIDI HASSINE","TUNIS","COMMUNE SIDI HESSINE"
"1989","XXX","rue omar el mokhtar rte régionale n°39 - SIDI ABDALLAH MAIOU","TUNIS","COMMUNE SIDI HESSINE"
"2158","XXX","ANGLE RUE JABRAN KHALIL JABRAN ET LA ROUTE NATIONALE N°5","TUNIS","COMMUNE SIDI HESSINE"
"2159","XXX","AVENUE 14 JANVIER 2011 N°151","TUNIS","COMMUNE SIDI HESSINE"
"2225","XXX","215 AV. DE L'ENVIRONNEMENT","TUNIS","COMMUNE SIDI HESSINE"
"2257","XXX","AVENUE 18 JANVIER 1952","TUNIS","COMMUNE SIDI HESSINE"
"2446","XXX","1 RUE 4657 JINANE ZITOUNE - SIDI HASSINE - TUNIS","TUNIS","COMMUNE SIDI HESSINE"
" 988","XXX","29 AVENUE DE LA LIBERTE","TUNIS","COMMUNE TUNIS"
" 989","XXX","AVENUE BELLEVUE N°58","TUNIS","COMMUNE TUNIS"
" 990","XXX","15 Avenue de Madrid 1006 Tunis","TUNIS","COMMUNE TUNIS"
" 991","XXX","14 Rue El Moez El Menzah","TUNIS","COMMUNE TUNIS"
" 992","XXX","2 Rue Omar Ibn Cheikh","TUNIS","COMMUNE TUNIS"
" 993","XXX","47 RUE EL MORKADH - TUNIS","TUNIS","COMMUNE TUNIS"
" 994","XXX","AVENUE HEDI NOUIRA N°46 - TUNIS BABA BHAR","TUNIS","COMMUNE TUNIS"
" 995","XXX","10 AVENUE TAHAR BEN ACHOUR Cité CNRPS El Manar II","TUNIS","COMMUNE TUNIS"
" 996","XXX","18, RUE ABDENNABI - EL MENZAH 1 - TUNIS","TUNIS","COMMUNE TUNIS"
" 997","XXX","38 RUE 6670 CITE IBN KHALDOUN","TUNIS","COMMUNE TUNIS"
" 999","XXX","42 Rue 8600 ZI Charguia","TUNIS","COMMUNE TUNIS"
"1001","XXX","Residence El Habib Les Berges du Lac","TUNIS","COMMUNE TUNIS"
"1002","XXX","10 RUE MOHAMED MELKI EL OMRANE","TUNIS","COMMUNE TUNIS"
"1003","XXX","AVENUE MOHEIDDIENE KLIBI N_53 --EL MANAR 2","TUNIS","COMMUNE TUNIS"
"1006","XXX","RUE ALI AYARI N_20- EL MENZEH 9A- TUNIS","TUNIS","COMMUNE TUNIS"
"1008","XXX","59 AVENUE TAIEB MHIRI","TUNIS","COMMUNE TUNIS"
"1009","XXX","50 rue sidi el bechir","TUNIS","COMMUNE TUNIS"
"1010","XXX","4 RUE JAMEL ABDENACEUR","TUNIS","COMMUNE TUNIS"
"1011","XXX","11 Rue Nicolas Beranger","TUNIS","COMMUNE TUNIS"
"1013","XXX","3 Place Mongi Bali","TUNIS","COMMUNE TUNIS"
"1014","XXX","Marché Kabaria Rue 10013","TUNIS","COMMUNE TUNIS"
"1015","XXX","43 AVENUE HABIB BOURGUIBA - COLISEE","TUNIS","COMMUNE TUNIS"
"1016","XXX","92 Avenue Louis Braille","TUNIS","COMMUNE TUNIS"
"1017","XXX","9,RUE D'ALGER TUNIS 1001","TUNIS","COMMUNE TUNIS"
"1019","XXX","55 Rue du Sahel Montfleury","TUNIS","COMMUNE TUNIS"
"1020","XXX","112 AVENUE LOUIS BRAILLE CITE KHADRA","TUNIS","COMMUNE TUNIS"
"1021","XXX","230 Rue Bab Saadoun","TUNIS","COMMUNE TUNIS"
"1022","XXX","2 Rue Mahrajène Belvedère","TUNIS","COMMUNE TUNIS"
"1023","XXX","34 Avenue de Paris","TUNIS","COMMUNE TUNIS"
"1024","XXX","42 Rue de la Sabkha","TUNIS","COMMUNE TUNIS"
"1025","XXX","26 Avenue Jean Jaurès","TUNIS","COMMUNE TUNIS"
"1026","XXX","110 Place Bab Souika","TUNIS","COMMUNE TUNIS"
"1029","XXX","espace makni rue tahar ben ammar menzeh 9","TUNIS","COMMUNE TUNIS"
"1030","XXX","74 RUE EL FAOUZ - CITE IBN KHALDOUN","TUNIS","COMMUNE TUNIS"
"1031","XXX","6 Avenue de la Liberté","TUNIS","COMMUNE TUNIS"
"1032","XXX","L'IIMMEUBLE ""PROMED BUILDING"" CENTRE URBAIN NORD - TUNIS","TUNIS","COMMUNE TUNIS"
"1033","XXX","11,RUE 10114 EL OUARDIA IV","TUNIS","COMMUNE TUNIS"
"1034","XXX","22 Rue Nelsen Mandella","TUNIS","COMMUNE TUNIS"
"1037","XXX","Immeuble SPRICR de l'Ariana","TUNIS","COMMUNE TUNIS"
"1038","XXX","Rue 4001 Cité Ezzouhour 3","TUNIS","COMMUNE TUNIS"
"1039","XXX","39 Place Halfaouine","TUNIS","COMMUNE TUNIS"
"1040","XXX","60 Avenue Bab Jedid","TUNIS","COMMUNE TUNIS"
"1041","XXX","Avenue El Hrairia","TUNIS","COMMUNE TUNIS"
"1042","XXX","131 Avenue Mustapha Khaznadar Mellassine","TUNIS","COMMUNE TUNIS"
"1046","XXX","AVENUE EL HARAIRIA N_39 - EZZOUHOUR 4","TUNIS","COMMUNE TUNIS"
"1047","XXX","14bis,AVENUE EL FAOUZ-CITE IBN KHALDOUN","TUNIS","COMMUNE TUNIS"
"1048","XXX","27 Avenue Abou Zakaria El Hafsi","TUNIS","COMMUNE TUNIS"
"1049","XXX","3 AVENUE DE CARTHAGE TUNIS","TUNIS","COMMUNE TUNIS"
"1050","XXX","8, BIS RUE MONGI SLIM TUNIS MEDINA","TUNIS","COMMUNE TUNIS"
"1051","XXX","23 Place de Leader","TUNIS","COMMUNE TUNIS"
"1053","XXX","15 Rue Ibn Nirzar Cité Ettahrir 2042","TUNIS","COMMUNE TUNIS"
"1054","XXX","Rue 4667 Maison de la Jeunesse Zahrouni","TUNIS","COMMUNE TUNIS"
"1055","XXX","COMPLEXE COMMERCIAL ""MIRMAR BUSINESS CITY"" B 03 -CENTRE URBAIN NORD","TUNIS","COMMUNE TUNIS"
"1057","XXX","3 Rue 10236 Km 5 Route de Zaghouan","TUNIS","COMMUNE TUNIS"
"1058","XXX","18 Rue Abou El Kassem Chebbi","TUNIS","COMMUNE TUNIS"
"1060","XXX","RUE DE ROME N° 18","TUNIS","COMMUNE TUNIS"
"1061","XXX","LOCAL N° 5 ET 9 - MARCHE MUNICIPAL RUE 7301 - EL MENZAH 9 -","TUNIS","COMMUNE TUNIS"
"1062","XXX","40 avenue de Ghana 1002 Tunis","TUNIS","COMMUNE TUNIS"
"1063","XXX","10 RUE D'ESPAGNE - TUNIS","TUNIS","COMMUNE TUNIS"
"1064","XXX","RUE DE SAHEL N_89 - MONFLEURY","TUNIS","COMMUNE TUNIS"
"1065","XXX","1 rue du lac léman - imm helal les berges du lac","TUNIS","COMMUNE TUNIS"
"1066","XXX","Route du Kef Oued Gueriana","TUNIS","COMMUNE TUNIS"
"1067","XXX","RUE 8300 IMMEUBLE LUXOR I MAGASIN N° 1 - MONPLAISIR","TUNIS","COMMUNE TUNIS"
"1068","XXX","16-18  AV. HABIB BOURGUIBA","TUNIS","COMMUNE TUNIS"
"1069","XXX","187 Bis Rue de la Kasba","TUNIS","COMMUNE TUNIS"
"1070","XXX","70 Rue 10800 Cité Ib Sina","TUNIS","COMMUNE TUNIS"
"1072","XXX","19 Avenue Hedi Chaker","TUNIS","COMMUNE TUNIS"
"1073","XXX","Rue 7175 Centre Phenicia","TUNIS","COMMUNE TUNIS"
"1074","XXX","54 Avenue Farhat Hached","TUNIS","COMMUNE TUNIS"
"1075","XXX","29, AVENUE TAIEB M'HIRI - TUNIS","TUNIS","COMMUNE TUNIS"
"1076","XXX","N°1 RUE DE TURKIE","TUNIS","COMMUNE TUNIS"
"1077","XXX","61 Rue 4602 Somrane","TUNIS","COMMUNE TUNIS"
"1078","XXX","55 AVENUE DE LA LIBERTE","TUNIS","COMMUNE TUNIS"
"1079","XXX","54 RUE EL JAZIRA","TUNIS","COMMUNE TUNIS"
"1081","XXX","117 Avenue de la Liberté","TUNIS","COMMUNE TUNIS"
"1082","XXX","3 Rue de Rome","TUNIS","COMMUNE TUNIS"
"1083","XXX","37 Avenue Chedly Kallala","TUNIS","COMMUNE TUNIS"
"1085","XXX","RUE SIDI BOUHDID N°32- EL HAFSIA","TUNIS","COMMUNE TUNIS"
"1087","XXX","immeuble le campus angle rue malga et rue 7151 el manar 1","TUNIS","COMMUNE TUNIS"
"1089","XXX","AVENUE MOHAMED ABDELWAHEB N 53 - JARDINS D'EL MENZAH - EL MANAR 1 - TUNIS","TUNIS","COMMUNE TUNIS"
"1090","XXX","RUE DU LAC COME 2 - RESIDENCE SIDI MANSOUR - LED BERGES DU LAC CITE EL KHADRA","TUNIS","COMMUNE TUNIS"
"1091","XXX","3 Rue casablanca Ras Tabia Cité Romana","TUNIS","COMMUNE TUNIS"
"1095","XXX","79,avenue habib bougatfa - el omrane tunis","TUNIS","COMMUNE TUNIS"
"1096","XXX","83 Avenue Farhat Hached","TUNIS","COMMUNE TUNIS"
"1097","XXX","2 résidence esplanade - lotissement el houda 2","TUNIS","COMMUNE TUNIS"
"1100","XXX","61 AVENUE LES Palmiers Zahrouni","TUNIS","COMMUNE TUNIS"
"1101","XXX","avenue abdelaziz el saoud n°36 - EL MANAR 2","TUNIS","COMMUNE TUNIS"
"1102","XXX","121 Avenue Jugurta Mutuelle-ville","TUNIS","COMMUNE TUNIS"
"1104","XXX","26 rue 6851 cité Etahrir Supérieur","TUNIS","COMMUNE TUNIS"
"1110","XXX","116 RUE 4128 - HRAIRIA 4","TUNIS","COMMUNE TUNIS"
"1111","XXX","16 Rue d'Athène - bab behar","TUNIS","COMMUNE TUNIS"
"1112","XXX","9 Rue Tahar Ben Ammar El Menzah IV","TUNIS","COMMUNE TUNIS"
"1114","XXX","centre commerciel el hidhab - manar 1","TUNIS","COMMUNE TUNIS"
"1116","XXX","75 Rue Bab El Khadra","TUNIS","COMMUNE TUNIS"
"1117","XXX","51 Avenue de Lyon Place Bab El Khadra","TUNIS","COMMUNE TUNIS"
"1118","XXX","49 Avenue 3 Août 1903","TUNIS","COMMUNE TUNIS"
"1119","XXX","Cité Intilaka Km 4 Route de Bizerte","TUNIS","COMMUNE TUNIS"
"1120","XXX","41 Boulevard Bechir Sfar","TUNIS","COMMUNE TUNIS"
"1123","XXX","93 RUE SABRA ET CHATILA - EZOUHOUR II .","TUNIS","COMMUNE TUNIS"
"1125","XXX","RUE 6320 N 26 - JBEL LAHMAR - CITE EZZAYATINE - EL OMRANE","TUNIS","COMMUNE TUNIS"
"1126","XXX","147 Avenue de Londres Tunis","TUNIS","COMMUNE TUNIS"
"1127","XXX","52 AVENUE DE MEDITERRANE RESIDENCE GHAMOUR - EL KABARIA - EL MOUROUJ 2 TUNIS","TUNIS","COMMUNE TUNIS"
"1128","XXX","87 RUE 9007 sidi fathallah","TUNIS","COMMUNE TUNIS"
"1129","XXX","REZ DE CHASSUEE - IMMEUBLE MALEK CENTRE - CENTRE URBAIN NORD","TUNIS","COMMUNE TUNIS"
"1130","XXX","03 RUE ABDALAH IBN ABBES - ENNAJAH- TUNIS","TUNIS","COMMUNE TUNIS"
"1131","XXX","AVENUE DE LA LIBERTE TUNIS","TUNIS","COMMUNE TUNIS"
"1132","XXX","144 Rue 9042","TUNIS","COMMUNE TUNIS"
"1133","XXX","24,AVENUE DE FRANCE TUNIS","TUNIS","COMMUNE TUNIS"
"1135","XXX","156 BAB SOUIKA TUNIS 1006","TUNIS","COMMUNE TUNIS"
"1136","XXX","AVENUE 10 DECEMBRE 1948 N°54 BIS - EL MENZEH 4","TUNIS","COMMUNE TUNIS"
"1137","XXX","27 RUE JAZIRA TUNIS","TUNIS","COMMUNE TUNIS"
"1138","XXX","10 Avenue Khaireddie Pacha","TUNIS","COMMUNE TUNIS"
"1139","XXX","27 Boulevard Bab Mnara","TUNIS","COMMUNE TUNIS"
"1140","XXX","73 Avenue de Londres","TUNIS","COMMUNE TUNIS"
"1141","XXX","11 RUE MAHRAJENE - CITE MAHRAJENE - TUNIS","TUNIS","COMMUNE TUNIS"
"1142","XXX","CENTRE URBAIN NORD - LOCAL N 1 - AVENUE ZOHRA FAIZA - CITE EL KHADRA -  TUNIS","TUNIS","COMMUNE TUNIS"
"1143","XXX","1 Rue 4001","TUNIS","COMMUNE TUNIS"
"1144","XXX","10 Rue d'angleterre","TUNIS","COMMUNE TUNIS"
"1146","XXX","RUE 10078 N 177 - EL OUARDIA 4 - EL KABARIA - TUNIS","TUNIS","COMMUNE TUNIS"
"1147","XXX","22 avenue alain savary","TUNIS","COMMUNE TUNIS"
"1148","XXX","Rue de Cherbourg Mutuelle-ville","TUNIS","COMMUNE TUNIS"
"1149","XXX","Rue 4300 Les Palmiers Zahrouni","TUNIS","COMMUNE TUNIS"
"1152","XXX","RESIDENCE ESSADAKA 1-BLOC A-ANGLE DE LA RUE N°130 ET LA RUE 62140","TUNIS","COMMUNE TUNIS"
"1153","XXX","88 Rue de Yougoslavie","TUNIS","COMMUNE TUNIS"
"1154","XXX","48 Tere Rue de Palèstine","TUNIS","COMMUNE TUNIS"
"1157","XXX","21 Bis Rue du 13 Août","TUNIS","COMMUNE TUNIS"
"1158","XXX","PLACE PASTEUR - BELVEDER TUNIS","TUNIS","COMMUNE TUNIS"
"1159","XXX","AVENUE LEAGUE ARABE BLOC E3 NORD HILTON TUNIS","TUNIS","COMMUNE TUNIS"
"1160","XXX","22 RUE JAAFER BARMAKI MUTUELLE VILLE EL MENZAH TUNIS","TUNIS","COMMUNE TUNIS"
"1161","XXX","35 RUE 6597 - CITE IBN KHALDOUN - TUNIS","TUNIS","COMMUNE TUNIS"
"1164","XXX","13,RUE ABOU ABDALLAH ESSOUFI CITE ETTAHRIR","TUNIS","COMMUNE TUNIS"
"1165","XXX","12 bis place BAB BNET","TUNIS","COMMUNE TUNIS"
"1166","XXX","25, RUE AZIZA OTHMANA","TUNIS","COMMUNE TUNIS"
"1167","XXX","85 Avenue du 15 Octobre Lacania","TUNIS","COMMUNE TUNIS"
"1169","XXX","84 Rue Bellevue","TUNIS","COMMUNE TUNIS"
"1171","XXX","44 Avenue Hédi Chaker","TUNIS","COMMUNE TUNIS"
"1173","XXX","17 Rue Bab Souika","TUNIS","COMMUNE TUNIS"
"1174","XXX","AVENUE ABDELAZIZ AL SAOUD IMMEUBLE BANQUE DU SUD EL MANAR II PRES KIOSQUE MOBIL","TUNIS","COMMUNE TUNIS"
"1175","XXX","Coliseé Soula El Manar II","TUNIS","COMMUNE TUNIS"
"1176","XXX","Avenue 9 Avril Immeuble Snit","TUNIS","COMMUNE TUNIS"
"1179","XXX","21 Avenue de Carthage","TUNIS","COMMUNE TUNIS"
"1180","XXX","42 Rue Sbikda","TUNIS","COMMUNE TUNIS"
"1181","XXX","9 Route de l'Armée Natioale","TUNIS","COMMUNE TUNIS"
"1182","XXX","14 AVENUE EL MENZAH - EL MENZAH 1","TUNIS","COMMUNE TUNIS"
"1183","XXX","2, rue de la jeunesse - cite el khadra","TUNIS","COMMUNE TUNIS"
"1185","XXX","Aeroport Tunis Carthage","TUNIS","COMMUNE TUNIS"
"1186","XXX","99 LOTISSEMENT BOUSSELMI RUE HOUCINE DAY - CITE DIAR BEN MAHMOUD - EL AGBA - TUNIS","TUNIS","COMMUNE TUNIS"
"1187","XXX","RUE DU LAC MALAREN - RESIDENCE KSAR KHALIJ - LES BERGES DU LAC","TUNIS","COMMUNE TUNIS"
"1188","XXX","RUE MOHAMED V N°83","TUNIS","COMMUNE TUNIS"
"1189","XXX","30 Avenue Ali Belhouane","TUNIS","COMMUNE TUNIS"
"1190","XXX","56 Bis Rue Houcine Bouzaienne","TUNIS","COMMUNE TUNIS"
"1192","XXX","COMPLEXE DELTA MEDICAL-  AVENUE HABIB CHATTI - EL MANAR 1","TUNIS","COMMUNE TUNIS"
"1195","XXX","Rue 6789","TUNIS","COMMUNE TUNIS"
"1199","XXX","Avenue Les Palmiers","TUNIS","COMMUNE TUNIS"
"1201","XXX","24 rue des oliviers","TUNIS","COMMUNE TUNIS"
"1203","XXX","44 Avenue Habib Bourguiba","TUNIS","COMMUNE TUNIS"
"1204","XXX","17 Avenue des Etats Unies","TUNIS","COMMUNE TUNIS"
"1205","XXX","Rue Rue Ben Hassine Jrad","TUNIS","COMMUNE TUNIS"
"1206","XXX","29 Avenue de Paris","TUNIS","COMMUNE TUNIS"
"1207","XXX","RUE HASSINE DAY N_187 BIS - DAY EL AGBA","TUNIS","COMMUNE TUNIS"
"1208","XXX","77,RUE SABRA ET CHATILA CITE EZZOUHOUR II TUNIS","TUNIS","COMMUNE TUNIS"
"1209","XXX","6 Rue Ibn Nasr","TUNIS","COMMUNE TUNIS"
"1211","XXX","Rue 8714 N°28 Ccité Olimpique","TUNIS","COMMUNE TUNIS"
"1213","XXX","20 Avenue Habib Thameur","TUNIS","COMMUNE TUNIS"
"1214","XXX","AVENUE TAHAR SFAR N_14 - EL MANAR 2 -TUNIS","TUNIS","COMMUNE TUNIS"
"1218","XXX","2 AVENUE TAHAR SFAR- EL MANAR II -TUNIS","TUNIS","COMMUNE TUNIS"
"1394","XXX","12 BOULEVARD DE LA MEDITERRANEE - EL KABARIA - EL MOUROUJ 2 - TUNIS","TUNIS","COMMUNE TUNIS"
"1404","XXX","27 rue tahar mejri cite ezzouhour V","TUNIS","COMMUNE TUNIS"
"1436","XXX","ROUTE DE BIZERTE -RESIDENCE ZARROUK","TUNIS","COMMUNE TUNIS"
"1437","XXX","angle rue du lac ladoga et rue lac turkana - les berges du lac","TUNIS","COMMUNE TUNIS"
"1444","XXX","CITE IBN SINA N°1 ,RUE 10656 N°17","TUNIS","COMMUNE TUNIS"
"1497","XXX","RUE N°8500 - CITE EL KHADRRA","TUNIS","COMMUNE TUNIS"
"1564","XXX","RUE DU LAC VICTORIA RESIDENCE BOUHAIRA LOCAL F 14 LES BERGES DU LAC","TUNIS","COMMUNE TUNIS"
"1591","XXX","28 AVENUE KHEIREDDINE PACHA","TUNIS","COMMUNE TUNIS"
"1668","XXX","RESIDENCE DES DEUX LACS, PASSAGE DU LAC INARI - LES BERGES DU LAC - (RCH) DE L'IMMEUBLE N°10 - MAGASIN N° 7 ET 8","TUNIS","COMMUNE TUNIS"
"1703","XXX","RESIDENCE LE JARDIN - RUE DU LAC CONSTANCE - LES BERGES DU LAC - TUNIS","TUNIS","COMMUNE TUNIS"
"1709","XXX","RUE MOHAMED CHENIK N°1 QUINTE - CITE EL KHADRA","TUNIS","COMMUNE TUNIS"
"1853","XXX","RUE DU JAPAN N°43 - IMMEUBLE DE SAF SAF - MONTPLAISIR","TUNIS","COMMUNE TUNIS"
"1942","XXX","RESIDENCE NOUR CITY - MAGASIN N°8 - CENTRE URBAIN NORD","TUNIS","COMMUNE TUNIS"
"2111","XXX","AVENUE CHARLES NICOLLE N_37","TUNIS","COMMUNE TUNIS"
"2188","XXX","ANGLE RUE SALAH JEBLA N°36 ET RUE 6013 - EL OMRANE SUPERIEUR","TUNIS","COMMUNE TUNIS"
"2297","XXX","IMMEUBLE CARTHAGE N C 02 - CENTRE URBAIN NORD - TUNIS","TUNIS","COMMUNE TUNIS"
"2477","XXX","25 RUE MOHAMED KARKOUB (RUE 7112 ANCIEN) - EL MANAR 3 - TUNIS","TUNIS","COMMUNE TUNIS"
"1004","XXX","5 Avenue Habib Bourguiba Cité Taïeb Mhiri El Aouina","TUNIS","LA GOULETTE"
"1071","XXX","3 rue roosvelt -la goulette","TUNIS","LA GOULETTE"
"1103","XXX","CENTRE COMMERCIAL  ""MEDICAL CENTER"" lac 2","TUNIS","LA GOULETTE"
"1106","XXX","REZ DE CHAUSSE DE L'IMM. ""NESMET EL BOUHAIRA"" CITE LES PINS - LES BERGES DU LAC","TUNIS","LA GOULETTE"
"1191","XXX","61,avenue habib bourguiba - la goulette","TUNIS","LA GOULETTE"
"1198","XXX","immeuble ""mimossa; bloc A n3 -  avenue de la bourse -les berges du lac 2 - la goulette - Tunis","TUNIS","LA GOULETTE"
"1216","XXX","46 Avenue Habib Bourguiba Cité Taïeb Mhiri","TUNIS","LA GOULETTE"
"2154","XXX","RESIDENCE DREAM N°D03 - RUE DES FEUILLES D4ERABLE - LAC 2","TUNIS","LA GOULETTE"
"2193","XXX","MAGASIN N°3 -RESIDENCE LAZORDI - AVENUE MONGI SLIM - LAOUINA","TUNIS","LA GOULETTE"
"2194","XXX","N°4 AVENUE MONGI SLIM - MAGASIN N°3 - RESIDENCE ""SOLTAN "" - CITE TAIEB MIHIRI - EL AOUINA","TUNIS","LA GOULETTE"
"2235","XXX","IMMEUBLE ROSALYS-LOCAL B6- AVENUE DE LA BOURSE-LES BERGES DE LAC","TUNIS","LA GOULETTE"
"2253","XXX","RESIDENCE ISMAIL N°2 - AVENUE MONGI SLIM","TUNIS","LA GOULETTE"
"2467","XXX","03 CENTRE EL AOUINA MEDICAL - AVENUE DE L'ENVIRONNEMENT - EL AOUINA - TUNIS","TUNIS","LA GOULETTE"
"2494","XXX","52 RUE KHALED IBN EL WALID - CITE TAIEB MHIRI - LAOUINA - LA GOULETTE","TUNIS","LA GOULETTE"
"1018","XXX","Rue 13 Août 1956","TUNIS","LA MARSA"
"1036","XXX","37 Avenue Taïeb Mhiri","TUNIS","LA MARSA"
"1044","XXX","5 Rue Abdelaziz Chtioui","TUNIS","LA MARSA"
"1052","XXX","104 ET 106 RUE HEDICHAKER - CITE ERRIADH- LA MARSA
","TUNIS","LA MARSA"
"1086","XXX","12 Rue Mohamed Ali lahoueche","TUNIS","LA MARSA"
"1092","XXX","64 bis avenue de l'environnement - Gammarth
","TUNIS","LA MARSA"
"1094","XXX","16 Avenue de l'Indépendance","TUNIS","LA MARSA"
"1099","XXX","15 BIS RUE EL MEKKI","TUNIS","LA MARSA"
"1105","XXX","30 Avenue Taïeb Mhiri","TUNIS","LA MARSA"
"1122","XXX","angle avenue habib bourguiba et rue cherif","TUNIS","LA MARSA"
"1155","XXX","LES JARDINS de la soukra(centre commerçial carrefour) -sidi daoued","TUNIS","LA MARSA"
"1168","XXX","Rue Fadhel ben Achour","TUNIS","LA MARSA"
"1210","XXX","3 PLACE 7 NOVEMBRE","TUNIS","LA MARSA"
"1212","XXX","AVENUE TAIEB M'HIRI N_60","TUNIS","LA MARSA"
"1409","XXX","RUE HEDI CHAKER CITE RIADH","TUNIS","LA MARSA"
"1430","XXX","2 rue imam mazri - sidi daoued","TUNIS","LA MARSA"
"1547","XXX","7 avenue de la republique","TUNIS","LA MARSA"
"1660","XXX","N°48 RUE IMAM IBN ARAFA - CITE ENNASR - LA MARSA","TUNIS","LA MARSA"
"1726","XXX","IMM. YASMINE - RESIDENCE EL HANA - RUE DU STADE","TUNIS","LA MARSA"
"1763","XXX","rue du koweit n° 60 - cité el erriadh","TUNIS","LA MARSA"
"2001","XXX","residence sabrina-cité el khalil- route ghammarth- bhar lazreg- la marsa","TUNIS","LA MARSA"
"2122","XXX","rue charles de gaulle - bhar lazreg","TUNIS","LA MARSA"
"2170","XXX","IMMEUBLE LES MIMOSAS N°7 - CITE LES MIMOSAS - ROUTE GAMMARTH","TUNIS","LA MARSA"
"2177","XXX","RUE EZZINE BEN ACHOUR ET LA RUE FADHEL BEN ACHOUR N°01","TUNIS","LA MARSA"
"2263","XXX","ANGLE AVENUE HEDI CHAKER ET RUE CHAHRAZED","TUNIS","LA MARSA"
"2438","XXX","AVENUE CHARLES DE GAULLE N 1 - LOCAL N 3 RDC- BHAR LAZRAG - LA MARSA","TUNIS","LA MARSA"
"2481","XXX","AVENUE CHARLES DE GAULLE - BHAR LAZREG - LA MARSA","TUNIS","LA MARSA"
" 998","XXX","1,RUE MUSTAPHA KHRAIEF 2000 LE BARDO","TUNIS","LE BARDO"
"1000","XXX","129 AVENUE  20 MARS - BARDO - TUNIS","TUNIS","LE BARDO"
"1005","XXX","1 Bis Fatouma Bourguiba","TUNIS","LE BARDO"
"1027","XXX","Immeuble star Immobilière Batiment VI Porte 11 Khaznadar","TUNIS","LE BARDO"
"1045","XXX","AVENUE TAIEB M'HIRI N 26 - LE BARDO","TUNIS","LE BARDO"
"1059","XXX","63 AV . HABIB BOURGUIBA","TUNIS","LE BARDO"
"1098","XXX","ANGLE AV.HABIB BOURGUIBA ET RUE MAARRAKECH N° 5 BIS","TUNIS","LE BARDO"
"1107","XXX","24 AVENUE MONGI SLIM - LE BARDO","TUNIS","LE BARDO"
"1109","XXX","1-2 CENTRE COMMERCIAL - KSAR SAID 2 - LE BARDO","TUNIS","LE BARDO"
"1113","XXX","AVENUE HABIB BOURGUIBA N°41","TUNIS","LE BARDO"
"1150","XXX","41 Avenue de l'Independace","TUNIS","LE BARDO"
"1156","XXX","62 Rue Bayrem Tousi","TUNIS","LE BARDO"
"1163","XXX","02 Avenue Habib Bourguiba","TUNIS","LE BARDO"
"1178","XXX","Avenue Habib Bougatfa","TUNIS","LE BARDO"
"1193","XXX","38 Rue Hédi Chaker","TUNIS","LE BARDO"
"1194","XXX","61, AVENUE 20 MARS","TUNIS","LE BARDO"
"1197","XXX","8 AVENUE MONGI SLIM","TUNIS","LE BARDO"
" 244","XXX","26 AVENUE TAIEB MHIRI BARDO TUNIS","TUNIS","LE BARDO"
"1395","XXX","36 RUE HABIB BOUGATFA BARDO 2000","TUNIS","LE BARDO"
"2464","XXX","37 AVENUE MONGI SLIM - LE BARDO","TUNIS","LE BARDO"
"1007","XXX","274 avenue habib bourguiba- le kram","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1012","XXX","177 avenue habib bourguiba","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1035","XXX","49 Avenue Farhat Hached Kram Ouest","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1043","XXX","RUE KHALED IBN EL WALID N_76 - AIN ZAGHOUAN NORD - LE KRAM - TUNIS","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1056","XXX","143 avenue habib bourguiba","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1084","XXX","16,rue riadh salambo","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1093","XXX","74,bis avenue farhat hached -kram ouest","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1151","XXX","29 Rue 5 Décembre 1952 Cité Yasmia Salambo","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1162","XXX","229,AVENUE HABIB BOURGUIBA LE KRAM","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1196","XXX","31,rue des martyres-le kram","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1200","XXX","23,avenue habib bourguiba-le kram","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
" 189","XXX","1 Bis Avenue Farhat Hached Kram Ouest","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1378","XXX","RUE OSMAN BAHRI AIN ZAGHOUAN EL BHIRA","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1632","XXX","RESIDENCE DIAR SOUKRA 1 - IMMEUBLE A3 N° 1 - AIN ZAGHOUAN- LE KRAM","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1664","XXX","RESIDENCE FATIMIDE - IMMEUBLE YASMINE 1 (A) N° 5 ET 6 , RUE KHALED IBN WALID - AIN ZAGHOUAN","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
