"Code","Nom","Adresse","Gouvernorat","Délégation"
"2434","XXX","12 AVENUE DE L'ENVIRONNEMENT - TABARKA - JENDOUBA","JENDOUBA","TABARKA"
"1629","XXX","avenue 7 novembre - cité bassatine - ain jloula - oueslatia - kairouan","KAIROUAN","AIN JLOULA"
" 410","XXX","AVENUE DE L'ENVIRONNEMENT","KAIROUAN","CHEBIKA"
"1827","XXX","02 avenue de la republique","KAIROUAN","CHEBIKA"
"1933","XXX","IMADAT ABIDA","KAIROUAN","CHEBIKA"
" 401","XXX","avenue 7 novembre - cherarda","KAIROUAN","CHERARDA"
" 412","XXX","AVENUE 7 NOVEMBRE","KAIROUAN","CHERARDA"
"1957","XXX","IMADAT CHERAYTIA SUD","KAIROUAN","CHERARDA"
" 432","XXX","AVENUE 7NOVEMBRE-EL ALA","KAIROUAN","EL ALA"
"1579","XXX","AVENUE 9 AVRIL  - EL ALA - KAIROUAN","KAIROUAN","EL ALA"
" 422","XXX","AVENUE DE LA REPUBLIQUE","KAIROUAN","HAFFOUZ"
"1565","XXX","AVENUE L'ERE NOUVELLE N°9","KAIROUAN","HAFFOUZ"
"1867","XXX","AVENUE L'ERE NOUVELLE","KAIROUAN","HAFFOUZ"
"1999","XXX","imadat el ain el bidha","KAIROUAN","HAFFOUZ"
" 391","XXX","RUE DE LA JEUNESSE HAJEB LAYOUNE","KAIROUAN","HAJEB ELAYOUN"
" 419","XXX","22 BIS,AVENUE 20 MARS HAJEB LAYOUN","KAIROUAN","HAJEB ELAYOUN"
" 395","XXX","AVENUE BEIT EL HEKMA KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 396","XXX","avenue touhami negra-face fesskiat el aghaliba- imadat jeblia nord - kairouan nord","KAIROUAN","KAIROUAN NORD"
" 400","XXX","AVENUE ABOU ZEMAA EL BALAOU KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 403","XXX","AVENUE ABOU ZEMAA EL BALAOUI KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 404","XXX","AVENUE MONGI SLIM ROUTE DE HAFFOUZ KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 405","XXX","AVENUE IBN EL JAZZAR KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 408","XXX","AVENUE HABIB BOURGUIBA","KAIROUAN","KAIROUAN NORD"
" 416","XXX","RUE IBRAHIM IBN EL AGHLABI KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 418","XXX","27,RUE MOEZ IBN BADISS KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 420","XXX","AVENUE ABOUZOMAA BALAOUI - KAIROUAN NORD","KAIROUAN","KAIROUAN NORD"
" 421","XXX","RTE EL OUESLATIA EL HAJEM KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 423","XXX","RUE MOUAAOUIA IBN HOUDAY KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 428","XXX","AVENUE ABOU ZEMAA EL BALAOUI N°98 KAIROUAN","KAIROUAN","KAIROUAN NORD"
" 430","XXX","AVENUE ABOU ZEMAA EL BALAOUI N°22 KAIROUAN","KAIROUAN","KAIROUAN NORD"
"1833","XXX","RUE AICHA OM EL MOUMININ","KAIROUAN","KAIROUAN NORD"
"1979","XXX","IMADAT EL BATEN","KAIROUAN","KAIROUAN NORD"
"2256","XXX","AVENUE DES NATIONS UNIES","KAIROUAN","KAIROUAN NORD"
"2376","XXX","AVENUE DE L'ENVIRONNEMENT - ROUTE DE OUESLATIA - KAIROUAN","KAIROUAN","KAIROUAN NORD"
"2447","XXX","AVENUE YAHIA BEN OMAR - EL AGHALIBA 1 - KAIROUAN NORD - KAIROUAN","KAIROUAN","KAIROUAN NORD"
"2461","XXX","AVENUE DE RUSSIE - ESSAHBI 4 - KAIROUAN NORD","KAIROUAN","KAIROUAN NORD"
"2499","XXX","RDC - IMMEUBLE EL MONCEF SIBRI - AVENUE HEDI CHAKER - ROUTE DE OUESLATIA - KAIROUAN NORD","KAIROUAN","KAIROUAN NORD"
" 394","XXX","ANGLE DE LA RUE 2 MARS 1934 ET ABOU YOSSER ECHIBANI KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 397","XXX","RUE TELEMSANE KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 398","XXX","AVENUE BEIT EL HEKMA  LA MANSOURA KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 399","XXX","16 CITE COMMERCIAL KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 407","XXX","AVENUE MONJI SELIM KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 413","XXX","AVENUE BEIT EL HKMA - KAIROUAN SUD","KAIROUAN","KAIROUAN SUD"
" 425","XXX","AVENUE TELMSEN KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 427","XXX","AVENUE BEIT EL HEKMA EL MANSOURA KAIROUAN","KAIROUAN","KAIROUAN SUD"
"1363","XXX","211 AVENUE BEIT EL HIKMA (EL MANSOURA) KAIROUAN","KAIROUAN","KAIROUAN SUD"
"1519","XXX","AVENUE MOHAMED IBN SAHNOUN","KAIROUAN","KAIROUAN SUD"
"1909","XXX","ANGLE AVENUE MONGI SLIM ET RUE DES NATIONS UNIES","KAIROUAN","KAIROUAN SUD"
"1967","XXX","IMADAT RAGADA KM5 - RP N°2","KAIROUAN","KAIROUAN SUD"
"2355","XXX","72 AVENUE YAHYA IBN OMAR - ROUTE HAFFOUZ - KAIROUAN","KAIROUAN","KAIROUAN SUD"
" 393","XXX","CITE EL MOEZ 3114 MENZEL MHIRI NASRALLAH","KAIROUAN","MENZEL MHIRI"
" 415","XXX","CITE COMMERCIALE OUESLATIA","KAIROUAN","OUESLATIA"
"1582","XXX","AVENUE TAIEB M'HIRI EN FACE MOSQUEE EL HIDAYA - OUESLATIA - KAIROUAN","KAIROUAN","OUESLATIA"
" 392","XXX","01 PLACE DU MARCHE MUNICIPAL - SBIKHA - KAIROUAN","KAIROUAN","SBIKHA"
" 402","XXX","AVENUE HABIB BOURGUIBA","KAIROUAN","SBIKHA"
" 414","XXX","RUE 18 JANVIER 1952 N°17","KAIROUAN","SBIKHA"
" 429","XXX","DAR JAMIAA SBIKHA KAIROUAN","KAIROUAN","SBIKHA"
"1990","XXX","AVENUE PRINCIPALE - IMADAT EL ALEM","KAIROUAN","SBIKHA"
" 424","XXX","PLACE 7 NOVEMBRE NASRALLAH","KAIROUAN","SIDI ALI BEN NASRALLAH"
"2133","XXX","imadat el mnara (face PTT)","KAIROUAN","SIDI ALI BEN NASRALLAH"
" 406","XXX","RUE OULED HAFOUZ SIDI AMOR BOUHAJLA","KAIROUAN","SIDI AMOR BOUHAJLA"
" 409","XXX","SOUK EL BALADI BOUHAJLA KAIROUAN","KAIROUAN","SIDI AMOR BOUHAJLA"
" 417","XXX","RUE OULED HAFFOUZ GP2 BOUHAJLA KAIROUAN","KAIROUAN","SIDI AMOR BOUHAJLA"
" 433","XXX","RUE KAID EL AJIMI BEN MABROUK BOUHAJLA 3180","KAIROUAN","SIDI AMOR BOUHAJLA"
"1944","XXX","BIR JEDID - IMADAT CHARAYTIA NORD","KAIROUAN","SIDI AMOR BOUHAJLA"
"2371","XXX","AVENUE FARHAT HACHED - BOUHAJLA - KAIROUAN","KAIROUAN","SIDI AMOR BOUHAJLA"
"1536","XXX","cite el intilaka - el ayoun","KASSERINE","EL AYOUN"
" 445","XXX","AVENUE ESSALLOUM CITE EZZOUHOUR","KASSERINE","EZZOUHOUR"
" 461","XXX","AVENUE ESSALLOUM N°9","KASSERINE","EZZOUHOUR"
"1730","XXX","AV. MONGI SLIM - EZZOUHOUR OUEST","KASSERINE","EZZOUHOUR"
" 437","XXX","AVENUE HABIB BOURGUIBA","KASSERINE","FERIANA"
" 447","XXX","AVENUE HABIB BOURGUIBA","KASSERINE","FERIANA"
"1449","XXX","AVENUE HABIB BOURGUIBA","KASSERINE","FERIANA"
"1864","XXX"," 7 NOVEMBRE - TALABIT","KASSERINE","FERIANA"
"2455","XXX","AVENUE HABIB BOURGUIBA - LAHOUECH - FERIANA - KASSERINE","KASSERINE","FERIANA"
"1371","XXX","CITE COMMERCIALE FOUSSANA","KASSERINE","FOUSSANA"
"1650","XXX","AVENUE 7 NOVEMBRE - FOUSSANA - KASSERINE","KASSERINE","FOUSSANA"
"1819","XXX","ROUTE PRINCIPALE N°17 - KHMOUDA","KASSERINE","FOUSSANA"
" 439","XXX","AVENUE 7 NOVEMBRE","KASSERINE","HAIDRA"
"1871","XXX","HASSI FRID","KASSERINE","HASSI FERID"
"1663","XXX","AVENUE DE L'ENVIRONNEMENT","KASSERINE","JEDLIANE"
" 438","XXX","4,RUE HEDI CHAKER","KASSERINE","KASSERINE NORD"
" 443","XXX","AVENUE 18 JANVIER N_14","KASSERINE","KASSERINE NORD"
" 450","XXX","RUE TAIEB MHIRI","KASSERINE","KASSERINE NORD"
" 451","XXX","119,AVENUE HABIB BOURGUIBA","KASSERINE","KASSERINE NORD"
" 452","XXX","47,AVENUE TAIEB MHIRI","KASSERINE","KASSERINE NORD"
" 453","XXX","RUE HOUCINE ZARROUK","KASSERINE","KASSERINE NORD"
" 454","XXX","57,RUE HOUCINE ZARROUK","KASSERINE","KASSERINE NORD"
" 455","XXX","41,AVENUE HOUCINE ZARROUK","KASSERINE","KASSERINE NORD"
" 457","XXX","314 AVENUE HABIB BOURGUIBA","KASSERINE","KASSERINE NORD"
" 459","XXX","11,AVENUE AIN EL KAIED CITE ENNOUR","KASSERINE","KASSERINE NORD"
"2034","XXX","AVNEUE 7 NOVEMBRE","KASSERINE","KASSERINE NORD"
"2335","XXX","AVENUE 14 JANVIER - KASSERINE NORD - KASSERINE","KASSERINE","KASSERINE NORD"
"2386","XXX","128 AVENUE 14 JANVIER 2011 - KASSERINE NORD - KASSERINE","KASSERINE","KASSERINE NORD"
"2416","XXX","RUE ALI BACH HAMBA - CITE EL MANAR - KASSERINE","KASSERINE","KASSERINE NORD"
"1466","XXX","ROUTE DE SBEITLA KM 7 - BOUZGUEM - KASSERINE SUD","KASSERINE","KASSERINE SUD"
" 435","XXX","MEJEL BEL ABBAS N° 22 AVENUE 7 NOVEMBRE","KASSERINE","MAJEL BEL ABBES"
"2046","XXX","AVENUE DE LA REPUBLIQUE","KASSERINE","MAJEL BEL ABBES"
" 441","XXX","RUE SAMMAMA - SBEITLA - KASSERINE","KASSERINE","SBEITLA"
" 442","XXX","AVENUE ALI BELHOUENE","KASSERINE","SBEITLA"
" 444","XXX","ANGLE AVENUE HABIB BOURGUIBA ET RUE HEDI CHAKER","KASSERINE","SBEITLA"
" 458","XXX","AVENUE TAIEB MHIRI","KASSERINE","SBEITLA"
"1997","XXX","rue lybie","KASSERINE","SBEITLA"
"2397","XXX","AVENUE FARHAT HACHED - SBEITLA - KASSERINE","KASSERINE","SBEITLA"
"2507","XXX","RUE DE DAMAS CITE MAAHED - SBEITLA","KASSERINE","SBEITLA"
" 436","XXX","AVENUE 7 NOVEMBRE SBIBA","KASSERINE","SBIBA"
" 448","XXX","AVENUE ABOU BAKER EL FOURATI No 1","KASSERINE","SBIBA"
"1397","XXX","ROUTE 7 NOVEMBRE 1987","KASSERINE","SBIBA"
" 440","XXX","AVENUE HABIB BOURGUIBA","KASSERINE","THALA"
" 456","XXX","AVENUE HABIB BOURGUIBA N°4","KASSERINE","THALA"
" 460","XXX","RUE DE LYBIE","KASSERINE","THALA"
" 465","XXX","PLACE  7 NOVEMBRE","KEBILI","DOUZ NORD"
" 467","XXX","31,AVENUE 7 NOVEMBRE","KEBILI","DOUZ NORD"
"1416","XXX","RUE DE LA LIBERTE- EL KALAA","KEBILI","DOUZ NORD"
" 466","XXX","AVENUE TAIEB MHIRI","KEBILI","DOUZ SUD"
" 473","XXX","13,RUE EL MAGHREB EL ARABI-DOUZ","KEBILI","DOUZ SUD"
" 290","XXX","avene de l'environnement","KEBILI","FAOUAR"
"2108","XXX","AVENUE EL HOUDA - IMADAT EL GHRIB","KEBILI","FAOUAR"
" 463","XXX","CITE COMMERCIALE PLACE 7 NOVEMBRE","KEBILI","KEBILI NORD"
" 468","XXX","ANGLE HABIB BOURGUIBA ET TAHAR HADDAD","KEBILI","KEBILI NORD"
" 470","XXX","AVENUE 7 NOVEMBRE ROUTE DE GABES KEBILI","KEBILI","KEBILI NORD"
"1513","XXX","AVENUE DES MARTYRS","KEBILI","KEBILI NORD"
" 464","XXX","PLACE DE L'INDEPENDANCE","KEBILI","KEBILI SUD"
" 471","XXX","AVENUE ENNASR","KEBILI","KEBILI SUD"
"1798","XXX","avenue de l'environement - jemna","KEBILI","KEBILI SUD"
"2332","XXX","CENTRE COMMERCIALE DU SOUK - BLIDET - BECHELI - JERSIN - KEBILI SUD - KEBILI","KEBILI","KEBILI SUD"
"2289","XXX","RJIM MAATOUG - KEBILI","KEBILI","RJIM MAATOUG"
" 469","XXX","GP 16","KEBILI","SOUK LAHAD"
" 472","XXX","AVENUE HABIB BOURGUIBA","KEBILI","SOUK LAHAD"
" 481","XXX","21,PLACE DE L'INDEPENDANCE DAHMANI","LE KEF","DAHMANI"
" 485","XXX","112,AVENUE HABIB BOURGUIBA DAHMANI LE KEF","LE KEF","DAHMANI"
"2049","XXX","ZOUARINE GARE - ZOUARINE - DAHMANI - LE KEF","LE KEF","DAHMANI"
" 496","XXX","CENTRE VILLE JERISSA","LE KEF","JERISSA"
" 474","XXX","KLAA KHASBA LE KEF","LE KEF","KALAAT KHASBA"
" 475","XXX","25,AVENUE DE L'UNION KALAAT SENANE LE KEF","LE KEF","KALAAT SENANE"
"1496","XXX","AVENUE HABIB BOURGUIBA N°129","LE KEF","KALAAT SENANE"
" 491","XXX","RUE ABDALLAH BEN JAAFAR -EL KSOUR","LE KEF","KSOUR"
" 479","XXX","rue 8 juillet 1884","LE KEF","LE KEF EST"
" 482","XXX","AVENUE MONGI SLIM IMMEUBLE Dr BARBOUCH NOURA LE KEF","LE KEF","LE KEF EST"
" 483","XXX","RUE HEDI CHAKER(IMMEUBLE SADOK KHENISSI) LE KEF","LE KEF","LE KEF EST"
" 484","XXX","11BIS, AVENUE MONGI SLIM LE KEF","LE KEF","LE KEF EST"
" 487","XXX","3,RUE MONGI SLIM LE KEF","LE KEF","LE KEF EST"
" 495","XXX","22,AVENUE HABIB THAMEUR LE KEF","LE KEF","LE KEF EST"
" 497","XXX","23 AVENUE HABIB BOURGUIBA LE KEF","LE KEF","LE KEF EST"
"1926","XXX","CITE AMMAR AYARI - BARNOUSSA - IMADAT ZAAFRANE","LE KEF","LE KEF EST"
"2485","XXX","IMMEUBLE EYA CITE AIN MNEKH - KEF EST","LE KEF","LE KEF EST"
" 490","XXX","2,CITE JARDIN BARNOUSSA LE KEF","LE KEF","LE KEF OUEST"
"1826","XXX","AVENUE DE LA LIBERTE - CITE BASSATINE","LE KEF","LE KEF OUEST"
"1906","XXX","CITE SOUANI LANEB N°72 - IMADAT RMAL NORD","LE KEF","LE KEF OUEST"
"1374","XXX","AVENUE DE L'ENVIRONNEMENT EN FACE DE LA GARDE NATIONALE","LE KEF","NEBEUR"
"1844","XXX","AVENUE DE L'ENVIRONNEMENT N°6 BIS","LE KEF","NEBEUR"
"2503","XXX","BORJ EL AIFA - FACE ROUTE NATIONALE - MUNICIPALITE BOHRA - NEBEUR - LE KEF","LE KEF","NEBEUR"
" 478","XXX","PHARMACIE DE SAKIET SIDI YOUSSEF","LE KEF","SAKIET SIDI YOUSSEF"
" 480","XXX","SERS LE KEF","LE KEF","SERS"
" 486","XXX","03 AVENUE HEDI CHAKER 7180","LE KEF","SERS"
"1364","XXX","RUE HEDI CHAKER N°7","LE KEF","SERS"
" 476","XXX","AVENUE HABIB BOURGUIBA TAJEROUINE","LE KEF","TAJEROUINE"
" 477","XXX","13,AVENUE HABIB BOURGUIBA TAJEROUINE","LE KEF","TAJEROUINE"
" 492","XXX","46,AVENUE HABIB BOURGUIBA TEJEROUINE","LE KEF","TAJEROUINE"
" 498","XXX","AV. H. BOURGUIBA LIMITE NORD STAR SUD RUE ESSOUF TAJEROUINE","LE KEF","TAJEROUINE"
"1953","XXX","AVENUE 7 NOVEMBRE - TOUIREF","LE KEF","TOUIREF"
" 523","XXX","CITE COMMERCIALE KERKER","MAHDIA","BOUMERDAS"
" 530","XXX","AVENUE FARHAT HACHED","MAHDIA","BOUMERDAS"
"2016","XXX","route principale n° 1 sousse sfax - imadat bouhlel ali el kebli","MAHDIA","BOUMERDAS"
" 521","XXX","BRADAA","MAHDIA","BRADAA"
"1973","XXX","route bradaa- aouled jaballah-imadat rcharcha-ksour essaf","MAHDIA","BRADAA"
" 500","XXX","AVENUE HEDI CHAKER","MAHDIA","CHEBBA"
" 526","XXX","AVENUE HABIB BOURGUIBA","MAHDIA","CHEBBA"
"1870","XXX","CITE DE L'ECOLE - IMADAT GHADHABNA","MAHDIA","CHEBBA"
"2372","XXX","CITE COMMERCIALE - CHEBBA MAHDIA","MAHDIA","CHEBBA"
" 508","XXX","136, AVENUE HABIB BOURGUIBA","MAHDIA","CHORBANE"
"1772","XXX","ghouacem el gharbia (naffetia) - chorbane","MAHDIA","CHORBANE"
"2069","XXX","IMADAT OUELD HANNACHI","MAHDIA","CHORBANE"
" 505","XXX","ANGLE RUE FADHEL BEN ACHOUR ET RUE HEDI CHAKER EL JEM","MAHDIA","EL JEM"
" 518","XXX","PLACE DE L'INDEPENDANCE s'ouvrant sur l'avenir hedi chaker - el jem - mahdia","MAHDIA","EL JEM"
" 520","XXX","9,AVENUE FARHAT HACHED","MAHDIA","EL JEM"
" 525","XXX","AVENUE TAIEB MHIRI","MAHDIA","EL JEM"
"1523","XXX","avenue hedi chaker","MAHDIA","EL JEM"
"2196","XXX","COMMUNE TALELSA","MAHDIA","EL JEM"
"2402","XXX","AVENUE MONGI SLIM - FACE STATION TOTAL - EL JEM - MAHDIA","MAHDIA","EL JEM"
" 512","XXX","AVENUE 7 NOVEMBRE SOUK HBIRA","MAHDIA","HBIRA"
" 504","XXX","AVENUE HABIB THAMEUR N°220","MAHDIA","KSOUR ESSAF"
" 509","XXX","91,AVENUE HABIB BOURGUIBA","MAHDIA","KSOUR ESSAF"
" 531","XXX","AVENUE FARHAT HACHED","MAHDIA","KSOUR ESSAF"
"2398","XXX","10 ROUTE SFAX - KSOUR ESSAF - MAHDIA","MAHDIA","KSOUR ESSAF"
" 501","XXX","675 AVENUE HABIB BOURGUIBA - HIBOUN MAHDIA","MAHDIA","MAHDIA"
" 507","XXX","ROUTE DETUNIS_CHIBA","MAHDIA","MAHDIA"
" 510","XXX","immeuble el rahhmma - zone touristique","MAHDIA","MAHDIA"
" 511","XXX","3,AVENUE HABIB BOURGUIBA","MAHDIA","MAHDIA"
" 517","XXX","AVENUE RECHID SFAR N°132","MAHDIA","MAHDIA"
" 519","XXX","AVENUE HABIB BOURGUIBA","MAHDIA","MAHDIA"
" 522","XXX","AVENUE ALI BELHOUENE MAHDIA","MAHDIA","MAHDIA"
" 527","XXX","MARCHE MUNICIPAL","MAHDIA","MAHDIA"
" 528","XXX","65 AVENUE HABIB BOURGUIBA","MAHDIA","MAHDIA"
"2255","XXX","ROUTE BOUMERDES - COMMUNE HKAIMA","MAHDIA","MAHDIA"
"2412","XXX","RUE IBN EL JAZZAR - EN FACE DU CAFE LE COIN VERT - MAHDIA","MAHDIA","MAHDIA"
"2515","XXX","AVENUE DE LA REPUBLIQUE - EZZAHRA - MAHDIA","MAHDIA","MAHDIA"
"1460","XXX","avenue habib bourguiba n°30","MAHDIA","MELLOULECHE"
"1938","XXX","IMADAT EL AITHA","MAHDIA","MELLOULECHE"
"1889","XXX","OULED BOUZID - IMADAT LAAJILETTE","MAHDIA","OULED CHAMEKH"
"2462","XXX","AVENUE HABIB BOURGUIBA - OULED CHAMEKH","MAHDIA","OULED CHAMEKH"
" 502","XXX","117,AVENUE HABIB BOURGUIBA - REJICHE","MAHDIA","REJICHE"
"2490","XXX","234 AVENUE HABIB BOURGUIBA - REJICHE - MAHDIA","MAHDIA","REJICHE"
" 513","XXX","7,AVENUE HABIB BOURGUIBA","MAHDIA","SIDI ALOUANE"
"1791","XXX","PLACE DE L'INDEPENDANCE","MAHDIA","SIDI ALOUANE"
"1859","XXX","IMADAT ESSAADA","MAHDIA","SIDI ALOUANE"
"2504","XXX","CITE CHWABIA - COMMUNE ZALBA - SIDI ALOUANE","MAHDIA","SIDI ALOUANE"
" 514","XXX","PLACE DU MARCHE","MAHDIA","SOUASSI"
" 516","XXX","AVENUE HABIB BOURGUIBA (ROUTE DE CHORBANE)","MAHDIA","SOUASSI"
" 529","XXX","AVENUE DE LA REPUBLIQUE","MAHDIA","SOUASSI"
"1525","XXX","AVENUE HABIB BOURGUIBA N° 85","MAHDIA","SOUASSI"
"1865","XXX","IMADAT SIDI ZID","MAHDIA","SOUASSI"
"1875","XXX","imadat ksesba - route souassi","MAHDIA","SOUASSI"
"  21","XXX","BORJ EL AMRI","MANOUBA","BORJ EL AMRI"
"1651","XXX","avenue de république n° 2 - borj el amri","MANOUBA","BORJ EL AMRI"
"1925","XXX","ROUTE MEJEZ EL BAB - IMADAT MSAADDINE","MANOUBA","BORJ EL AMRI"
"  14","XXX","RTE DE MATEUR KM 8 CITE KHALED IBN EL OUALID","MANOUBA","DOUAR HICHER"
"  25","XXX","RUE KHALED IBN EL OUALID","MANOUBA","DOUAR HICHER"
"  29","XXX","AVENUE KHALED IBN EL OUALID","MANOUBA","DOUAR HICHER"
"  33","XXX","AVENUE ABOU EL KACEM ECHEBI N° 334 DOUAR HICHER","MANOUBA","DOUAR HICHER"
"  76","XXX","AVENUE KHALED IBN WALID","MANOUBA","DOUAR HICHER"
"  95","XXX","RTE DE MATEUR KM 6","MANOUBA","DOUAR HICHER"
" 154","XXX","ANGLE DES MARTYRS ET RUE BEKALTA N°82 DOUAR HICHER","MANOUBA","DOUAR HICHER"
"1484","XXX","622 RUE N° 7414 AVENUE KHALED IBN el WALID","MANOUBA","DOUAR HICHER"
"1697","XXX","av.des martyres n° 31","MANOUBA","DOUAR HICHER"
"2028","XXX","IMMEUBLE ARFAOUI- AVENUE KHALED IBN EL WALID","MANOUBA","DOUAR HICHER"
"2518","XXX","152 AVENUE DES MARTYRS - DOUAR HICHER - MANOUBA","MANOUBA","DOUAR HICHER"
"  90","XXX","ROUTE BORJ EL AMRI EL BATHAN","MANOUBA","EL BATTAN"
"2484","XXX","85 RUE DE LA REVOLUTION - EL BATTAN - MANOUBA","MANOUBA","EL BATTAN"
"   9","XXX","avenue habib bourguiba","MANOUBA","JEDEIDA"
"  17","XXX","59, AVENUE HABIB BOURGUIBA","MANOUBA","JEDEIDA"
"  74","XXX","av babibi bourguiba","MANOUBA","JEDEIDA"
"  89","XXX","8 BIS AVENUE HABIB BOURGUIBA","MANOUBA","JEDEIDA"
"  97","XXX","ROUTE BATTAN","MANOUBA","JEDEIDA"
"2050","XXX","CITE ENNAJET - ROUTE EL BATTAN","MANOUBA","JEDEIDA"
"  19","XXX","AVENUE HEDI CHAKER No 6","MANOUBA","MANOUBA"
"  34","XXX","IMMEU IBN KHALDOUNE - MAGASIN N°5","MANOUBA","MANOUBA"
"  37","XXX","GP6 N°55 CITE DE LA POLICE","MANOUBA","MANOUBA"
"  38","XXX","63 AVENUE HABIB BOURGUIBA","MANOUBA","MANOUBA"
"  42","XXX","avenue de l'independance n 05- den den","MANOUBA","MANOUBA"
"  48","XXX","AVENUE DE L'INDEPENDANCE DEN_DEN MANOUBA","MANOUBA","MANOUBA"
"  61","XXX","AVENUE HABIB BOURGUIBA","MANOUBA","MANOUBA"
"  77","XXX","1, ANGLE AVENUE DE L'INDEPENDANCE ET RUE TANNERIE DEN DEN","MANOUBA","MANOUBA"
"  81","XXX","17,AVENUE DE L'INDEPENDANCE DEN DEN","MANOUBA","MANOUBA"
"  84","XXX","5,RUE DU LIEGE DEN DEN","MANOUBA","MANOUBA"
"  93","XXX","COMPLEX ESSAIDA MAGASIN N°5 CITE SPROLS","MANOUBA","MANOUBA"
"1637","XXX","ANGLE AVENUE DE L'UNION DU MAGREB ARABE ET RUE PALESTINE - MANOUBA CENTRE- MANOUBA","MANOUBA","MANOUBA"
"1955","XXX","RESIDENCE DES ORANGES N°11 -12 DE L'AVENUE DES ORANGERS","MANOUBA","MANOUBA"
"2058","XXX","CENTRE MEDICAL MANOUBA AVENUE 2 MARS 1934","MANOUBA","MANOUBA"
"2119","XXX","rue ibn abidhief - nour Údical -den den","MANOUBA","MANOUBA"
"2291","XXX","02, AVENUE KSAR SAID - DENDEN","MANOUBA","MANOUBA"
"2433","XXX","RESIDENCE BADR BLOC C04 - RUE IBN ABI DHIEF - LA MANOUBA","MANOUBA","MANOUBA"
"2448","XXX","70 RESIDENCE NARJESS BLOC D - CITE EL AMEL - LA MANOUBA","MANOUBA","MANOUBA"
"   5","XXX","11 AVENUE HABIB BOURGUIBA CITE 20 MARS","MANOUBA","MORNAGUIA"
"  40","XXX","AVENUE HABIB BOURGUIBA","MANOUBA","MORNAGUIA"
"1581","XXX","71 AVENUE HABIB BOURGUIBA - MORNAGUIA - LA MANOUBA","MANOUBA","MORNAGUIA"
"1635","XXX","28 AVENUE HABIB BOURGUIBA - MORNAGUIA - LA MANOUBA","MANOUBA","MORNAGUIA"
"1923","XXX","AVENUE 20 MARS N°122 - IMADAT EL FEJJA","MANOUBA","MORNAGUIA"
"2223","XXX","MORNAGUIA","MANOUBA","MORNAGUIA"
"  16","XXX","ROUTE DE MATEUR KM 17 SAIDA","MANOUBA","OUED ELLIL"
"  22","XXX","ROUTE DE CHEBAOU","MANOUBA","OUED ELLIL"
"  23","XXX","AVENUE 7 NOVEMBRE","MANOUBA","OUED ELLIL"
"  51","XXX","OUED ELLIL","MANOUBA","OUED ELLIL"
"  55","XXX","2 AVENUE HABIB BOURGUIBA - OUED ELLIL - LA MANOUBA","MANOUBA","OUED ELLIL"
"  94","XXX","ROUTE DE CHIBAOU","MANOUBA","OUED ELLIL"
"1217","XXX","AVENUE HABIB BOURGUIBA CX CMMERCIAL ROUTE DE MATEUR KM 10","MANOUBA","OUED ELLIL"
"2045","XXX","AVENUE DE L'INDEPENDANCE","MANOUBA","OUED ELLIL"
"2214","XXX","AV. DE L'INDEPENDANCE N°10-CHEBBAOU","MANOUBA","OUED ELLIL"
"2354","XXX","32 AVENUE DE L'INDEPENDANCE - CHEBBAOU - OUED ELLIL - LA MANOUBA","MANOUBA","OUED ELLIL"
"  24","XXX","N°22 RUE DE LA GARE","MANOUBA","TEBOURBA"
"  56","XXX","AVENUE MONGI SLIM","MANOUBA","TEBOURBA"
"  60","XXX","AVENUE HABIB BOURGUIBA","MANOUBA","TEBOURBA"
"  92","XXX","AVENUE DU 7 NOVEMBRE","MANOUBA","TEBOURBA"
"1376","XXX","AVENUE DE L'ENVIRONNEMENT ROUTE MC N°55 BORJ TOUMI TEBOURBA","MANOUBA","TEBOURBA"
"2153","XXX","17 AVENUE HABIB BOURGUIBA","MANOUBA","TEBOURBA"
"2431","XXX","ROUTE CHOUIGUI - TEBOURBA - MANOUBA","MANOUBA","TEBOURBA"
" 534","XXX","RUE HEDI GRISSIAA","MEDENINE","BEN GUERDANE"
" 537","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","BEN GUERDANE"
" 539","XXX","BEN GUERDENE","MEDENINE","BEN GUERDANE"
" 576","XXX","6,AVENUE DE TUNIS","MEDENINE","BEN GUERDANE"
" 585","XXX","31,AVENUE EL MARSA_ KSIBA","MEDENINE","BEN GUERDANE"
" 588","XXX","ROUTE RAS JDIR CITE 7 NOVEMBRE BENGUERDENE","MEDENINE","BEN GUERDANE"
"1360","XXX","ROUTE DE MEDENINE BEN GUERDANE","MEDENINE","BEN GUERDANE"
