date,num,endroit_a,endroit_f,nom_artiste_a,nom_artiste_f,titre,prix
13/03/2015,68,,,عبد الحميد الحجام,,Femme allongée,7000
13/03/2015,69,,,لطفي الارنؤوط,,Polygones étoiles en bleu,10000
13/03/2015,70,,,عبد المجيد عياد,,mes empreintes digitales,4000
13/03/2015,71,,,مهدي قربعة,,بدون عنوان,3500
13/03/2015,72,,,بنور مشفر,,باب المدينة,1500
13/03/2015,73,,,سليم القمري,,Variation autour d' Adam et Eve (4),1600
13/03/2015,74,,,سماح نصر الله,,عقد,2200
13/03/2015,75,,,محمد البعتي,,peche nocturne,4800
13/03/2015,76,,,عبد الوهاب الشارني,,غيمة صفراء على اريكة حمراء,4000
13/03/2015,77,,,علي الزنايدي,,les fiancés 2009,5000
13/03/2015,78,,,انيس الميلي,,Cercle,1000
13/03/2015,79,,,حبيبة الوسلاتي,,Exaltation,400
13/03/2015,80,,,رضا المهذبي,,تركيب,3500
13/03/2015,81,,,الهام السباعي,,وجه,2500
13/03/2015,82,,,علي رضا,,La tete,4500
13/03/2015,83,,,ايمان السويسي,,Les fleurs du mal,2000
13/03/2015,84,,,محمد شلبي,,Matin et soir (dip),5000
13/03/2015,85,,,اروى بن اسماعيل,,بدون عنوان,3000
13/03/2015,86,,,اسيا عروس,,S T (dip),2000
13/03/2015,87,,,نيصاف شكوندالي,,posture,350
13/03/2015,88,دار الجمعيات العاشورية,,منير بن موسى ,,بدون عنوان,5000
13/03/2015,89,قصر خير الدين,,حياة القاسمي,,Evasion,5000
13/03/2015,90,,,خميس ناجي,,la violoniste,4000
13/03/2015,91,,,خليل قويعة,,عبق الارض,4000
13/03/2015,92,,,علي البرقاوي,,بدون عنوان,4000
13/03/2015,93,,,طارق السويسي,,Délire,5000
13/03/2015,94,,,نعمان قمش,,femme pasage,4000
13/03/2015,95,,,عيسى قويرح,,انفراج,2500
13/03/2015,96,,,رؤوف قارة,,fuminosité,3000
13/03/2015,97,,,كنزة مراكشي,,la fugue,1000
13/03/2015,98,,,محسن خلف,,أثر,1200
13/03/2015,99,,,ماهر الطرابلسي,,الوحدة,5700
13/03/2015,100,,,سناء المحفوظي,,Evaporée,1600
13/03/2015,101,,,حنان قرعة,,بدون عنوان,2200
13/03/2015,102,,,محمد المالكي,,وشم المدينة,6500
13/03/2015,103,,,زياد بن سلامة,,Mes poupées,2000
13/03/2015,104,,,ناجي الثابتي,,فضاء العلامات,5600
13/03/2015,105,,,سامي الساحلي,,Hymne de la paaix,5000
13/03/2015,106,,,دنيا مديمغ,,Sous  la pluie,450
13/03/2015,107,,,عبد المجيد بن مسعود,,En avant,8000
13/03/2015,108,,,حنان قطاطة,,مونولوج,800
13/03/2015,109,,,ربيعة رينش,,انبثاق وردي,3000
13/03/2015,110,,,وليد الزواري,,بدون عنوان,7000
13/03/2015,111,,,لندة عبد اللطيف,,Emergence et multiplication(7 p),5000
13/03/2015,112,,,فوزية الهيشري,,"Luxe ,calme et volupté",3500
13/03/2015,113,,,سعاد المهبولي,,la substance de l' existence,3000
13/03/2015,114,,,محمد فنينة,,Apocalypse,2500
13/03/2015,115,,,محمد بوعزيز ,,Mouvement de l' esprit,4700
13/03/2015,116,,,سارة بن عطية ,,Dans les bras d' un ange(trip),5000
19/03/2015,117,رواق حشاد,,عمار  العلوش,,le passé s y futurisera,3400
19/03/2015,118,,,فاضل غديرة,,nature morte,3100
19/03/2015,119,,,عبد الملك العلاني,,soufi alisme,5500
19/03/2015,120,,,خالد التركي,,l' ERRANCE,6000
19/03/2015,121,,,عمر بن محمود,,Glaneuse,2200
19/03/2015,122,دار الكتب الوطنية,,سليمة القروي,,persona (4p),1600
19/03/2015,123,,,سليمان الكامل,,spectacle,3800
19/03/2015,124,,,Renata dlimi,,بدون عنوان,800
19/03/2015,125,,,رشيدة عمارة,,Taht essour,5000
19/03/2015,126,,,نورة مزوغي,,Actrices (18p),1260
19/03/2015,127,رواق كاليستي,,حسن الصوفي,,coupe aux grenades,6000
19/03/2015,128,رواق روبتزوف,,محمد بن سلطان,,L' amour,1000
19/03/2015,129,,,عثمان الطالب,,Woods,1800
19/03/2015,130,,,نجاح زربوط,,Inkbugs,1300
19/03/2015,131,رواق صلدان,,محمد الزواري,,Femmes et colombes,2400
19/03/2015,132,قصر العبدلية,,فاتح بن عامر,,خلخلة,1400
19/03/2015,133,,,ايناس بو عزيز,,Rythme,3600
19/03/2015,134,,,يسر الجموسي,,بدون عنوان (2p),6000
19/03/2015,135,,,وسام غرس االله,,Feuilleton (dip),4800
19/03/2015,136,,,نزار مقديش,,بدون عنوان,3200
19/03/2015,137,,,محمد بو عزيز,,كتابات و علامات,4500
19/03/2015,138,,,اميرة امطيمط,,L'autre c' est moi,1500
19/03/2015,139,,,لبنى عبد المولا البقلوطي,,Hommage,1200
19/03/2015,140,,,امان الله بن ميلاد,,Drapé visible du spectre,4000
19/03/2015,141,,,الهادي خذير,,بدون عنوان,1800
19/03/2015,142,,,حنان مقديش,,بدون عنوان,2200
19/03/2015,143,,,هيفاء التكوتي,,بدون عنوان,2000
19/03/2015,144,,,نسرين التومي,,بدون عنوان,2400
19/03/2015,145,,,بسمة بن يحيى,,Nostalgie,3500
19/03/2015,146,,,وليد بن لكحل,,Contemplation,3200
19/03/2015,147,,,آمنة الجلاصي,,Rakou (dip),500
19/03/2015,148,,,وليد القيزاني,,قط,1200
19/03/2015,149,,,محرز اللوز ,,دموع,4600
26/03/2015,150,رواق التياترو,,رمزي سواني,,RAI,1800
26/03/2015,151,رواق القرماسي,,سمير الفيتوري,,Blessure,4000
27/03/2015,152,المركب الثقافي نيابوليس,,رياض بالحاج أحمد,,صرخة,2300
27/03/2015,153,,,ايمان دوزي,,ركام,800
02/04/2015,154,رواق الفن الجميل,,وليد شقواي,, Meditation(dip),600
02/04/2015,155,المكتبة المعلوماتية باريانة,,سميرة الخلفي,,people ( trip),500
02/04/2015,156,رواق الفنون ببن عروس,,ملاك الكوكي,,رجال طائرون ( ثلاثية) ,900
02/04/2015,157,رواق الدامة,,ليلى بن جباس,,jeu de chevaux,450
08/04/2015,158,دار الفنون,,بو جمعة بالعيفة,,Requiem pour un martyre (dip),4500
08/04/2015,159,رواق صلدان,,هندة العبيدي,,Musique,750
08/04/2015,160,رواق حشاد,,سمير مخلوف,,la Vieille,2800
08/04/2015,161,,,علي فاخت,,Couleur et coulure,3400
08/04/2015,162,,,هاجر جابر,,Cercle d’amour,2600
08/04/2015,163,رواق سامية عاشور ,,مهى حلواني,,Musique dans l’air,2400
08/04/2015,164,,,امال بن حسين,,Les danseuses,5500
10/04/2015,165,قاعة الحليوي بالقروان,,خليل بعزاوي,,composition,800
10/04/2015,166,,,خولة بن فرحات,,تكامل,1000
10/04/2015,167,,,ربيعة مخطومي,,اللاشكل (رباعية),1800
10/04/2015,168,,,مدين حريزي,,احتراق (رباعية),1800
10/04/2015,169,,,زياد رمضاني,,ثورة,1200
10/04/2015,170,,,رباب خليفي,,تانيب ( سباعية ),2500
10/04/2015,171,,,الهاشمي السعيدي,,بدون عنوان,1000
10/04/2015,172,,,سناء بوعلي,,رقصة,1000
10/04/2015,173,رواق التياترو,,مالك سعدالله ,,3efrit house dance (dip),2700
10/04/2015,174,المكتبة الجهوية بالقروان,,خالد ميلاد,,رنين,2500
16/04/2015,175,دار الثقافة ابن خلدون,,ناصر الواتي,,les expatriés,3000
16/04/2015,176,رواق بشيرة سنتر,,علية الواتي,,بدون عنوان (4),800
16/04/2015,177,,,مريم الحيدري,,بدون عنوان,1200
16/04/2015,178,راق ايقار ,,ويصال شعبان,,ELLES,400
16/04/2015,179,,,نورهان غزالة,,Femme en  noir,1200
16/04/2015,180,,,ريم العمري,,FILM,2500
16/04/2015,181,قصر خير الدين,,رشيد العلاقي ,,بدون عنوان (2p),2400
17/04/2015,182,دار الثقافة صفاقس,,محمد نجاح,,بدون عنوان,500
17/04/2015,183,,,ابراهيم بهلول,,بدون عنوان,300
17/04/2015,184,,,منجي العربي ,,بدون عنوان,300
17/04/2015,185,,,عبد الرزاق الميلادي,,بدون عنوان,300
17/04/2015,186,,,احمد ملاك,,بدون عنوان,300
17/04/2015,187,,,صفوان بن صالح,,بدون عنوان,300
17/04/2015,188,,,دليلة بن مريم,,بدون عنوان,300
17/04/2015,189,,,منال حمزية,,بدون عنوان,300
17/04/2015,190,,,احمد عمار,,بدون عنوان,300
17/04/2015,191,,,شيماء الفزاني,,بدون عنوان,300
17/04/2015,192,,,فاتن الغربي,,بدون عنوان,300
17/04/2015,193,,,ريم القشوري,,بدون عنوان,300
17/04/2015,194,,,أنيس اللومي,,بدون عنوان,300
17/04/2015,195,,,اسكندر الرقيق,,بدون عنوان,300
17/04/2015,196,رواق محمد الفندري صفاقس,,خولة الوحيشي,,تامل (ثنائية),1600
17/04/2015,197,رواق  خليل علولوصفاقس,,نوال السحباني,,تراث,1200
17/04/2015,198,,,صالح بن عمر,,Vision futuriste,6000
17/04/2015,199,,,محمد سحنون,,تركيبة,2800
17/04/2015,200,,,بلحسن كشو,,معادلة,1000
17/04/2015,201,,,كمال الكشو,,formes talents(7p),2800
17/04/2015,202,,,محمد عمر العش,,douce explosion,250
17/04/2015,203,,,سلوى العيادي,,fantasme,1500
17/04/2015,204,,,منجي حرباوي,,la vie,600
17/04/2015,205,,,محمد علي مجدوب,,introspection,450
17/04/2015,206,فضاء برج القلال صفاقس,,راوية لحياني,,note musicale,900
17/04/2015,207,رواق  خليل علولوصفاقس,,منى بوجلبان,,تلاشي,1000
17/04/2015,208,فضاء برج القلال صفاقس,,زهور قرقوري,,Rythme,2500
17/04/2015,209,دار الثقافة المهدية,,سلام الله ثابت,,Anamophase,800
17/04/2015,210,,,سماح بوطالب,,stambeli,600
17/04/2015,211,,,سكينة ساسي,,بدون عنوان,600
17/04/2015,212,,,سناء محمود,,بدون عنوان,500
17/04/2015,213,رواق علي خوجة بالمهدية,,محمد البعتي,,اصطياد ليلي,4800
23/04/2015,214,دار الثقافة البقالطة,,مصطفى الدنقزلي,,visite,700
23/04/2015,215,,,شاكرة السالمي,,eclosion d’un cocon ,300
23/04/2015,216,,,الناصر الشمس,,nue zébré,350
23/04/2015,217,,,هالة الهذيلي,,corps étranges,1100
23/04/2015,218,,,سالم الرقوق,,احرار منذ الولادة,600
23/04/2015,219,دار قمر بسوسة,,جميلة عكروت,,بدون عنوان,2000
23/04/2015,220,,,فتحي غشام,,بدون عنوان,3000
23/04/2015,221,رواق الساقجي بسوسة,,نبيهة بو زكار,,هوتنا,1500
23/04/2015,222,رواق حضر موت سوسة,,احلام بو صندل,,crépuscule,4000
23/04/2015,223,,,عبد الستار عبروقي,,bain de lumiére,2000
23/04/2015,224,,,عبد الطيف حشيشة,,trois en un,3800
23/04/2015,225,,,عبد الحميد الثبوتي,,restaurant chinois,6000
23/04/2015,226,,,اميرة حمامي,,echappatoire,850
23/04/2015,227,المكتبة الجهوية بسوسة,,توفيق فرجاوي,,visage,3700
23/04/2015,228,المركز الثقافي بسوسة,,احمد التليلي,,ناعورة الهواء,2700
23/04/2015,229,,,لطفي بن صالح,,l’ animal et le texte,3700
23/04/2015,230,,,ماهر رجب,,Expression,2500
23/04/2015,231,المركز الثقافي بالحمامات ,,الهادي فنينة,,sous forme de la médina,3000
24/04/2015,232,رواق صلدان,,عبد الحميد الصقلي,,cérémonial,2000
24/04/2015,233,دار الثقافة المروج,,عمر الغدامسي,,société,6500
24/04/2015,234,,,شهلة سومر,,news tunis,3500
24/04/2015,235,,,محسن الجليتي,,hyme de lajoie,6800
24/04/2015,236,رواق صوفونيبا,,جمال المهداوي,,Nostalgie,2000
24/04/2015,237,رواق التياترو,,حافظ الجريبي,,14 DEF,2000
24/04/2015,238,دار الفنون,,سليم قمري,,Brume sur le boukornine,1200
24/04/2015,239,رواق عين ,,جهان العنابي,,installation photo,1500
24/04/2015,240,,,اسلام الخياري,,marge de tete,2000
24/04/2015,241,رواق حشاد,,نهى ماجري,,بدون عنوان,1000
24/04/2015,242,,,علياء الكاتب,,Les anneaux de saturne,2100
05/05/2015,243,رواق روبتزوف,,عادل عكرمي,,belle a la robe fleuri,1500
05/05/2015,244,رواق صلدان ,,حبيب الجماعي,,Sérénité (dip),850
05/05/2015,245,رواق الف ورقة,,عثمان الخضراوي,,بدون عنوان,900
05/05/2015,246,رواق السعيدي بقرطاج,,sylvain montéléone,,kid 's nightmare,1800
05/05/2015,247,رواق حشاد,,سمير مخلوف,,Mnesique Motor in a little girl,3200
05/05/2015,248,رواق الفن الجميل,,محمد سامي بشير,,Transcendance,4000
05/05/2015,249,رواق عين,,عبد السلام الشرفي,,بدون عنوان,3000
06/05/2015,250,قصر خير الدين,,علي الزنايدي,,trois couples sur fond bleu,7500
06/05/2015,251,نادي الطاهر الحداد,,اناس العقربي,,بدون عنوان,2000
07/05/2015,252,المندبية الجهوية بباجة,,باسم منصوري,,الثابت و المتغير,1200
07/05/2015,253,,,سندس المغراوي,,صخب,1200
07/05/2015,254,,,ادم المحمدي,,اليومي,500
07/05/2015,255,,,طارق البوسالمي,,مساحة ضوء,1000
07/05/2015,256,,,فوزية الوسلاتي,,طمع,1200
07/05/2015,257,,,كمال بوحوال ,,توأم ,500
07/05/2015,258,,,لطيفة بن ضو,,حفل افريقي,1200
07/05/2015,259,,,هبة البوسالمي,,Une vie,600
07/05/2015,260,,,محمد علي الوسلاتي,,Béja mon univers,1200
07/05/2015,261,,,محمد الحبيب المنشاري,,Détente,1200
07/05/2015,262,,,اسامة لحرش,,Jumelles,800
07/05/2015,263,,,هالة الشابي,,بدون عنوان,500
08/05/2015,264,دار الفنون,,ايمان بحري,,بدون عنوان (2),600
08/05/2015,265,,,كريم كمون,,Espoir éternel,800
08/05/2015,266,رواق الفنون ببن عروس,,نجيب الشوك,,Expression,1000
14/05/2015,267,قاعةعبد الوهاب الجملي القيروان,,سامية موسى,,بدون عنوان (3),1200
14/05/2015,268,,,سنية الفارسي,,cri de Bardeau,700
14/05/2015,269,,,وفاء قاضي,,بدون عنوان,1800
14/05/2015,270,,,زهور الجريدي,,"Reflet d'un ""je""",1000
14/05/2015,271,فضاء سيدي عبيد القيروان,,حسين عطي ,,جربة,1000
14/05/2015,272,قاعة الحليوي بالقروان,,عبد اللطيف االرمضاني ,,corrida,4000
14/05/2015,273,دار الثقافة بالسند,,بشير ناصري,,Astre noir,2000
14/05/2015,274,,,فؤاد هنشيري,,من الرحمان تكون الرحمة,2500
14/05/2015,275,,,طاهر ركيوة,,composition,1500
14/05/2015,276,,,زياد سندي,,الراعي,1700
14/05/2015,277,,,نجاة الذهبي,,قبل و بعد,2300
14/05/2015,278,,,منصور رجب,,danse,1000
14/05/2015,279,,,احلام بن عائشة,,بدون عنوان,700
14/05/2015,280,,,سناء عبدالله,,composition,700
15/05/2015,281,دار الثقافة بسيدي بوزيد,,حسان عمري,,ريفنا الجميل,1000
15/05/2015,282,,,هاجر ابراهيم,,شموخ,1500
15/05/2015,283,,,انيسة حمدي,,جمال النون,700
15/05/2015,284,,,سنية كداشي,,حرية,1500
15/05/2015,285,,,عبد الكريم ظاهري,,سفر,800
15/05/2015,286,,,وردة عافي,,تحدي,850
15/05/2015,287,,,فادية غربي,,الجسد بين الظاهر و الباطن,800
15/05/2015,288,,,زكية عبيدي,,توهج,1400
15/05/2015,289,دار الثقافة بالرقاب,,عبد الحفيظ المسعودي,,ثنائية,2100
15/05/2015,290,دار الثقافة قبلي,,علي بن بوبكر,,بدون عنوان,120
15/05/2015,291,,,حليمة رزق,,بدون عنوان,100
15/05/2015,292,,,بسام بن مبارك,,بدون عنوان,250
15/05/2015,293,,,شرف الدين بن علي,,بدون عنوان,200
15/05/2015,294,,,سعاد التهامي,,بدون عنوان,150
15/05/2015,295,,,اسماعيل بن فرج,,بدون عنوان,200
15/05/2015,296,,,زروق عمار,,بدون عنوان,180
15/05/2015,297,,,سنية بن مسعود,,بدون عنوان,80
15/05/2015,298,,,زينب الوحيشي,,بدون عنوان,280
15/05/2015,299,,,سليمة الاغة,,بدون عنوان,80
15/05/2015,300,,,دنيا عزيز,,بدون عنوان,220
15/05/2015,301,,,منى الزعتوري,,بدون عنوان,120
15/05/2015,302,,,ايهاب عون الله +ابتهال عون الله ,,بدون عنوان,150
15/05/2015,303,,,فاطمة خليفة,,بدون عنوان,80
15/05/2015,304,,,نورة بن خليفة,,بدون عنوان,220
15/05/2015,305,,,أمل الهاني,,بدون عنوان,180
15/05/2015,306,,,جيهان الخالدي,,بدون عنوان,120
15/05/2015,307,,,فرج الروف,,بدون عنوان,200
15/05/2015,308,,,سعاد نصيب,,بدون عنوان,120
15/05/2015,309,,,هشام الحازمي,,بدون عنوان,180
15/05/2015,310,,,عواطف طنيش,,الظل,350
15/05/2015,311,,,زينب جلاب,,بدون عنوان,300
15/05/2015,312,,,مديحة السوفي,,بدون عنوان,200
15/05/2015,313,,,هيثم بن مبروك,,بدون عنوان,350
15/05/2015,314,,,امنة قدوار بن حمادي,,بدون عنوان,400
22/05/2015,315,دار الفنون البلفيدير,,سامي بن عامر,,مائي,8000
22/05/2015,316,رواق الهادي التركي بسيدي بو سعيد,,مفيدة الغضباني,,Rameau en extension,1000
02/06/2015,317,رواق الدامة,,مختار غراب,,Masque (trip),900
02/06/2015,318,دار الثقافة ابن رشيق,,حسام الدين طويلة,,composition,500
02/06/2015,319,رواق باب زويلة,,نجمي  الزردومي,,SIDI BEN GHIADHA,800
02/06/2015,320,دار الكتب الوطنية ,,نسرين الامين,,Coulisses,800
02/06/2015,321,,,ناصر بالشيخ,,convergence ératique,2500
02/06/2015,322,,,Jelenka Galic's Bellagi,,Maison dans la Foret,300
04/06/2015,323,رواق صوفونيبا,,نبيهة قيقة,,la ectonique des couleurs,5000
04/06/2015,324,,,صادق قمش,,بدون عنوان,5000
04/06/2015,325,رواق كاليستي,,حاتم المكي,,hommage à Titien,6500
04/06/2015,326,رواق حشاد,,بديع شوشان,,Ballade de couple,3500
04/06/2015,327,رواق صديقة,,حسنين الزوالي,,بدون عنوان,1400
04/06/2015,328,,,حمادي بن نية,,le marionnettiste,3500
04/06/2015,329,,,سميرة ميساوي,,Poésie,5000
04/06/2015,330,,,حسين مصدق,,Dahcha,6000
04/06/2015,331,,,عماد جميل,,بدون عنوان,1200
09/06/2015,332,المركز الثقافي بالحمامات ,,ألفة داود,,بدون عنوان,300
09/06/2015,333,المعهد الجهوي للموسيقى و الرقص بالمنستير,,عبد العزيز معلال ,,Atelier,400
09/06/2015,334,,,محمد ياسين قلالة,,بدون عنوان,1500
09/06/2015,335,,,محمد سحنون قلالة,,حوت بلادي,1000
09/06/2015,336,المكتبة الجهوية بسوسة,,اللافي الخضراوي,,الفاتحة,2000
09/06/2015,337,المركب الثقافي بالمنستير,,ألفة عفاس,,La divergence,1500
09/06/2015,338,,,تاجة قيزة,,Mythe de Sisyphe,1000
09/06/2015,339,,,مبروكة البرينصي,,الكون,1000
09/06/2015,340,,,ابتهال مزالي ,,تلاقح الحضارات,1200
09/06/2015,341,,,ريم الهلالي,,الاندلس,600
09/06/2015,342,,,وداد كرباعة,,سراب,500
09/06/2015,343,,,امال الشابي ,,Bonne humeur,800
09/06/2015,344,,,أسماء الصيد,,تونسية,900
09/06/2015,345,,,عايشة دبيش,,Clos,300
09/06/2015,346,,,زهرة فرحات,,إطلالة,500
18/06/2015,347,رواق الفاضل بن عاشور,,شيماء الرويسي,,إيحاءات من بول كلي,700
18/06/2015,348,قصر خير الدين,,نزار الموخّر,,Balade de nocturrne,1500
18/06/2015,349,,,هالة بالشيخ,,Eruption,1600
18/06/2015,350,,,كوثر مقديش,,بدون عنوان,1600
18/06/2015,351,,,رحمة بوطبة,,Architecture,1000
18/06/2015,352,,,لينا بو قديدة,,Des lettres qui se chevauche,600
13/06/2015,353,قاعة حوش خريف قابس,,عبد الحي مختار,,بدون عنوان,600
13/06/2015,354,,,محمد السعودي,,بدون عنوان,700
13/06/2015,355,,,جمال الدين رمضان,,بدون عنوان (2),800
13/06/2015,356,المركز الثقافي الجامعي بقابس,,سمية حمدان,,بدون عنوان,1000
13/06/2015,357,,,صادق الطويل,,كؤوس,1000
13/06/2015,358,,,حبيب زينخ,,la boite de pendor,800
14/06/2015,359,فضاء العروض بمندوبية مدنين,,رفيق بالهويشات,,interventions,500
14/06/2015,360,,,نظمي الهلاك,,من وحي الثورة,400
14/06/2015,361,,,نجوى جرّاي,,تفاعل الخط مع المادة,400
14/06/2015,362,,,إنتصار الغديري,,تشخيص حر (4),400
14/06/2015,363,,,إسمهان كبيري,,لوحات بلورية (3),400
14/06/2015,364,,,عبد الرؤوف ليسر,,DAME D AMOUR,400
14/06/2015,365,,,خليفة حربي,,بدون عنوان,400
14/06/2015,366,,,الجنيدي الثامري,,بدون عنوان,300
14/06/2015,367,,,أميرة عبد الدّائم,,رؤية بسيطة,300
14/06/2015,368,,,إيمان حمّودي,,عطر,300
14/06/2015,369,,,الطاهر الهلاك,,غليان,400
14/06/2015,370,,,عبد الله العباسي,,Serf volant,300
14/06/2015,371,,,خولة لمين ,,صراع,300
14/06/2015,372,فضاء قمودة بسيدي بوزيد,,نادية باشوش,,Foi,800
14/06/2015,373,,,خالد فقيه,,Danseuse de balai,1000
14/06/2015,374,,,وليد بوليلة,,بدون عنوان,500
14/06/2015,375,,,جهان حسان,,,2000
13/11/2015,376,رواق إيكار,,رضوان عيادي ,,apparition,2200
13/11/2015,377,نادي الطاهر الحداد,,جميلة عكروت,,Café entreamis à la medina,2000
13/11/2015,378,رواق القرماسي,,عبد العزيز الدريدي,,سيلان الذاكرة (ثلاثية),3500
13/11/2015,379,,,حبيب الجماعي,,الأزرق,3000
13/11/2015,380,,,الناصر اللواتي,,وجهة نظر,4000
13/11/2015,381,رواق يحي البلمريوم,,stanislav malakhov,,Mariage du sud,6000
13/11/2015,382,رواق الفغن الجميل,,سمير بن علية,,L a chevauchée,1600
13/11/2015,383,قصر خير الدين,,محمد غسان,,بدون عنوان,1500
13/11/2015,384,,,مراد الحرباوي,,بدون عنوان (2),7000
13/11/2015,385,المكتبة المعلوماتية باريانة,,عبد المجيد عياد,,لمسات مبدعة,4000
16/11/2015,386,رواق كان الحمامات,,يسري بحريني,,Gladiateur,2000
16/11/2015,387,,,نبيل الصوابني,,La peinture sous verre,1500
16/11/2015,388,المركب الثقافي بسوسة,,سكينة ساسي,,Optic-grav (dip),2000
19/11/2015,389,رواق عين,,هالة بشير,,Rythme (dip),1600
19/11/2015,390,رواق صوفونيبا,,حامد العسكري,,حضرة (ثلاثية),3900
19/11/2015,391,دار الفنون,,فدوى دقدوق,,Feuillet,4000
19/11/2015,392,رواق القرجي,,هالة لمين,,TAG ME (24 p),5000
19/11/2015,393,رواق الهادي التركي بسيدي بو سعيد,,ليلى السهيلي,,بدون عنوان,3800
19/11/2015,394,,,حمدة دنيدن,,بدون عنوان,6500
19/11/2015,395,,,هدى رجب,,زهرة كميائية,5000
26/11/2015,396,رواق بشيرة سنتر,,شمس الدين المشري,,on dine palmier,2500
