date,num,endroit_a,endroit_f,nom_artiste_a,nom_artiste_f,titre,prix
23/10/2014,366,رواق التياترو,,لمين ساسي,,D'ébats et débats,12000
23/10/2014,367,,,حافظ الجريبي,,Tab 3,1000
23/10/2014,368,,,محمد بوعزيزي,,CADENCE,1100
23/10/2014,369,,,غادة شمة,,paysages et impressions 6,600
23/10/2014,370,,,مونى بالحاج,,Utique,900
23/10/2014,371,,,مالك سعد الله,,Le diablotin,400
23/10/2014,372,,,بسمة السنوني,,Farad a joue 2,400
23/10/2014,373,,,نجاة غريسي,,L'homme au journal,7000
31/10/2014,374,رواق علي القرماسي,,عبد العزيز الدريدي,,ذكرايات (ثلاثية),2000
31/10/2014,375,,,الناصر اللواتي,,بين الضفتين,2500
31/10/2014,376,,,زياد بن سلامة,,الكرة,1000
31/10/2014,377,رواق يحي,,سلافة البياتي,,زورق و شراع,500
31/10/2014,378,,,خالد الساحلي,,بدون عنــــــــــــــــــــوان,1200
31/10/2014,379,رواق صلدان,,زوبير الاصرم,,بدون عنــــــــــــــــــــوان,1200
31/10/2014,380, رواق دار الكتب الوطنية,,سندة الماجري,,Le récit de l' écorce,3800
07/11/2014,381,رواق متحف بوسعيد,,رحاب دنيدن,,sidi bou said 3,400
07/11/2014,382,,,فتحية عيساوي معتوق,,La musicienne,300
07/11/2014,383,رواق علي القرماسي,,محمد المالكي ,,الزلزال,5000
07/11/2014,384,رواق صوفونيبا ,,نعمان قمش,,profil,4000
07/11/2014,385,رواق قصر خير الدين ,,كوثر مقديش,,Double C,2200
07/11/2014,386,,,فوزية الهيشري,,بدون عنــــــــــــــــــــوان,4700
07/11/2014,387,,,محمد علي السعدي,,Ma Guernica hommage à Picasso,5000
07/11/2014,388,,,هدى العجيلي,,Composition,2500
13/11/2014,389,المركز الثقافي بسوسة,,فتحي الخيري,,sidi Bousaid,150
13/11/2014,390,دار الفنون بالبلفيدار,,صارة بن عطـية ,,spleen ( quintyque),3000
21/11/2014,391,رواق صلدان,,عبد الملك العلاني,,بدون عنــــــــــــــــــــوان,6800
21/11/2014,392,متحف سيدي بو سعيد,,منجي معتوق,,proximité,3000
21/11/2014,393,رواق عين,,جهان عنابي,,236,2500
21/11/2014,394,,,طارق السويسي,,Mes demoiselles,4000
21/11/2014,395,رواق ايقار,,كوثر عرقوبي,,لقاء الاجيال,6000
21/11/2014,396,,,عز الدين البراري,,البحيرة,2500
21/11/2014,397,المركز الثقافي بئر الاحجار,,محمد العربي العربي,,بدون عنــــــــــــــــــــوان (4),505
21/11/2014,398,رواق القرجي,,انصاف سعادة,,Matiére grise 2,4000
21/11/2014,399,متحف باردو,,صادق قمش,,بدون عنــــــــــــــــــــوان,5000
21/11/2014,400,دار الثقافة باردو,,حياة الشابي,,Energie 2,2000
27/11/2014,401,رواق يحيى البلماريوم,,سميرة الميساوي,,Moon,4000
27/11/2014,402,رواق علي القرماسي,,يسر الجموسي,,تخيلات,2500
27/11/2014,403,رواق الفنون ببن عروس,,فتحي العشي,,حوتة  خمسة  قرن غزال,800
27/11/2014,404,رواق الدامة,,رفاه الغرسلاوي,,Healing,900
27/11/2014,405,المدرسة السليمانية,,بسمة جاء بالله,,القبة,500
27/11/2014,406, نادي الطاهر الحداد,,رجب الزرمديني,,Al hajra al maktouba,7800
27/11/2014,407,رواق سامية عاشور,,علياء الكاتب,,Cassiopée,4300
27/11/2014,408,دار الثقافة ابن رشيق,,خميس ناجي ,,l' enfant et la poupée,4000
09/12/2014,409,دار الثقافة المروج,,محسن الجليتي,,Abstrait traditionnel(dip),4000
09/12/2014,410,,,سمير بن قويعة,,Nostalgie,2800
09/12/2014,411,المركب الثقافي اسدبن الفرات القيروان,,حسين عطي,,تركيبة 2,1800
09/12/2014,412,,,عبد الحميد الثبوتي,,الفنان و  الموديل,5600
09/12/2014,413,,,عبد اللطيف رمضاني,,Discussion,5000
09/12/2014,414,المركز الثقافي بسوسة,,أحمد التليلي هداوي ,,تفاحة حواء,3500
09/12/2014,415,المركز الثقافي باكودة,,زين حرباوي,,En classe,4000
10/12/2014,416,رواق يحيى البلماريوم,,أولقا مالاكوفا,,Interieur à Midoun(trip),1800
10/12/2014,417,رواق علي القرماسي,,عبد المجيد بن مسعود,,Nostalgie,4000
10/12/2014,418,,,امال قبايلي,,Effervescence,3000
10/12/2014,419,,,عبد الستار عبروقي,,Interference,1800
10/12/2014,420,,,محي امين بن حمودة ,,بدون عنــــــــــــــــــــوان,800
10/12/2014,421,,,فاتن شوايبي,,Composition/Discussion (dip),800
10/12/2014,422,,,محمد غسان أدهمي,,بدون عنــــــــــــــــــــوان,3000
10/12/2014,423,دار الثقافة ابن خلدون ,,نجاة ذهيبي,,Transgression,2000
10/12/2014,424,رواق نجمة المدينة,,هاجر عبد اللاوي,,le cartier antique contemporain,1000
10/12/2014,425,,,انصاف بلخوجة,,Spectacle 2,800
10/12/2014,426,,,دلال سماري,,Composition 2,1000
10/12/2014,427,رواق كالستي,,عز الدين البراري,,La hanna,3500
10/12/2014,428,رواق الفن الجميل,,جمال شوقي مهداوي ,,le saint protecteur,5000
10/12/2014,429,رواق صلدان,,أحمد الصوابني,,Le pegne/ Tchin Tchin (dip),3700
10/12/2014,430,رواق الف ورقة ,,Anna Latreille,,La Doux : Before 1,2500
10/12/2014,431,رواق عين,,بديــــع شوشان,,Expression ,4000
10/12/2014,432,دار الثقافة باردو,,محمد اليعقوبي,,Explosion,4500
10/12/2014,433,المركز الثقافي بئر الاحجار,,عبد الحميد عمار,,أسماك,3000
10/12/2014,434,رواق صديقة,,منى الجمل,,Non à la division,4610
10/12/2014,435,المركز الثقافي بئر الاحجار,,صابرين قويرح,,Nuit éternnelle,950
10/12/2014,436,,,منير بن موسى,,بدون عنــــــــــــــــــــوان,4000
10/12/2014,437,رواق بلال,,فاضل غديرة,,خرجة سدي بو سعيد,4000
10/12/2014,438,دار الثقافة ابن خلدون ,,ماهر الطربلسي,,تنوع (ثلاثية),5100
