num_source;nom_source;situation;gouvernorat;Altitude;Temperature;Debit;pH;residu_sec;durete_total;calcium;Magnesium;Sodium;Potassium;Bicarbonate;Sulfate;Chlorure;Fluorures;Nitrate;sulfure;Element_en_traces;Classification;maladies_metaboliques;rhumatologie;dermatologie;digestif;gynecologie;respiratoires;appareil_urinaire;phlebologie;remise_forme;systeme_nerveux;station_thermale;bain_thermal;um_bouteille;autres;indications;technique_cure
47;HAMMAM SIDI MAAMAR;"Les sources de Sidi Maamar ou Hammam Sollah se trouvent dans la zone de l'axe Nord Sud au Jebel de Bateun Damous.
Le hammam est deservi par une route de 5 km qui la relie à la route nationale N°6 kairouan-Hajeb elyoun.
Attitude: 275 mètres";KAIROUAN;275;34;0.5 l/s;6.6;31348;510;1440.00;364.80;7360.00;351.00;500.00;1607.60;15549.00;2.10;Abs;;SiO2, Sr, Ba, B, Li, Fe, Zn, Cu, Mo;Eau thermale d'une minéralisation forte, de type chloruré sodique forte et sulfuré.;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;FAUX;FAUX;"Rhumatologie et  séquelles des traumatismes ostéo- articulaire  :
-Arthrose des membres et du rachis, affections rhumatologiques en periodes non-inflammatoire, rhumatisme articulaire (periarthrites et névralgies), rhumatisme goutteux, ostéoporose périmenopausique et d'immobilisation prolongée; séquelles des traumatismes et de la chirurgie orthopédique, séquelles d?steites suppurées, séquelles trophiques et motrices de la polyomiélite, séquelles des maladies neuroligiques ;
retard de consolidation, toutes les suites d'entorse et de luxations, séquelles musculaires : atrophie, contractures, tendinites, réeducation des problèmes articulaires,
Dermatologie : 
-Eczéma constitutionnel de l'enfant, eczéma de l'adulte, dermatites, dermatoses, séquelles de brûlures, psoriasis, dermites allergiques,  acné et rosacé, lichens, prurits.
Affections du système nerveux : 
-Névrites, névralgies, séquelles d'hémoplégie et de paraplégie, pléxites, séquelles de poliomyélite aiguë .
Gynécologie:
 -Douleurs pelviennes, séquelles inflamatoires des métrites et des salpingites, endométriose, dysménorrhée, vulvo-vaginites à répétition ,  séquelles post-opératoires.";Bains Thermaux
48;AIN CHENAMA;"Ain Chenama se trouve à 6 km au Sud-Est de Hajeb. L'accès est assez facile par piste à partir de la station de chemin de fer de Hajeb.
Altitude : 350 mètres.";KAIROUAN;350;28;5 l/s;6.9;13769;252.8;730.00;171.00;4310.00;145.00;451.40;1030.00;7100.00;1.90;non déterminé;;SiO2, Sr, Ba, B, Li, Fe, Zn, Mn, Rb;Eau thermale chlorurée sodique forte, sulfatée calciqueet sufurée;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations.- Rhumatismes inflammatoires, polyarthrite chronique évolutives et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence.- Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné séborrhéque. -Séquelles de brülures.Phlébologie : - Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères variquex). Suites et séquelles de phlébites et péri-phlébites ; acrosyndromes vasculaires. Gynécologie : - Algies pelviennes chroniques, séquelles d'affections inflammatoires, troubles congestifs et neurotoniques de la ménopause.";Bains Thermaux
49;FORAGE OUED EL KHAROUBA (Sabrine);"Le forage se trouve  près du village de Chbika située à 15 km au Sud Ouest de Kairouan.
Altitude : 106 mètres.";KAIROUAN;106;23;10 l/s;7.5;280;12.85;35.00;10.00;24.00;4.00;170.00;14.00;13.00;0.95;12.00;;Cr,Co, Al, Sr, Fe, Zn, Sn, Se, Cu;Eau de type bicarbonaté mixte;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;- Appareil urinaire : lithiases, infections urinaires, cure de diurèse. <BR>- Maladies métaboliques : obésité, surpoids associé à des troubles métaboliques (diabète, hyperglycémies), goutte;
50;FORAGE KSAR LAMSA;"La région Ksar Lamsa est située au pied du relief constitué par le prolongement Nord-Est de Jebel Serj , à une centaine de km au Sud  Est de Tunis 
Altitude :  440 mètres";KAIROUAN;440;22.2;20 l/s;7.5;320;27.85;91.38;5.39;19.71;2.81;268.40;24.01;40.98;0.41;12.22;;non déterminés;Eau de type bicarbonaté- calcique à faible minéralisation;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;L'étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
51;AIN OUM EL ABAIER;"Cette source  est située à 2km au Nord de Ain Ajmi en amont des ruines de Mdeina. Elle est captée mais ses eaux s'écoulent dans l'Oued et sont utilisées pour l'alimentation humaine des dechrats voisins. 
Altitude : 780 mètres";KEF;780;18;17.5 l/s;7.6;339;21;52.00;19.46;12.00;5.60;207.40;11.00;35.50;0.23;0.31;;non déterminés;Eau bicarbonatée calcique à faible minéralisation;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;L'étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
52;HAMMAM BEZZEZ;"Hammam Bezzez se trouve à 10 km au Sud du village de Oued Mliz, à la 
limite des gouvernorats de Jendouba et du Kef. 
Altitude : 350 mètres";KEF;600;50;0.5 l/s;7.3;14728;170;520.00;97.28;4500.00;30.00;1000.00;1047.14;7100.00;2.35;traces;;non déterminés;Eau thermale typiquement chlorurée sodique;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;FAUX;FAUX;"Rhumatologie et  séquelles des traumatismes ostéo- articulaire  :
-Rhumatisme dégénératifs : arthrose lombo-sacrale, coxarthrose, gonarthrose, arthroses vertébrales et des mains, rhumatisme inflammatoire chronique, polyarthrite rhumatoïde, spondyloarthrite, périathrites de l'épaule douleureuse et ankylosantes, rhumatisme goutteux..Retard de consolidation , cals hypertrophiés , toutes les suites d'entorse ,  et de luxations , séquelles musculaires : atrophie, contractures .
Séquelles chirurgicales : arthrodèses, ostéotomies, arthroplasties, algies diffuses du moignon .
Manifestation douleureuse d'origine disco-ligamentaire : cervicalgies, dorsalgies , cruralgies, lombosciatiques.
Dermatologie : 
-Eczéma, dermatites, dermatoses, séquelles de brûlures, psoriasis, dermites allergiques,  acné et rosacé , lichens, prurits. 
Affections du système nerveux : 
Névrites , névralgies , séquelles d'hémoplégie et de paraplégie, pléxites, séquelles de poliomyélite aiguë .
Gynécologie:
 Séquelles inflammatoires des métrites et des salpingites, endométriose, douleurs pelviennes, dysménorrhée, vulvo-vaginites à répétition ,  sequelles post-opératoires.";Bains Thermaux
53;HAMMAM MALLEGUE;"Hamman Mallegue se trouve à 13 km à Nord-Ouest du Kef.
Altitude : 300 mètres.";KEF;300;42;2.5 l/s;7.0;8860;119.25;327.50;91.00;2783.00;46.80;639.28;363.50;4527.50;2.05;abs;;"SiO2, Ni, B, Sr, Rb, Li, Zn, Fe, Cu;Se, As";Eau thermale, chlorurée sodique forte;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Rhumatologie: - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations. - Rhumatismes inflammatoires, polyarthrite chronique évolutives et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; <BR>- Séquelles des traumatismes ostéo-articulares et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. <BR>- Névralgies : cervicalgies, cervico-brachialgies, sciatiques. </P><P>&#8250; Dermatologie: <BR>-Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné  séborrhéque, allergies intriquées. <BR>-Séquelles de brülures. </P><P>&#8250; Phlébologie : <BR>- Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères variquex). <BR>- Suites et séquelles de phlébites et péri-phlébites ; acrosyndromes vasculaires ; post-stripping. </P><P>&#8250; Gynécologie <BR>- Algies pelviennes chroniques, séquelles d&#8217;affections inflammatoires, troubles congestifs et neurotoniques de la ménopause.</P>";Bains Thermaux
54;SAFIA AIN MIZEB (Safia);"Ain Mizeb se trouve à 50 km au Sud du Kef. Les 21 griffons de la galerie romaine sont captés et leurs eaux sont véhiculées jusqu'a l'usine de mise en bouteilles située à 3 km au Nord dans le village du Ksour.
Altitude : 880 mètres.";KEF;880;17;1 l/s;7.8;283.67;23.15;75.11;5.84;13.79;0.49;223.35;18.88;21.60;0.78;17,58;;Cr, Fe, Co, Al, Sr, Zn, Sn, Se, As, Cu;Eau de type bicarbonaté calcique;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;Affections urinaires : calculose rénale, infections urinaires récidivantes, malformations urologiques, suite d'intervention chirurgicale sur l'appareil urinaire, cure de diurèse  Surcharge pondérale et troubles métaboliques.;
55;SAFIA AIN KSIBA (Safia);"Le forage Ain Ksiba est creusé dans la partie méridionnale du massif de Sra Ourtène et se trouve à 15 km au Sud du Ksour.
Altitude : 900 mètres.";KEF;900;21;5 l/s;7.8;282;22.1;79.22;5.83;17.72;0.68;244.49;10.81;24.73;0.67;28,86;;Pb, Mn, Cr, Fe,Co, Sr, Al, Zn, Sn, Se, As, Cu;Eau de type bicarbonaté calcique;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;- Affections urinaires : calcule rénale, infections urinaires récidivantes, malformations urologiques, suite d'intervention chirurgicale sur l'appareil urinaire, cure de diurès - Surchage pondérale et troubles métaboliques.;
56;AIN BABOUCH;La source Babouche prend naissance au milieu des sables et des graviers qui ne semblent pas être une couverture quaternaire, mais plutôt un affleurement de mio-pliocène continental.Attitude: 45 mètres;KEF;45;0;4,2l/s;0.00;450;0;0;0;0;0;0;0;0;0;;;;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
57;AIN EL AJMI;"La  source est située dans la région du Kef à 10 km au Sud Ouest de la ville de Ksour.
Altitude : 800 mètres";KEF;800;19.4;variable;7.5;260;27.4;92.00;10.70;20.58;1.89;275.72;47.17;27.23;0.96;29.15;;non déterminés;Eau  bicarbonatée calcique, faiblement minéralisée;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
58;AIN GARCI;"Ain Garci se trouve à 13 km à l'Ouest d'Enfidha et à 115 km au Sud de Tunis. La source est captée au fond  d'une galerie de 50 mètres de long.
Altitude : 110 mètres.";SOUSSE;110;22;1 l/s;6.5;1820;76.35;198.23;65.21;440.88;10.17;1210.51;122.77;466.09;2.19;1.08;;SiO2, Sr, Rb, B, Li, Zn, Ni, Fe, Cu,Co, Sr, As;Eau  bicarbonatée sodique carbo-gazeuse;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;"Affections gastro-intestinales :  actions excito-motrice et excito-sécrétoire en cas de dyspepsie, surtout du type hyposténique. Affections du foie et des voies biliaires : effet cholagogue, sécrétoire et cholérétique (lithiases vésiculaires et états pré-lithiasiques) ; après cholésystectomie ; convalescence des ictères ; congestions hépatiques chroniques ; allergies alimentaires. Diabètes sans dénutrition, états pré-diabédiques. Goutte et lithiase urique. Action laxative : constipation d'origine biliaire. Pédiatrie : à faibles doses dans les cas d'entéro-colites avec vomissements acétonémiques.";
59;FORAGE SIDI ABDELHAMID;"Le forage se trouve à 10 km du centre ville de Sousse, sur la route reliant Sousse à Monastir.";SOUSSE;;28;;7.3;8178;145.2;252.00;200.00;2458.00;19.50;253.76;1974.00;4615.00;1.20;0.35;40 mg/l de (S²-);Pb, Mn, Ni, Cr,Sr, Co, Fe, Zn, Se, As, Cu;Eau thermale chlorurée sodique forte et sulfurée, magnésienne;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Dermatologie:- Dermatite atopique, eczéma, lichens, prurits, séborrhée et acné; - Séquelles de brülures Rhumatologie: - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ;- Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations.- Rhumatismes inflammatoires, polyarthrite chronique évolutives et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Phlébologie : - Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères variquex). - Suites et séquelles de phlébites et péri-phlébites ; acrosyndromes vasculaires.";
60;HAMMAM SIDI BOULAABA;"Hamman Sidi Boulaâba se trouve à 10 km au Nord Ouest de Kasserine sur la route GP 23 reliant Kasserine à Thala.
Altitude :  660 mètres";KASSERINE;660;37;1 l/s;7.6;1900;88;240.00;55.93;280.00;20.00;244.00;776.50;355.010;1.45;traces;;non déterminés;Eau thermale de type mixte à domnance sulfatée sodique;FAUX;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Voies respiratoires - ORL : - Rhinites, sinusites, séquelles d'interventions; amygdalites, laryngites, angines et pharingites à répétition, rhinopharingites,  pneumologie : trachéites, bronchites, dilatations des bronches, asthme).Dermatologie: <BR>- Dermatite atopique, eczéma, lichens, prurits, séborrhée et acné; - Séquelles de brülures; - Affections des muqueuses buccales : atteinte buccale des dermatoses, lichen,  parodontopathies; pyorrhées alvéolodentaires";Voies respiratoires:- Gargarisme, irrigation nasale, pulvérisation phayngée, humage-nébulisation. Dermatologoie:- Bains Thermaux
61;FORAGE BATEN EL GHAZEL (Hayet);"Le forage se trouve à 45 km au Nord Ouest de Sidi Bouzid. Il a une profondeur totale de 226 mètres et capte la nappe du Miocène logée dans des assises gréseuses   et protégée par une épaisse couche marneuse.
Altitude : 420 mètres";SIDI BOUZID;420;21;10 l/s (par pompage);7.6;207.807;15.7;42.37;12.57;9.72;1.71;131.45;34.84;19.04;0.21;traces;;Pb, Mn, Co, Al, Sr, Fe, Zn, As, Cu;Eau  bicarbonatée calcique et magnésienne;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX; Affections urinaires : calcule rénale, infections urinaires récidivantes, malformations urologiques, suite d'intervention chirurgicale sur l'appareil urinaire, cure de diurèse .Surcharge pondérale et trouble métaboliques. Régimes sans sel (hypertension artérielle, néphrites, néphrose );
62;FORAGE EL HAJEB;Le forage El Hajeb se trouve sur la route reliant Sidi Bouzid à Jelma.;SIDI BOUZID;;20;non déterminé;6.0;400;25.4;55.83;27.90;41.34;6.06;183.00;104.43;62.62;0.06;0.42;;non déterminés;Eau  à faible minéralisation;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est  à réaliser en vue de déterminer les indications thérapeutiques.;
63;FORAGE KARBA;Le forage Karba se trouve dans la région de Menzel Bouziane, gouvernorat de Sidi Bouzid.;SIDI BOUZID;0;44;important;7.2;5386;251;706.00;184.83;640.00;45.00;183.00;2282.76;1189.25;;3.10;;non déterminés.;Eau thermale sulfatée calcique et chlorurée sodique.;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie :
- Affections inflammatoires chroniques (rhumatismales articulaires).
- Arthrose goutteuse 
- Affections dégénératives des articulations : arthrose, coxarthrose, gonarthoose, etc 
- Les formes articulaires des rhumatismes : les attaches tendineuses des muscles et des ligaments d'origine infectieuse et traumatique.
- Affections douloureuses des nerfs périphériques.
- Syndromes sciatiques douloureux et  troubles statiques de la colonne vertébrale.";Bains Thermaux
64;SIDI AHMED ZARROUK;"Sidi Ahmed Zarrouk se trouve à 5 km au Sud Ouest de Gafsa. Les eaux sulfurées alimentent la piscine thermale municipale.
Altitude : 250 mètres environ.";GAFSA;250;28;26 l/s (pompage);6.2;16696;260;760.00;170.24;3460.00;170.00;390.40;1817.00;6514.25;1.14;Abs;20 mg/l;Sr, Ba, B, Li, Rb, Fe, Mn, Zn, SiO2;Eau thermale chlorurée sodique  sulfurée;FAUX;VRAI;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - L'ensemble des arthroses : arthrose du rachis, coxarthrose, gonarthrose, rhizarthrose. - Traitement des rhumatismes inflammatoires ( en dehors des poussées évolutives) : polyarthrite rhumatoide, pelvispondylite rhumatismale, rhumatisme psoriasique et goutteux ;- Rhumatismes articulaires : périarthrites scapulohumérales, pathologies tendineuses et bursites; - Traitement des séquelles des traumatismes et des interventions chirurgicales : fractures, retard de consolidation, ankyloses, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Syndromes algiques : sciatiques, cervicalgies, cervicobrachialgies. Dermatologie: - Dermatite atopique, dermatose, psoriasis vulgaire, eczéma, lichens, prurits, acné et séborrhèque. -Séquelles de brülures.  Phlébologie : - Varices et leurs complications : oedèmes, pesanteur, lourdeur de jambes, ulcères variquex; - Séquelles de phlébites et péri-phlébites ; eczéma variqueux ; acrosyndromes vasculaires.  Gynécologie :- Douleurs pelviennes chroniques (dysménorrhée), séquelles d'affections inflammatoires, de metrites ou salpingo-ovarites chronique troubles congestifs et neurotoniques de la ménopause.  Voies respiratoires - ORL : - Rhinites, sinusites, séquelles d'interventions; amygdalites, laryngites, angines et pharingites à répétition, rhinopharingites récidivantes ; pneumologie : trachéites, bronchites chroniques, pneumoconioses (silicosque), dilatations des bronches, emphysème, asthme.";Bains Thermaux, aérobains, douches
65;FORAGE AIN EL-BORJ;"L'oasis d'El-Hamma, l'une des plus importantes de Tunisie se trouve à 31 km à l'Ouest  de Gabès sur la route GP 16 reliant Gabès à Kébili. El Hamma possédait un grand nombre de sources thermales dont la réputation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la ville d'eau par excellence et  s'appelait Aquae Tacapitanae en raison de sa proximité de Tacape (Gabès). 
	Les hammams traditionnels sont actuellement alimentés  à partir de forages et de puits. 
Altitude : environ 50 mètres .";GAFSA;50;40;important;7.46;3760;125;424.65;74.20;506.57;99.13;183.00;1187.05;883.83;0.55;2.64;;Sr, B, Li, Rb, Fe, Mn, Zn, Cu, SiO2;Eau thermale sulfatée calcique, chlorurée sodique;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Rhumatologie: - L'ensemble des arthroses : arthrose du rachis, coxarthrose, gonarthrose, rhizarthrose. - Traitement des rhumatismes inflammatoires : polyarthrite chronique évolutives et pelvispondylites rhumatismales, rhumatisme psoriasique et goutteux ; - Rhumatismes articulaires : périarthrites scapulohumérales, pathologies tendineuses et bursites, dorsalgies diverses ;- traitement des séquelles des traumatismes et des interventions chirurgicales : fractures, retard de consolidation, ankyloses, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Traitement des névralgies et radiculalgies des membres : sciatiques, cervicalgies, cervico-brachialgies.  Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné et séborrhèque. -Séquelles de brülures.";Bains Thermaux
66;FORAGE SIDI ABDELKADER;"L'oasis d'El-Hamma est l'une des plus importantes de Tunisie se trouve à 31 km à l'Ouest  de Gabès sur la route GP 16 reliant Gabès à Kébili. El Hamma possedait un grand nombre de sources thermales dont la réputation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la  ville d'eau par excellence et s'appelait Aquae Tacapitanae en raison de sa proximité de Tacape (Gabès). 
	Les hammams traditionnels sont actuellement alimentés  à partir de forages et de puits. ";GAFSA;50;44;important;;3988;165;500.00;97.00;585.00;80.00;183.00;1135.00;1065.00;0.45;16.00;;Sr, B, Li, Rb, Fe, Mn, Zn, SiO2;Eau thermale sulfatée calcique, chlorurée sodique;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Rhumatologie: - Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations : cervicoarthrose, lombarhrose, dorsarhrose, coxarthrose, gonarthrose. - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Rhumatismes inflammatoires chroniques évolutives : pelvispondylite rhumatismale, polyarthrite rhumatoide, rhumatisme goutteux et psoriasique ; - Séquelles des traumatismes ostéo-articulares et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques.  Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné et séborrhèque. -Séquelles de brülures.";Bains Thermaux
67;FORAGE SGHAIER;"L'oasis d'El-Hamma est l'une des plus importantes de Tunisie se trouve à 31 km à l'Ouest  de Gabès sur la route GP 16 reliant Gabès à Kébili. El Hamma possedait un grand nombre de sources thermales dont la réputation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la  ville d'eau par excellence et s'appelait Aquae Tacapitanae en raison de sa proximité de Tacape (Gabès). 
	Les hammams traditionnels sont actiellement alimentés  à partir de forages et de puits. El hamma possède 2 hammams.
Altitude : 50 mètres environ.";GAFSA;50;58;important;;3674;155;488.00;80.25;550.00;75.00;170.80;1233.00;923.00;0.58;14.40;;non déterminés;Eau hyperthermale de nature sulfatée calcique et chlorurée sodique;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Rhumatologie: - Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations. - Rhumatismes inflammatoires, polyarthrite chronique évolutives et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques.  Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné  séborrhèque. -Séquelles de brülures.";Bains Thermaux
68;HAMMAM ZARAT;"La source thermale de Zarat se trouve à 10 km à l'Est de Mareth et à 3 km de la côte. La source alimente un hammam traditionnel.
Altitude : 10 mètres environ";GAFSA;10;38.5;1 l/s;6.0;2740;105;200.00;133.70;420.67;13.26;170.80;994.00;564.50;1.55;22.32;;non déterminés;Eau thermale de type sulfato-chlorurée mixte;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;-Maladies du foie et de la vesicule biliaire : hépatite chronique , cholélithiase , cholécystite. -Maladies des reins: pyelonéphrite chronique, calculose rénale. -Maladie du pancréas: pancréatite chronique . -Maladies digestives et métaboliques: colite chronique avec constipation, goutte, obésité.  Phlebologie: - Insuffisance veineuse chronique .- Troubles fonctionnels rebelles : oedèmes , lourdeurs , paresthésie . - Troubles trophiques cutanés : eczéma variqueux , ulcères cicatrisés , dermites , atrophies blanches .- Syndrome post-phébitique : thrombose veineuse profonde récente ou ancienne , prévention des séquelles .;Bains Thermaux, cure de boisson sous contrôle médical.
69;FORAGE EL KHBAYET;"Le forage est situé  à 12 km d'El Hamma Gouvernorat Gabès, sur la route reliant  Gabès à Kébili.";GAFSA;;;;7.0;2024;114;320.00;82.00;350.00;51.00;97.60;920.36;710.00;1.55;0.48;;non déterminés;Eau sulfatée-calcique, chlorurée-sodique et magnésienne;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
70;FORAGE RAS-EL-AIN;"Ce forage alimente une grande piscine publique au Montazah en plein centre de Kébili.";KEBILI;;66;important;8.1;2800;104.00;280.00;60.80;360.00;35.00;145.50;761.00;656.75;0.41;1.36;;non déterminés;Eau hyperthermale chlorurée mixte sulfatée mixte.;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - Rhumatismes dégénératifs (arthroses) et séquelles des traumatismes ostéo-articulaires dans toutes ses formes et manifestations. - Rhumatismes inflammatoires en dehors des poussées. - Rhumatismes articulaires : périarthrites, tendinites et bursites, dorsalgies diverses ; - Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Dermatologie: -Dermatite atopique, dermatose, eczéma, lichens, prurits, acné  séborrhèque. -Séquelles de brülures.";Bains Thermaux
71;FORAGE JEMNAH;"Une partie des eaux de ce forage alimente un hammam traditionnel privé en passant par une tour de refroidissement. Le hammam possède 2 blocs séparés (hommes - femmes) composé chacun d'un grand bassin collectif et quelques baignoires individuelles.";KEBILI;;59;important;7.0;3272;100.00;280.00;72.96;585.00;52.50;170.80;688.00;887.00;0.55;Abs;;non déterminés;Eau hyperthermale chlorurée sulfatée mixte;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;"Rhumatologie: - Rhumatismes dégénératifs et séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales dans toutes ses formes : - arthroses du rachis, hanches, genoux, mains ; - Rhumatismes inflammatoires en dehors des poussées ; - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites; - Séquelles de lombo-scatiques, névralgies, névralgies cervico-brachiales.  Dermatologie: - Dermatite atopique, dermatose, eczéma, lichens, prurits, acné et séborrhèque. -Séquelles de brülures.";Bains Thermaux
72;FORAGE SIDI ABDELKADER;"Le hammam de Sidi Abdelkader se trouve dans le gouvernorat de Tozeur. Il est alimenté  à partir d'un forage profond captant le Continental Intercalcaire.";TOZEUR;;75;important;7.0;2670;100.00;336.00;38.91;424.00;60.00;146.40;1688.00;887.50;0.63;Abs;;Sr, B, Li, Rb, Fe, Mn, Zn, Cu, SiO2;Eau hyperthermale sulfato-chlorurée sodico-calcique;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné et séborrhèque. -Séquelles de brülures.;Bains Thermaux.
