   حي الخضراء،زاوية قنطش،جمال،زرمدين،منزل حياة،الهدادرة،منزل كامل،جمال،بني حسان،زرمدين،منزل كامل.وبئرالطيب،جمال،بئر هنادة،التيايرة.وبني حسان،الجنايحة،عميرة حاتم،زرمدين،الغنادة،منزل حياة.
"LES LIGNES : 
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET 
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES : 
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET ."
"LES LIGNES : 
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES : 
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET.

"
"LES LIGNES : 
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIRTAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENIHASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES : 
-CITE ELL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES : CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZARAMDINE ET M.KAMEL ET
BIR TAIEB-JEMMEL-BIR HENADA ET TIAYRA
ET
 BENI HASSEN-JNAIHA-AMIRET HATEM-ZERAMDINE-GHNADA-M.HAYET."
"LES LIGNES : CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE ET M.KAMEL ET 
BIR TAIEB -JEMMEL-BIR HENADA ET TIAYRA
ET
 BENI HASSEN-JNAIHA-AMIRET HATEM -ZERAMDINE-GHNADA-M.HAYET.
"
"LES LIGNES : CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE ET M.KAMEL ET
BIR TAIEB-JEMMEL BIR HENADA ET TIAYRA ET
 BENI HASSEN-JNAIHA-AMIRET HATEM-ZERAMDINE-GHNADA-M.HAYET."
"LES LIGNES : CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI.HASSEN-ZERAMDINE ET M.KAMEL ET
BIR TAIEB-JEMMEL-BIR HENADA ET TIAYRA
ET 
BENI.HASSEN-JNAIHA-AMRET HATEM-ZERAMDINE-GHNADA-M.HAYET."
"LES LIGNES : CITEEL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE ET M.KAMEL ET
BIRTAIEB-JEMMEL-BIR HENADA ET TIAYRA
ET
 BENI HASSEN-JNAIHA-AMIRET HATEM-ZERAMDINE-GHNADA-M.HAYET."
LES LIGNES : KSIBET MEDIOUNI-KHNISS-MONASTIR.
LES LIGNES : OUARDANINE-MENZEL KHIR-BOU OTHMEN-OUED EL JEBS-MASJED AISSA-MONASTIR.
LES LIGNES : TOUZA-BODHEUR-BENNENE-KSIBET MEDIOUNI-MONASTIR.
"LES LIGNES :
-CITE EL  KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL  KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA -ZOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET  KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET  KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTCH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZARAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL  HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZEARAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BEIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL  HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL  HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET  HATEM-ZERAMDINE-GHENADA-MENZEL  HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL  KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZAREMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL  ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR BTAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYARA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA  ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA  ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN -JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET  HATEM-ZERAMDINE-GHENADA-MENZEL HAYET.
"
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET.
"
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZRAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENYAHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRAET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIRHENADA-TIAYRA ET
--BENI HASSEN-JENYAHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIRHENADA-TIAYRA ET
--BENIHASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMELET
--BIRTAIEB-JEMMEL-BIRHENADA-TIAYRA RT
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENIHASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMLE-JEMMEL-BENI HASSEN-ZEARMDINE-MENZEL  KAMEL ET
-BIR TAIEB-JEMMEL-BEI HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZELKAMEL-JEMMEL-BENI HASSEN-ZARAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HYAT-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HZYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BIR HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET.
"
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZELHAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZELHAYET-HEDADRA-MENZELKAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZL  HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET 
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
-CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZRAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
-BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
-BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET.
"
"LES LIGNES :
--CITE EL KHADHRA-ZOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASEN-ZERAMMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES :
--CITE EL KHDHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET 
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA RT
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
LES LIGNES: BENI HASSEN-JEMMEL/BENI HASSEN-ZARAMDINE/JEMMEL-KSAR HELLEL.
"LES LIGNES: CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE ET M.KAMEL ET 
BIR TAIEB-JEMMEL-BIR HENADA ET TIAYRA ET
BENI HASSEN-JNAIHA-AMIRET HATEM-ZAREMDINE-GHNADA-M.HAYET."
"LES LIGNES: CITE EL KHADRA-Z.KONTECH-JEMMEL-ZERAMDINE-M.HAYET-HDADRA-M.KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE ET M.KAMEL ET
BIR TAIEB-JEMMEL-BIR HENADA ET TIAYRA
ET 
BENI HASSEN-JNAIHA-AMIRET HATEM-ZERAMDINE-GHNADA-M.HAYET."
"LES LIGNES:
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZEL HAYET-HEDADRA-MENZEL KAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZARAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES:
--CITE EL KHADHRA-ZAOUIET KONTECH-JEMMEL-ZERAMDINE-MENZELHAYET-HEDADRA-MENZELKAMEL-JEMMEL-BENIHASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIRTAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENI HASSEN-JENAYHA-AMIRET HATEM-ZERAMDINE-GHENADA-MENZEL HAYET."
"LES LIGNES:
--CITE EL KHADHRA-ZAOUIETKONTECH-JEMMEL-ZARAMDINE-MENZEL HAYET-HEDADRA-MENZELKAMEL-JEMMEL-BENI HASSEN-ZERAMDINE-MENZEL KAMEL ET
--BIR TAIEB-JEMMEL-BIR HENADA-TIAYRA ET
--BENIHASSEN-JENAYHA-AMIRET HATEM-ZARAMDINE-GHENADA-MENZEL HAYET."
"Les lignes:Cite El Khadhra; Zaouiet Kontech; Jemmel:Zeramdine; Menzel Hayet. Hedadra;Menzel Kamel; j
emmel;Beni Hassen; Zermdine;Menzel Kamel et Bir Taieb; Jemmel; Bir Henada;Tiayra et Beni Hassen;Jena
yha;Amiret Hatem; Zeramdine; Ghenada:Menzel Hayet ."
LIGNE  :KSIBET ELMEDOUNI  KHNIS  MONASTIR
LIGNE : KSIBET MEDIOUNI-KHNISS -MONASTIR
"LIGNE : MZAOUGHA-MLYCHETT-ALLALCHA-MENZEL HAYETT-ZARAMDINE-JEMMEL-MENZEL KAMEL-BENI HASSENE.
"
LIGNE : TOUZA-BENNENE-BODHER-KSIBET MEDIOUNI-MONASTIR.
LIGNE : TOUZA-BODHEUR-BENNANE-KSIBET MEDIOUNI-MONASTIR.
"LIGNE : TOUZA-BODHEUR-BENNENE-KSIBET MEDIOUNI-MONASTIR.
"
"LIGNE :MLYCHETT-MZAOUGHA-MENZEL HAYETT-ZARAMDINE-JEMMEL
"
LIGNE MAZDOUR MENZEL ENNOUR BENBLA KHNIS MONASTIR
LIGNE MONASTIR  VIA ZONE TOURISTIQUE-SAHLINE-OUARDANINE-MENZEL KHIR-MESJED AISSA-MONASTIR-MOOTMAR-SAHLINE-SIDI AMEUR.
LIGNE TOUZA- BENNANE BODHER -  KSIBET MEDIOUNI ET MONASTIR.    
LIGNE TOUZA BENNANE BODHER  K.MEDIOUNI MONASTIR.    
LIGNE TOUZA BENNANE BODHER KSIBET ELMEDIOUNI MONASTIR
"LIGNE TOUZA BENNANE BODHEUR KSIBET MEDIOUNI MONASTIR
"
LIGNE TOUZA BODHER BENNENE  K.MEDIOUNI MONASTIR.    
"Ligne Touza -Bodheur-Bennane-K.Mediouni-Monastir.
"
LIGNE TOUZA-BODHER BENNANE  K.MEDIOUNI MONASTIR.   
LIGNE TOUZA-BODHER-BENNANE-  K.MEDIOUNI-MONASTIR    
"LIGNE: JEMMEL _ MENZEL KAMEL_ HDADRA_ MZAOUGHA_ MLICHET_ALLALCHA_ MENZEL HAYAT_ZERAMMDINE
"
LIGNE: MONASTIR L AHEROPORT SAHLINE ZONE TOURISTIQUE SIDI ADELHAMID SOUSSE
LIGNE: OUERDANINE-MASJED ISSA-MONASTIR-AEROPORT-Z.TOURISTIQUE-SIDI ABDELHAMID-SOUSSE****
LIGNE: OUERDANINE-SIDI AMEUR-SAHLINE-SIDI ABDELHAMID-SOUSSE****
LIGNE: TOUZA-BENNENE-BODHER-KSIBET MEDIOUNI-MONASTIR.
