PKLigne;Pk1;LIGNE; TYPE ;Nbre de Voie;PN voisin gare (à indiquer);       TYPE ANI;DE ANP;CDV VPN;ASSAINISSEMENT ZONE ANI;ASSAINISSEMENT ZONE ANP;ASSAINISSEMENT ZONE VPN;CONTACT RAIL ANI;CONTACT RAIL ANP;CONTACT RAIL VPN;DUREE ANNONCE  PAIRE;DUREE ANNONCE IMPAIRE;terre;coupure bipolaire;PN avec clignoteur à mercure;PN dôté d'alim commune;Etat du câblage châssis;Etat de la guérite;PN dôté de minuterie;type Télécontrôle;"ETAT
 BATTERIE";OBSERVATIONS;Observations;Arrondissement;Zone;Latitude;Longitude;Pk Route;Urbain-Rural;Visibilité;Gouvernorat;Institution concernée;Présignalisation
20,680L22;20,68;22;BA;2V;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;36;36;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°44'59.12""N";" 10°49'13.18""E";;;;;;
22,350L22;22,35;22;BA;2V;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;36;36;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°44'7.51""N";" 10°49'5.20""E";;;;;;
23,875L22;23,875;22;BA;VU; ;Compteur essieux;Compteur essieux;Compteur essieux;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°43'31.11""N";" 10°48'24.92""E";;;;;;
25,690L22;25,69;22;BA;2V;Ksibet;8700HZ;8700HZ;8700HZ;BON;BON;MOYEN;BON;BON;BON;36;35;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°42'37.11""N";" 10°48'41.01""E";;;;;;
26,595L22;26,595;22;BA;VU; ;Compteur essieux;Compteur essieux;Compteur essieux;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°42'13.86""N";" 10°49'2.57""E";;;;;;
29,963L22;29,963;22;BA;2V;;8700HZ;8700HZ;8700HZ;BON;BON;BON;BON;BON;BON;35;35;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°40'50.11""N";" 10°50'26.31""E";;;;;;
34,076L22;34,076;22;BA;2V;;8700HZ;8700HZ;8700HZ;BON;MOYEN;BON;BON;BON;BON;40;32;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°40'12.82""N";" 10°52'58.01""E";;;;;;
34,632L22;34,632;22;BA;2V;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°40'1.54""N";" 10°53'14.49""E";;;;;;
35,132L22;35,132;22;BA;2V;SAYADA;8700HZ;Ple Electronique;8700HZ;BON;NEANT;MOYEN;BON;NEANT;BON;40;38;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°39'48.15""N";" 10°53'26.09""E";;;;;;
36,590L22;36,59;22;BA;2V;;8700HZ;8700HZ;8700HZ;BON;BON;BON;BON;BON;BON;40;34;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°39'7.70""N";" 10°53'54.97""E";;;;;;
37,070L22;37,07;22;BA;2V;;Ple Electronique;8700HZ;8700HZ;NEANT;BON;BON;NEANT;BON;BON;40;37;OUI;NON;NON;OUI;BON;MAUVAIS;NON;CABLE;BON;;;Monastir;Zone Est;" 35°38'52.30""N";" 10°53'58.11""E";;;;;;
37,380L22;37,38;22;BA;VU; ;Compteur essieux;Compteur essieux;Compteur essieux;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°38'43.54""N";" 10°54'2.90""E";;;;;;
38,435L22;38,435;22;BA;2V;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;MOYEN;NEANT;NEANT;BON;60;34;NON;NON;NON;NON;BON;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°38'15.47""N";" 10°54'27.40""E";;;;;;
39,041L22;39,041;22;BA;VU;Moknine;8700HZ;Cde Manuelle;8700HZ;BON;NEANT;MOYEN;BON;NEANT;BON;NEANT;60;NON;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°37'58.96""N";" 10°54'40.69""E";;;;;;
40,480L22;40,48;22;BA;VU;;Ple Electronique;Ple Electronique;Eléctrans;NEANT;NEANT;MOYEN;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°37'49.81""N";" 10°55'34.88""E";;;;;;
42,016L22;42,016;22;BA;VU;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°38'0.55""N";" 10°56'34.39""E";;;;;;
42,840L22;42,84;22;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°38'11.73""N";" 10°57'4.35""E";;;;;;
43,720L22;43,72;22;BA;VU;;SJC 245;8700HZ;8700HZ;BON;BON;BON;BON;BON;BON;40;40;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°38'18.79""N";" 10°57'35.12""E";;;;;;
44,266L22;44,266;22;BA;VU;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°38'9.96""N";" 10°57'53.96""E";;;;;;
47,350L22;47,35;22;BA;VU;Bkalta;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;"  35°36'58.39""N";" 10°59'18.66""E";;;;;;
50,323L22;50,323;22;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°35'49.62""N";" 11° 0'33.00""E";;;;;;
52,795L22;52,795;22;BA;VU;Bkalta camping;Compteur essieux;Compteur essieux;Compteur essieux;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°34'29.95""N";" 11° 1'1.02""E";;;;;;
53,666L22;53,666;22;BA;VU;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;CABLE;BON;;;Monastir;Zone Est;" 35°34'2.32""N";" 11° 1'8.81""E";;;;;;
59,231L22;59,231;22;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°31'14.79""N";" 11° 1'37.30""E";;;;;;
60,945L22;60,945;22;BA;VU;;8700HZ;8700HZ;8700HZ;BON;BON;MOYEN;BON;BON;BON;40;40;OUI;NON;NON;OUI;MAUVAIS;MAUVAIS;NON;CABLE;BON;;;Monastir;Zone Est;" 35°30'25.82""N";" 11° 1'49.56""E";;;;;;
61,880L22;61,88;22;BA;VU;;8700HZ;8700HZ;8700HZ;BON;BON;BON;BON;BON;BON;60;42;OUI;NON;NON;OUI;MAUVAIS;MOYEN;NON;CABLE;BON;;;Monastir;Zone Est;" 35°29'59.17""N";" 11° 2'0.31""E";;;;;;
62,610L22;62,61;22;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°29'59.55""N";" 11° 2'27.93""E";;;;;;
63,428L22;63,428;22;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°29'57.35""N";" 11° 2'58.79""E";;;;;;
64,506L22;64,506;22;BA;VU;Mahdia;Ple Electronique;Cde Manuelle;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°29'47.36""N";" 11° 3'37.18""E";;;;;;
153,519L5;153,519;5;BA;2V;MSAKEN;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Eljem;Zone Est;" 35°43'36.34""N";" 10°35'53.33""E";;;;;;
160,436L5;160,436;5;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°39'55.58""N";" 10°36'38.00""E";;;;;;
168,751L5;168,751;5;BA;VU; ;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°35'40.77""N";" 10°37'42.83""E";;;;;;
172,045L5;172,045;5;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°33'58.16""N";" 10°38'17.85""E";;;;;;
174,027L5;174,027;5;BA;VU;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;Equipement Complet  (PROJET DE 40PN EN BA);;Eljem;Zone Est;" 35°32'59.37""N";"10°38'42.97""E";;;;;;
175,633L5;175,633;5;BA;VU;BOU GOBRINE;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;33;54;OUI;NON;OUI;OUI;MAUVAIS;BON;NON;NEANT;MAUVAIS;"Autonomie batterie insuffisante ""à remplacer""+ armoire ANP à remplacer";;Eljem;Zone Est;" 35°32'8.30""N";" 10°38'41.17""E";;;;;;
182,522L5;182,522;5;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°28'30.40""N";" 10°39'11.58""E";;;;;;
183,304L5;183,304;5;BA;VU;kerker;8700HZ;Courant continu;Courant continu;BON;BON;MOYEN;BON;BON;BON;28;31;OUI;NON;NON;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MOYEN;Armoires d'annonces à remplacer ;;Eljem;Zone Est;" 35°28'10.33""N";" 10°39'30.73""E";;;;;;
186,162L5;186,162;5;BA;VU;Boumerdes;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;Mis en service le 22/4/2015 marché EFACEC 30 PN;;Eljem;Zone Est;" 35°27'3.10""N";" 10°40'47.52""E";;;;;;
187,914L5;187,914;5;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;BON;BON;BON;NEANT;NEANT;BON;60;49;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Eljem;Zone Est;" 35°26'19.92""N";" 10°41'27.85""E";;;;;;
189,712L5;189,712;5;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;BON;BON;MOYEN;NEANT;NEANT;BON;44;36;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Nécessite le badijonnage;;Eljem;Zone Est;" 35°25'40.16""N";" 10°42'17.22""E";;;;;;
192,543L5;192,543;5;BA;VU;;Ple Electronique;Ple Electronique;ELECTRANS;BON;BON;BON;NEANT;NEANT;BON;43;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Eljem;Zone Est;" 35°24'17.19""N";" 10°43'4.77""E";;;;;;
203,711L5;203,711;5;BA;VU;;Ple Electronique;Ple Electronique;SJC 245;BON;BON;BON;BON;BON;BON;36;36;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°18'32.06""N";" 10°43'1.40""E";;;;;;
205,095L5;205,095;5;BA;VU;ELDJEM;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°17'48.48""N";" 10°42'47.73""E";;;;;;
205,485L5;205,485;5;BA;VU;ELDJEM;Courant continu;Courant continu;Courant continu;BON;BON;MOYEN;BON;BON;BON;50;53;OUI;NON;OUI;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;"Autonomie batterie insuffisante ""à remplacer""+ armoire ANP à remplacer";;Eljem;Zone Est;" 35°17'37.36""N";" 10°42'40.46""E";;;;;;
206,165L5;206,165;5;BA;VU;ELDJEM;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35°17'21.15""N";" 10°42'22.60""E";;;;;;
215,700L5;215,7;5;BA;VU;;Courant continu;Courant continu;Courant continu;BON;BON;BON;BON;BON;BON;30;28;NON;NON;NON;OUI;MOYEN;MOYEN;NON;NEANT;MOYEN;Armoires d'annonce à remplacer ;;Eljem;Zone Est;" 35°12'15.66""N";" 10°42'39.06""E";;;;;;
222,395L5;222,395;5;BA;VU;HANCHA;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Eljem;Zone Est;" 35° 8'48.01""N";" 10°43'30.41""E";;;;;;
223,850L5;223,85;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;EN cours (marché EFACEC 30 PN);;Eljem;Zone Est;" 35° 8'2.47""N";" 10°43'47.22""E";;;;;;
160,414L12;160,414;12;BA;VU;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;PIPC;BON;;;Eljem;Zone Est;" 35°44'36.23""N";" 10°36'26.39""E";;;;;;
78,466L5;78,466;5;BA;4V;Bouficha;ISOLA+ Ple Pvé;ISOLA+ Ple Pvé;ISOLA+ Ple Pvé;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;Alstom;BON;A assainir zones VPN  (asupprimer l'observation);;Enfidha;Zone Est;" 36°18'6.69""N";" 10°27'2.34""E";;;;;;
82,176L5;82,176;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;1ere RP 07/09/2015 2eme RP 10/09/2015 (marché EFACEC 30 PN);;Enfidha;Zone Est;" 36°16'12.23""N";" 10°26'16.70""E";;;;;;
83,170L5;83,17;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;Mis en service le 30/4/2015 marché EFACEC 30 PN;;Enfidha;Zone Est;" 36°15'41.51""N";" 10°26'4.30""E";;;;;;
87,010L5;87,01;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;Alstom;BON;EN COURS (marché DAC1044 DES 10PN de la DGMI);;Enfidha;Zone Est;" 36°13'39.59""N";" 10°25'38.14""E";;;;;;
89,750L5;89,75;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+SJC;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Enfidha;Zone Est;" 36°12'14.68""N";" 10°25'10.03""E";;;;;;
91,200L5;91,2;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+SJC;BON;BON;BON;BON;BON;BON;40;36;NON;NON;NON;NON;BON;BON;NON;GSM;BON;;;Enfidha;Zone Est;" 36°11'27.77""N";" 10°25'18.22""E";;;;;;
92,762L5;92,762;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;Equipement Complet  (PROJET DE 40PN EN BA);;Enfidha;Zone Est;" 36°10'36.46""N";" 10°25'13.54""E";;;;;;
94,100L5;94,1;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;Alstom;BON;REMIS EN ETAT (marché DAC 1044 DES 10PN de la DGMI );;Enfidha;Zone Est;" 36° 9'55.13""N";" 10°25'5.42""E";;;;;;
99,709L5;99,709;5;BA;3V;Enfidha;ISOLA+ Ple Pvé;ISOLA+ Ple Pvé;ISOLA+ Ple Pvé;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;Alstom;BON;A assainir zones VPN  (asupprimer l'observation);;Enfidha;Zone Est;" 36° 7'31.04""N";" 10°22'52.84""E";;;;;;
113,069L5;113,069;5;BA;2V;Menzel Gare;CC + Ple forfex; C C + Forfex;C C + Cautor;BON;BON;BON;BON;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;GSM;BON;Barrières installées et mise en service le 20/8/2011;;Enfidha;Zone Est;" 36° 0'31.18""N";" 10°22'46.08""E";;;;;;
117,447L5;117,447;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;1ere RP 14/12/2015 2eme RP 16/12/2015 (marché EFACEC 30 PN);;Enfidha;Zone Est;" 35°58'44.46""N";" 10°24'39.33""E";;;;;;
120,730L5;120,73;5;BA;2V;;Ple Electronique;Ple Electronique;8700HZ+Cautor;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;GSM;BON; ;;Enfidha;Zone Est;" 35°57'41.12""N";" 10°26'25.06""E";;;;;;
122,002L5;122,002;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+SJC;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;GSM;BON; ;;Enfidha;Zone Est;" 35°57'13.30""N";" 10°27'2.38""E";;;;;;
126,024L5;126,024;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+SJC;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;GSM;BON; ;;Enfidha;Zone Est;" 35°56'7.67""N";" 10°29'18.04""E";;;;;;
132,752L5;132,752;5;BA;2V;;Courant continu;Courant continu;8700HZ;BON;BON;MOYEN;BON;BON;BON;39;31;OUI;ANP1;NON;NON;BON;MOYEN;NON;NEANT;BON;"VPN nécessite le revêtement en bitume ""urgent""+Armoire ANI à remplacer,Equipement Complet  (PROJET DE 40PN EN BA)";;Enfidha;Zone Est;" 35°53'33.09""N";" 10°32'4.37""E";;;;;;
133,354L5;133,354;5;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Enfidha;Zone Est;" 35°53'19.77""N";" 10°32'21.79""E";;;;;;
135,200L5;135,2;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Mis en service le 14/6/2013;;Enfidha;Zone Est;" 35°52'27.33""N";" 10°32'55.39""E";;;;;;
135,913L5;135,913;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Mis en service le 14/6/2013;;Enfidha;Zone Est;" 35°52'6.70""N";" 10°33'9.35""E";;;;;;
136,357L5;136,357;5;BA;2V;k kebira;Ple Electronique;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;50;33;OUI;ANP1;NON;OUI;BON;BON;NON;NEANT;BON;VPN1 et 2 nécessitent l'expurgation;;Enfidha;Zone Est;" 35°51'58.00""N";" 10°33'22.01""E";;;;;;
136,747L5;136,747;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Enfidha;Zone Est;" 35°51'49.85""N";" 10°33'33.35""E";;;;;;
137,796L5;137,796;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;1ere RP 14/12/2015 2eme RP 17/12/2015 (marché EFACEC 30PN);;Enfidha;Zone Est;" 35°51'17.54""N";" 10°33'43.22""E";;;;;;
138,596L5;138,596;5;BA;2V;;Courant continu;Courant continu;8700HZ;BON;BON;BON;BON;BON;BON;38;29;OUI;ANI2;NON;NON;MAUVAIS;MOYEN;NON;NEANT;BON;Equipement Complet  (PROJET DE 40PN EN BA);;Enfidha;Zone Est;" 35°50'51.79""N";" 10°33'45.78""E";;;;;;
140,784L5;140,784;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Enfidha;Zone Est;" 35°49'45.28""N";" 10°33'55.83""E";;;;;;
141,713L5;141,713;5;BA;2V; ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Enfidha;Zone Est;" 35°49'21.05""N";" 10°34'8.18""E";;;;;;
144,536L12;144,536;12;BA;VU;;Courant continu;Courant continu;8700HZ;BON;BON;BON;BON;BON;BON;40;48;OUI;NON;OUI;NON;MAUVAIS;BON;NON;NEANT;BON;"Cables des annonces I et P à une paire ""vetuste dès la mise en Sce""";;Enfidha;Zone Est;" 35°49'31.76""N";" 10°35'51.73""E";;;;;;
146,719L12;146,719;12;BA;VU;;Ple Electronique;Courant continu;Courant continu;NEANT;MOYEN;MAUVAIS;NEANT;BON;BON;67;61;OUI;NON;NON;NON;MOYEN;MOYEN;NON;NEANT;BON;Manque assainissement au VPN+ Armoire ANI à remplacer , ass.ANP : dégarnissage (22/4/10), curage fossé ( juin 2010);;Enfidha;Zone Est;" 35°50'1.13""N";" 10°37'6.97""E";;;;;;
147,728L12;147,728;12;BA;VU;SOUSSE ;Courant continu;Cde Manuelle;Courant continu;MOYEN;NEANT;MOYEN;BON;NEANT;BON;60;58;OUI;NON;NON;NON;MOYEN;MOYEN;NON;NEANT;BON;curage fossé ( juin 2010);;Enfidha;Zone Est;" 35°50'6.35""N";" 10°37'44.87""E";;;;;;
1,037LCim.;1,037;Cim.;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+SJC;NEANT;NEANT;MAUVAIS;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;;;Enfidha;Zone Est;#N/A;#N/A;;;;;;
1,802LCim.;1,802;Cim.;BA;VU;;Ple Electronique;Ple Electronique;Ple Elec+SJC;NEANT;NEANT;MAUVAIS;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON; ;;Enfidha;Zone Est;#N/A;#N/A;;;;;;
4,25LCim.;4,25;Cim.;BA;VU;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;Néant;BON;Mis en service le 15/4/2015 marché EFACEC 30 PN;;Enfidha;Zone Est;#N/A;#N/A;;;;;;
48,950L6;48,95;6;SL;1;Sminja;Courant Continu;Courant Continu;Courant Continu;BON;BON;MOYEN;BON;BON;BON;60;60;OUI;OUI;NON;OUI;MOYEN;BON;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer ;;Gaafour;Zone centre;" 36°27'16.77""N";" 10° 1'22.97""E";;;;;;
56,270L6;56,27;6;BA;1;El Ouja;Ple Electronique;Ple Electronique;SJC 245;NEANT;NEANT;BON;NEANT;NEANT;BON;66;66;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Gaafour;Zone centre;" 36°24'33.88""N";"  9°57'53.17""E";;;;;;
62,380L6;62,38;6;BA;1;Fahs;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;60;60;OUI;OUI;OUI;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36°22'58.01""N";"  9°54'32.38""E";;;;;;
88,350L6;88,35;6;BA;2;Bouarada;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;45;45;OUI;OUI;OUI;OUI;MOYEN;MOYEN;NON;NEANT;MAUVAIS;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36°21'21.15""N";"  9°37'40.55""E";;;;;;
104,040L6;104,04;6;BA;1;Laroussa;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Gaafour;Zone centre;" 36°22'51.05""N";"  9°27'22.39""E";;;;;;
104,490L6;104,49;6;BA;1;Laroussa;Courant Continu;Courant Continu;Courant Continu;BON;BON;BON;BON;BON;BON;45;45;OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;NON;NEANT;BON;2 Armoires d'annonce + massif : très vetuste à remplacer+câblage cde mlle gare à refaire ;;Gaafour;Zone centre;" 36°22'53.52""N";"  9°27'5.98""E";;;;;;
